[595, 454]
[chapter-title, [288.0, 160.0, 94.0, 30.0], rEjDSCvfmM, 6460721]
[paragraph, [226.0, 206.0, 197.0, 18.0], K1rThlWz6g, 6460721]
[paragraph, [226.0, 224.0, 197.0, 18.0], K1rThlWz6g, 6460721]
[paragraph, [27.0, 208.0, 196.0, 18.0], F11u5i1wKv, 6460721]
[paragraph, [27.0, 226.0, 196.0, 18.0], F11u5i1wKv, 6460721]
[paragraph, [27.0, 244.0, 196.0, 18.0], F11u5i1wKv, 6460721]
[paragraph, [27.0, 262.0, 196.0, 18.0], F11u5i1wKv, 6460721]
[paragraph, [27.0, 280.0, 196.0, 18.0], F11u5i1wKv, 6460721]
[paragraph, [27.0, 298.0, 196.0, 18.0], F11u5i1wKv, 6460721]
[paragraph, [27.0, 316.0, 196.0, 18.0], F11u5i1wKv, 6460721]
[paragraph, [27.0, 334.0, 196.0, 18.0], F11u5i1wKv, 6460721]
[paragraph, [227.0, 249.0, 199.0, 18.0], Zp6QUkbkQ-, 6460721]
[paragraph, [227.0, 267.0, 199.0, 18.0], Zp6QUkbkQ-, 6460721]
[paragraph, [223.0, 287.0, 204.0, 18.0], PxXaltRrAQ, 6460721]
[paragraph, [223.0, 305.0, 204.0, 18.0], PxXaltRrAQ, 6460721]
[paragraph, [223.0, 323.0, 204.0, 18.0], PxXaltRrAQ, 6460721]
[paragraph, [223.0, 341.0, 204.0, 18.0], PxXaltRrAQ, 6460721]
[paragraph, [223.0, 359.0, 204.0, 18.0], PxXaltRrAQ, 6460721]
[paragraph, [223.0, 377.0, 204.0, 18.0], PxXaltRrAQ, 6460721]
[paragraph, [27.0, 359.0, 196.0, 18.0], waKMKoS6AN, 6460721]
[paragraph, [27.0, 377.0, 196.0, 18.0], waKMKoS6AN, 6460721]
[paragraph, [27.0, 395.0, 196.0, 18.0], waKMKoS6AN, 6460721]
[paragraph, [27.0, 413.0, 196.0, 18.0], waKMKoS6AN, 6460721]
[paragraph, [27.0, 431.0, 196.0, 18.0], waKMKoS6AN, 6460721]
[paragraph, [27.0, 449.0, 196.0, 18.0], waKMKoS6AN, 6460721]
[paragraph, [225.0, 400.0, 194.0, 18.0], waMJ9W8HbK, 6460721]
[paragraph, [225.0, 418.0, 194.0, 18.0], waMJ9W8HbK, 6460721]
[paragraph, [225.0, 436.0, 194.0, 18.0], waMJ9W8HbK, 6460721]
[paragraph, [225.0, 454.0, 194.0, 18.0], waMJ9W8HbK, 6460721]
[paragraph, [225.0, 472.0, 194.0, 18.0], waMJ9W8HbK, 6460721]
[paragraph, [225.0, 490.0, 194.0, 18.0], waMJ9W8HbK, 6460721]
[paragraph, [27.0, 476.0, 198.0, 18.0], h766ce9vHe, 6460721]
[paragraph, [27.0, 494.0, 198.0, 18.0], h766ce9vHe, 6460721]
[paragraph, [27.0, 512.0, 198.0, 18.0], h766ce9vHe, 6460721]
[paragraph, [244.0, 512.0, 178.0, 18.0], ohPGJ8MgrZ, 6460721]
[folio, [206.0, 536.0, 43.0, 18.0], XBb6vvs5-7, 6460721]
