[1230, 750]
[section-title, [105.0, 225.0, 483.0, 30.0], mf2UFoA3a8, 6469879]
[paragraph, [39.0, 399.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 417.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 435.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 453.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 471.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 489.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 507.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 525.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 543.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 561.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 579.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 597.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 615.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 633.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 651.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 669.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 687.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 705.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 723.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 741.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 759.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 777.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 795.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 813.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 831.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 849.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 867.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 885.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 903.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 921.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 939.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 957.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 975.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 993.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 1011.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 1029.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 1047.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 1065.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 1083.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
[paragraph, [39.0, 1101.0, 619.0, 18.0], shoonya_0sT5NQ615U801O, 6469879]
