[2484, 1767]
[paragraph, [362.0, 381.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 417.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 453.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 489.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 525.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 561.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 597.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 633.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 669.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 705.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 741.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 777.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 813.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 849.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 885.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 921.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 957.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 993.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1029.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1065.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1101.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1137.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1173.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1209.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1245.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1281.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1317.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1353.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1389.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1425.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1461.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1497.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1533.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1569.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1605.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1641.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1677.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1713.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1749.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1785.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1821.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1857.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1893.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1929.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 1965.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 2001.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 2037.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 2073.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 2109.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 2145.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 2181.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
[paragraph, [362.0, 2217.0, 1265.0, 36.0], shoonya_0sW25PV7SL48MQ, 5754079]
