[1468, 909]
[headline, [161.0, 79.0, 618.0, 25.5], hvNGm01TxP, 5770122]
[headline, [161.0, 104.5, 618.0, 25.5], hvNGm01TxP, 5770122]
[headline, [161.0, 130.0, 618.0, 25.5], hvNGm01TxP, 5770122]
[headline, [161.0, 155.5, 618.0, 25.5], hvNGm01TxP, 5770122]
[headline, [161.0, 181.0, 618.0, 25.5], hvNGm01TxP, 5770122]
[headline, [161.0, 206.5, 618.0, 25.5], hvNGm01TxP, 5770122]
[ordered-list, [459.0, 264.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 282.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 300.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 318.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 336.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 354.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 372.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 390.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 408.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 426.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 444.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 462.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 480.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 498.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 516.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 534.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 552.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 570.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 588.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 606.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 624.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 642.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 660.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 678.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 696.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 714.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 732.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 750.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 768.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 786.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 804.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 822.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 840.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 858.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 876.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 894.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 912.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 930.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 948.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 966.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 984.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 1002.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 1020.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 1038.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 1056.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 1074.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 1092.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 1110.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 1128.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 1146.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 1164.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 1182.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 1200.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 1218.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 1236.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 1254.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [459.0, 1272.0, 385.0, 18.0], 1rt8MWCEFC, 5770122]
[ordered-list, [70.0, 265.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 283.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 301.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 319.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 337.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 355.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 373.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 391.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 409.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 427.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 445.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 463.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 481.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 499.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 517.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 535.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 553.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 571.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 589.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 607.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 625.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 643.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 661.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 679.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 697.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 715.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 733.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 751.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 769.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 787.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 805.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 823.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 841.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 859.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 877.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 895.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 913.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 931.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 949.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 967.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 985.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 1003.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 1021.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 1039.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 1057.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 1075.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 1093.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 1111.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 1129.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 1147.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 1165.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 1183.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 1201.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 1219.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 1237.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 1255.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 1273.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
[ordered-list, [70.0, 1291.0, 381.0, 18.0], gOIkEyJ4o8, 5770122]
