[842, 595]
[section-title, [261.0, 157.0, 145.0, 30.0], YzIYQZwnzH, 5717930]
[ordered-list, [156.0, 235.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 253.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 271.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 289.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 307.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 325.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 343.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 361.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 379.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 397.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 415.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 433.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 451.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 469.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 487.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 505.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 523.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 541.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 559.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 577.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 595.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 613.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 631.0, 311.0, 18.0], Sadik4e6ts, 5717930]
[ordered-list, [156.0, 649.0, 311.0, 18.0], Sadik4e6ts, 5717930]
