[596, 420]
[section-title, [44.0, 47.0, 135.0, 30.0], 5-XzQjW8Lf, 6532818]
[paragraph, [29.0, 91.0, 152.0, 18.0], F89R3e1w48, 6532818]
[paragraph, [29.0, 109.0, 152.0, 18.0], F89R3e1w48, 6532818]
[paragraph, [29.0, 127.0, 152.0, 18.0], F89R3e1w48, 6532818]
[paragraph, [29.0, 145.0, 152.0, 18.0], F89R3e1w48, 6532818]
[paragraph, [29.0, 163.0, 152.0, 18.0], F89R3e1w48, 6532818]
[paragraph, [208.0, 404.0, 156.0, 18.0], vpblC1RSJU, 6532818]
[paragraph, [208.0, 422.0, 156.0, 18.0], vpblC1RSJU, 6532818]
[paragraph, [208.0, 440.0, 156.0, 18.0], vpblC1RSJU, 6532818]
[paragraph, [208.0, 458.0, 156.0, 18.0], vpblC1RSJU, 6532818]
[paragraph, [208.0, 476.0, 156.0, 18.0], vpblC1RSJU, 6532818]
[paragraph, [208.0, 494.0, 156.0, 18.0], vpblC1RSJU, 6532818]
