[2200, 1700]
[paragraph, [311.0, 81.0, 1091.0, 36.0], shoonya_0sW8AFQ267LCQ0, 5731093]
[paragraph, [311.0, 117.0, 1091.0, 36.0], shoonya_0sW8AFQ267LCQ0, 5731093]
[paragraph, [311.0, 153.0, 1091.0, 36.0], shoonya_0sW8AFQ267LCQ0, 5731093]
[paragraph, [311.0, 189.0, 1091.0, 36.0], shoonya_0sW8AFQ267LCQ0, 5731093]
[paragraph, [311.0, 225.0, 1091.0, 36.0], shoonya_0sW8AFQ267LCQ0, 5731093]
[paragraph, [311.0, 261.0, 1091.0, 36.0], shoonya_0sW8AFQ267LCQ0, 5731093]
[paragraph, [311.0, 297.0, 1091.0, 36.0], shoonya_0sW8AFQ267LCQ0, 5731093]
[paragraph, [311.0, 333.0, 1091.0, 36.0], shoonya_0sW8AFQ267LCQ0, 5731093]
[paragraph, [311.0, 369.0, 1091.0, 36.0], shoonya_0sW8AFQ267LCQ0, 5731093]
[paragraph, [311.0, 405.0, 1091.0, 36.0], shoonya_0sW8AFQ267LCQ0, 5731093]
[paragraph, [311.0, 441.0, 1091.0, 36.0], shoonya_0sW8AFQ267LCQ0, 5731093]
[paragraph, [311.0, 477.0, 1091.0, 36.0], shoonya_0sW8AFQ267LCQ0, 5731093]
[paragraph, [311.0, 513.0, 1091.0, 36.0], shoonya_0sW8AFQ267LCQ0, 5731093]
[paragraph, [311.0, 549.0, 1091.0, 36.0], shoonya_0sW8AFQ267LCQ0, 5731093]
[paragraph, [311.0, 585.0, 1091.0, 36.0], shoonya_0sW8AFQ267LCQ0, 5731093]
[paragraph, [311.0, 621.0, 1091.0, 36.0], shoonya_0sW8AFQ267LCQ0, 5731093]
[paragraph, [311.0, 657.0, 1091.0, 36.0], shoonya_0sW8AFQ267LCQ0, 5731093]
[paragraph, [318.0, 706.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 742.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 778.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 814.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 850.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 886.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 922.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 958.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 994.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 1030.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 1066.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 1102.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 1138.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 1174.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 1210.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 1246.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 1282.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 1318.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 1354.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 1390.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 1426.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 1462.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [318.0, 1498.0, 1093.0, 36.0], shoonya_3sII0CO4LDY0NM, 5731093]
[paragraph, [325.0, 1553.0, 1088.0, 36.0], shoonya_2sQ817IIDXC5LK, 5731093]
[paragraph, [325.0, 1589.0, 1088.0, 36.0], shoonya_2sQ817IIDXC5LK, 5731093]
[paragraph, [325.0, 1625.0, 1088.0, 36.0], shoonya_2sQ817IIDXC5LK, 5731093]
[paragraph, [325.0, 1661.0, 1088.0, 36.0], shoonya_2sQ817IIDXC5LK, 5731093]
[paragraph, [325.0, 1697.0, 1088.0, 36.0], shoonya_2sQ817IIDXC5LK, 5731093]
[paragraph, [325.0, 1733.0, 1088.0, 36.0], shoonya_2sQ817IIDXC5LK, 5731093]
[paragraph, [325.0, 1769.0, 1088.0, 36.0], shoonya_2sQ817IIDXC5LK, 5731093]
[paragraph, [325.0, 1805.0, 1088.0, 36.0], shoonya_2sQ817IIDXC5LK, 5731093]
[paragraph, [325.0, 1841.0, 1088.0, 36.0], shoonya_2sQ817IIDXC5LK, 5731093]
[paragraph, [325.0, 1877.0, 1088.0, 36.0], shoonya_2sQ817IIDXC5LK, 5731093]
[paragraph, [325.0, 1913.0, 1088.0, 36.0], shoonya_2sQ817IIDXC5LK, 5731093]
[folio, [961.0, 2015.0, 375.0, 36.0], Z-Y2WqrG9s, 5731093]
