[842, 596]
[section-title, [186.0, 65.0, 224.0, 30.0], UtUjYmxS1i, 6463541]
[section-title, [186.0, 95.0, 224.0, 30.0], UtUjYmxS1i, 6463541]
[paragraph, [135.0, 176.0, 274.0, 18.0], 5hypp0DfHJ, 6463541]
[paragraph, [135.0, 194.0, 274.0, 18.0], 5hypp0DfHJ, 6463541]
[paragraph, [135.0, 212.0, 274.0, 18.0], 5hypp0DfHJ, 6463541]
[paragraph, [135.0, 243.0, 274.0, 18.0], 9F1mO9O2sE, 6463541]
[paragraph, [135.0, 261.0, 274.0, 18.0], 9F1mO9O2sE, 6463541]
[paragraph, [135.0, 279.0, 274.0, 18.0], 9F1mO9O2sE, 6463541]
[paragraph, [134.0, 310.0, 274.0, 18.0], p-Y8ZaNFwz, 6463541]
[paragraph, [134.0, 328.0, 274.0, 18.0], p-Y8ZaNFwz, 6463541]
[paragraph, [134.0, 346.0, 274.0, 18.0], p-Y8ZaNFwz, 6463541]
[paragraph, [134.0, 383.0, 281.0, 18.0], 7X_NtqgkZb, 6463541]
[paragraph, [134.0, 401.0, 281.0, 18.0], 7X_NtqgkZb, 6463541]
[paragraph, [134.0, 419.0, 281.0, 18.0], 7X_NtqgkZb, 6463541]
[paragraph, [133.0, 448.0, 259.0, 18.0], ZZ4uNcfDU6, 6463541]
[paragraph, [133.0, 466.0, 259.0, 18.0], ZZ4uNcfDU6, 6463541]
[paragraph, [133.0, 484.0, 259.0, 18.0], ZZ4uNcfDU6, 6463541]
[paragraph, [134.0, 518.0, 280.0, 18.0], 4TGaGxMlKM, 6463541]
[paragraph, [134.0, 536.0, 280.0, 18.0], 4TGaGxMlKM, 6463541]
[paragraph, [134.0, 554.0, 280.0, 18.0], 4TGaGxMlKM, 6463541]
[paragraph, [134.0, 586.0, 302.0, 18.0], SEtT6wp874, 6463541]
[paragraph, [134.0, 604.0, 302.0, 18.0], SEtT6wp874, 6463541]
[paragraph, [134.0, 622.0, 302.0, 18.0], SEtT6wp874, 6463541]
[paragraph, [137.0, 653.0, 281.0, 18.0], u-rPUCVQJB, 6463541]
[paragraph, [137.0, 671.0, 281.0, 18.0], u-rPUCVQJB, 6463541]
[paragraph, [137.0, 689.0, 281.0, 18.0], u-rPUCVQJB, 6463541]
[footnote, [64.0, 735.0, 94.0, 18.0], _O5W-oSPua, 6463541]
[footnote, [64.0, 753.0, 94.0, 18.0], _O5W-oSPua, 6463541]
