[2339, 1653]
[paragraph, [247.0, 246.0, 1158.0, 36.0], shoonya_0sWN7NYBSJRMDY, 5686282]
[paragraph, [247.0, 282.0, 1158.0, 36.0], shoonya_0sWN7NYBSJRMDY, 5686282]
[paragraph, [247.0, 318.0, 1158.0, 36.0], shoonya_0sWN7NYBSJRMDY, 5686282]
[paragraph, [247.0, 354.0, 1158.0, 36.0], shoonya_0sWN7NYBSJRMDY, 5686282]
[paragraph, [247.0, 390.0, 1158.0, 36.0], shoonya_0sWN7NYBSJRMDY, 5686282]
[paragraph, [247.0, 426.0, 1158.0, 36.0], shoonya_0sWN7NYBSJRMDY, 5686282]
[paragraph, [247.0, 462.0, 1158.0, 36.0], shoonya_0sWN7NYBSJRMDY, 5686282]
[paragraph, [247.0, 498.0, 1158.0, 36.0], shoonya_0sWN7NYBSJRMDY, 5686282]
[paragraph, [247.0, 534.0, 1158.0, 36.0], shoonya_0sWN7NYBSJRMDY, 5686282]
[paragraph, [247.0, 570.0, 1158.0, 36.0], shoonya_0sWN7NYBSJRMDY, 5686282]
[paragraph, [247.0, 606.0, 1158.0, 36.0], shoonya_0sWN7NYBSJRMDY, 5686282]
[paragraph, [247.0, 642.0, 1158.0, 36.0], shoonya_0sWN7NYBSJRMDY, 5686282]
[paragraph, [247.0, 678.0, 1158.0, 36.0], shoonya_0sWN7NYBSJRMDY, 5686282]
[paragraph, [247.0, 714.0, 1158.0, 36.0], shoonya_0sWN7NYBSJRMDY, 5686282]
[paragraph, [247.0, 750.0, 1158.0, 36.0], shoonya_0sWN7NYBSJRMDY, 5686282]
[section-title, [255.0, 872.0, 189.0, 52.5], shoonya_2sFDL7NEMIMT7N, 5686282]
[paragraph, [246.0, 940.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 976.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1012.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1048.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1084.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1120.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1156.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1192.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1228.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1264.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1300.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1336.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1372.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1408.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1444.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1480.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1516.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1552.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1588.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1624.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1660.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1696.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1732.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1768.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1804.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1840.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1876.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1912.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1948.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
[paragraph, [246.0, 1984.0, 1161.0, 36.0], shoonya_1sRXA13HVL3O3D, 5686282]
