[2339, 1653]
[paragraph, [250.0, 243.0, 1152.0, 36.0], shoonya_0s2Q5EJ30TZ71U, 5685688]
[paragraph, [250.0, 279.0, 1152.0, 36.0], shoonya_0s2Q5EJ30TZ71U, 5685688]
[paragraph, [250.0, 315.0, 1152.0, 36.0], shoonya_0s2Q5EJ30TZ71U, 5685688]
[paragraph, [250.0, 351.0, 1152.0, 36.0], shoonya_0s2Q5EJ30TZ71U, 5685688]
[paragraph, [250.0, 387.0, 1152.0, 36.0], shoonya_0s2Q5EJ30TZ71U, 5685688]
[paragraph, [250.0, 423.0, 1152.0, 36.0], shoonya_0s2Q5EJ30TZ71U, 5685688]
[paragraph, [250.0, 459.0, 1152.0, 36.0], shoonya_0s2Q5EJ30TZ71U, 5685688]
[paragraph, [250.0, 495.0, 1152.0, 36.0], shoonya_0s2Q5EJ30TZ71U, 5685688]
[paragraph, [250.0, 531.0, 1152.0, 36.0], shoonya_0s2Q5EJ30TZ71U, 5685688]
[paragraph, [250.0, 567.0, 1152.0, 36.0], shoonya_0s2Q5EJ30TZ71U, 5685688]
[paragraph, [250.0, 603.0, 1152.0, 36.0], shoonya_0s2Q5EJ30TZ71U, 5685688]
[paragraph, [250.0, 639.0, 1152.0, 36.0], shoonya_0s2Q5EJ30TZ71U, 5685688]
[paragraph, [250.0, 675.0, 1152.0, 36.0], shoonya_0s2Q5EJ30TZ71U, 5685688]
[paragraph, [250.0, 711.0, 1152.0, 36.0], shoonya_0s2Q5EJ30TZ71U, 5685688]
[paragraph, [249.0, 778.0, 1153.0, 36.0], shoonya_1s0N80AT90XD9F, 5685688]
[paragraph, [249.0, 814.0, 1153.0, 36.0], shoonya_1s0N80AT90XD9F, 5685688]
[paragraph, [249.0, 850.0, 1153.0, 36.0], shoonya_1s0N80AT90XD9F, 5685688]
[paragraph, [249.0, 886.0, 1153.0, 36.0], shoonya_1s0N80AT90XD9F, 5685688]
[paragraph, [249.0, 922.0, 1153.0, 36.0], shoonya_1s0N80AT90XD9F, 5685688]
[paragraph, [249.0, 958.0, 1153.0, 36.0], shoonya_1s0N80AT90XD9F, 5685688]
[paragraph, [249.0, 994.0, 1153.0, 36.0], shoonya_1s0N80AT90XD9F, 5685688]
[paragraph, [249.0, 1030.0, 1153.0, 36.0], shoonya_1s0N80AT90XD9F, 5685688]
[paragraph, [249.0, 1066.0, 1153.0, 36.0], shoonya_1s0N80AT90XD9F, 5685688]
[paragraph, [249.0, 1102.0, 1153.0, 36.0], shoonya_1s0N80AT90XD9F, 5685688]
[paragraph, [249.0, 1138.0, 1153.0, 36.0], shoonya_1s0N80AT90XD9F, 5685688]
[paragraph, [249.0, 1174.0, 1153.0, 36.0], shoonya_1s0N80AT90XD9F, 5685688]
[paragraph, [249.0, 1210.0, 1153.0, 36.0], shoonya_1s0N80AT90XD9F, 5685688]
[paragraph, [249.0, 1246.0, 1153.0, 36.0], shoonya_1s0N80AT90XD9F, 5685688]
[paragraph, [249.0, 1282.0, 1153.0, 36.0], shoonya_1s0N80AT90XD9F, 5685688]
[paragraph, [249.0, 1318.0, 1153.0, 36.0], shoonya_1s0N80AT90XD9F, 5685688]
[paragraph, [251.0, 1376.0, 1151.0, 36.0], shoonya_2sQ0I2DGTT85QO, 5685688]
[paragraph, [251.0, 1412.0, 1151.0, 36.0], shoonya_2sQ0I2DGTT85QO, 5685688]
[paragraph, [251.0, 1448.0, 1151.0, 36.0], shoonya_2sQ0I2DGTT85QO, 5685688]
[paragraph, [251.0, 1484.0, 1151.0, 36.0], shoonya_2sQ0I2DGTT85QO, 5685688]
[paragraph, [251.0, 1520.0, 1151.0, 36.0], shoonya_2sQ0I2DGTT85QO, 5685688]
[paragraph, [251.0, 1556.0, 1151.0, 36.0], shoonya_2sQ0I2DGTT85QO, 5685688]
[paragraph, [251.0, 1592.0, 1151.0, 36.0], shoonya_2sQ0I2DGTT85QO, 5685688]
[paragraph, [251.0, 1628.0, 1151.0, 36.0], shoonya_2sQ0I2DGTT85QO, 5685688]
[paragraph, [251.0, 1664.0, 1151.0, 36.0], shoonya_2sQ0I2DGTT85QO, 5685688]
[paragraph, [251.0, 1700.0, 1151.0, 36.0], shoonya_2sQ0I2DGTT85QO, 5685688]
[paragraph, [251.0, 1736.0, 1151.0, 36.0], shoonya_2sQ0I2DGTT85QO, 5685688]
[paragraph, [251.0, 1772.0, 1151.0, 36.0], shoonya_2sQ0I2DGTT85QO, 5685688]
[paragraph, [249.0, 1846.0, 1157.0, 36.0], shoonya_3sJ71VSP54MFW4, 5685688]
[paragraph, [249.0, 1882.0, 1157.0, 36.0], shoonya_3sJ71VSP54MFW4, 5685688]
[paragraph, [249.0, 1918.0, 1157.0, 36.0], shoonya_3sJ71VSP54MFW4, 5685688]
[paragraph, [249.0, 1954.0, 1157.0, 36.0], shoonya_3sJ71VSP54MFW4, 5685688]
[paragraph, [249.0, 1990.0, 1157.0, 36.0], shoonya_3sJ71VSP54MFW4, 5685688]
[paragraph, [249.0, 2026.0, 1157.0, 36.0], shoonya_3sJ71VSP54MFW4, 5685688]
[paragraph, [249.0, 2062.0, 1157.0, 36.0], shoonya_3sJ71VSP54MFW4, 5685688]
