[1425, 1088]
[section-title, [191.0, 155.0, 350.0, 30.0], shoonya_4sZ282IU040DCI, 5758726]
[paragraph, [99.0, 220.0, 852.0, 18.0], eybgaqBvbw, 5758726]
[paragraph, [99.0, 238.0, 852.0, 18.0], eybgaqBvbw, 5758726]
[paragraph, [99.0, 256.0, 852.0, 18.0], eybgaqBvbw, 5758726]
[paragraph, [99.0, 274.0, 852.0, 18.0], eybgaqBvbw, 5758726]
[paragraph, [99.0, 292.0, 852.0, 18.0], eybgaqBvbw, 5758726]
[paragraph, [99.0, 310.0, 852.0, 18.0], eybgaqBvbw, 5758726]
[paragraph, [99.0, 328.0, 852.0, 18.0], eybgaqBvbw, 5758726]
[paragraph, [99.0, 346.0, 852.0, 18.0], eybgaqBvbw, 5758726]
[paragraph, [92.0, 383.0, 864.0, 18.0], k0FeWl5Q30, 5758726]
[paragraph, [92.0, 401.0, 864.0, 18.0], k0FeWl5Q30, 5758726]
[paragraph, [92.0, 419.0, 864.0, 18.0], k0FeWl5Q30, 5758726]
[ordered-list, [91.0, 457.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 475.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 493.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 511.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 529.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 547.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 565.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 583.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 601.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 619.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 637.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 655.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 673.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 691.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 709.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 727.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 745.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 763.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 781.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 799.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 817.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 835.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 853.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 871.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 889.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 907.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 925.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 943.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 961.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 979.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 997.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 1015.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 1033.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
[ordered-list, [91.0, 1051.0, 865.0, 18.0], shoonya_0sHLNRHZAG5NDC, 5758726]
