[1806, 1262]
[folio, [162.0, 99.0, 513.0, 36.0], shoonya_5s9I9Z5V19X91Y, 5680671]
[paragraph, [92.0, 176.0, 513.0, 36.0], shoonya_1s6O7A3TO9VV67, 5680671]
[paragraph, [92.0, 212.0, 513.0, 36.0], shoonya_1s6O7A3TO9VV67, 5680671]
[paragraph, [92.0, 248.0, 513.0, 36.0], shoonya_1s6O7A3TO9VV67, 5680671]
[paragraph, [92.0, 284.0, 513.0, 36.0], shoonya_1s6O7A3TO9VV67, 5680671]
[paragraph, [92.0, 320.0, 513.0, 36.0], shoonya_1s6O7A3TO9VV67, 5680671]
[paragraph, [92.0, 356.0, 513.0, 36.0], shoonya_1s6O7A3TO9VV67, 5680671]
[paragraph, [92.0, 392.0, 513.0, 36.0], shoonya_1s6O7A3TO9VV67, 5680671]
[paragraph, [92.0, 428.0, 513.0, 36.0], shoonya_1s6O7A3TO9VV67, 5680671]
[paragraph, [92.0, 464.0, 513.0, 36.0], shoonya_1s6O7A3TO9VV67, 5680671]
[paragraph, [92.0, 500.0, 513.0, 36.0], shoonya_1s6O7A3TO9VV67, 5680671]
[paragraph, [92.0, 536.0, 513.0, 36.0], shoonya_1s6O7A3TO9VV67, 5680671]
[paragraph, [92.0, 572.0, 513.0, 36.0], shoonya_1s6O7A3TO9VV67, 5680671]
[paragraph, [92.0, 608.0, 513.0, 36.0], shoonya_1s6O7A3TO9VV67, 5680671]
[paragraph, [92.0, 644.0, 513.0, 36.0], shoonya_1s6O7A3TO9VV67, 5680671]
[paragraph, [92.0, 680.0, 513.0, 36.0], shoonya_1s6O7A3TO9VV67, 5680671]
[paragraph, [92.0, 716.0, 513.0, 36.0], shoonya_1s6O7A3TO9VV67, 5680671]
[paragraph, [92.0, 752.0, 513.0, 36.0], shoonya_1s6O7A3TO9VV67, 5680671]
[paragraph, [636.0, 176.0, 524.0, 36.0], shoonya_3sCJWUIQMD9RAX, 5680671]
[paragraph, [636.0, 212.0, 524.0, 36.0], shoonya_3sCJWUIQMD9RAX, 5680671]
[paragraph, [636.0, 248.0, 524.0, 36.0], shoonya_3sCJWUIQMD9RAX, 5680671]
[paragraph, [636.0, 284.0, 524.0, 36.0], shoonya_3sCJWUIQMD9RAX, 5680671]
[paragraph, [636.0, 320.0, 524.0, 36.0], shoonya_3sCJWUIQMD9RAX, 5680671]
[paragraph, [636.0, 356.0, 524.0, 36.0], shoonya_3sCJWUIQMD9RAX, 5680671]
[paragraph, [636.0, 392.0, 524.0, 36.0], shoonya_3sCJWUIQMD9RAX, 5680671]
[paragraph, [636.0, 428.0, 524.0, 36.0], shoonya_3sCJWUIQMD9RAX, 5680671]
[paragraph, [636.0, 464.0, 524.0, 36.0], shoonya_3sCJWUIQMD9RAX, 5680671]
[paragraph, [636.0, 500.0, 524.0, 36.0], shoonya_3sCJWUIQMD9RAX, 5680671]
[paragraph, [636.0, 536.0, 524.0, 36.0], shoonya_3sCJWUIQMD9RAX, 5680671]
[paragraph, [636.0, 572.0, 524.0, 36.0], shoonya_3sCJWUIQMD9RAX, 5680671]
[paragraph, [636.0, 608.0, 524.0, 36.0], shoonya_3sCJWUIQMD9RAX, 5680671]
[section-title, [763.0, 689.0, 279.0, 49.5], dd3xihfuDZ, 5680671]
[paragraph, [650.0, 768.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 804.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 840.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 876.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 912.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 948.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 984.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1020.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1056.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1092.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1128.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1164.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1200.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1236.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1272.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1308.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1344.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1380.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1416.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1452.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1488.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1524.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1560.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1596.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1632.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
[paragraph, [650.0, 1668.0, 511.0, 36.0], shoonya_0sYJGIEHGXBWYD, 5680671]
