[1806, 1262]
[folio, [702.0, 99.0, 381.0, 36.0], shoonya_0sIJOB3TXKWS54, 5681177]
[paragraph, [100.0, 172.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 208.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 244.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 280.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 316.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 352.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 388.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 424.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 460.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 496.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 532.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 568.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 604.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 640.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 676.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 712.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 748.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 784.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 820.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 856.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 892.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 928.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 964.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1000.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1036.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1072.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1108.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1144.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1180.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1216.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1252.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1288.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1324.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1360.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1396.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1432.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1468.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1504.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1540.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1576.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1612.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [100.0, 1648.0, 517.0, 36.0], shoonya_3sLIF2ATDX9V50, 5681177]
[paragraph, [647.0, 176.0, 518.0, 36.0], gMBXabw6qF, 5681177]
[paragraph, [647.0, 212.0, 518.0, 36.0], gMBXabw6qF, 5681177]
[paragraph, [647.0, 248.0, 518.0, 36.0], gMBXabw6qF, 5681177]
[paragraph, [647.0, 284.0, 518.0, 36.0], gMBXabw6qF, 5681177]
[paragraph, [647.0, 320.0, 518.0, 36.0], gMBXabw6qF, 5681177]
[paragraph, [647.0, 365.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 401.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 437.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 473.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 509.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 545.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 581.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 617.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 653.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 689.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 725.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 761.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 797.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 833.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 869.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 905.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 941.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 977.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 1013.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 1049.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 1085.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 1121.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 1157.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 1193.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 1229.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 1265.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 1301.0, 518.0, 36.0], riiSmYHlcF, 5681177]
[paragraph, [647.0, 1374.0, 516.0, 36.0], 4ZRcT0sn1W, 5681177]
[paragraph, [647.0, 1410.0, 516.0, 36.0], 4ZRcT0sn1W, 5681177]
[paragraph, [647.0, 1446.0, 516.0, 36.0], 4ZRcT0sn1W, 5681177]
[paragraph, [647.0, 1482.0, 516.0, 36.0], 4ZRcT0sn1W, 5681177]
[paragraph, [647.0, 1518.0, 516.0, 36.0], 4ZRcT0sn1W, 5681177]
[paragraph, [647.0, 1554.0, 516.0, 36.0], 4ZRcT0sn1W, 5681177]
[paragraph, [647.0, 1590.0, 516.0, 36.0], 4ZRcT0sn1W, 5681177]
[paragraph, [647.0, 1626.0, 516.0, 36.0], 4ZRcT0sn1W, 5681177]
[paragraph, [647.0, 1662.0, 516.0, 36.0], 4ZRcT0sn1W, 5681177]
