[1755, 1241]
[folio, [668.0, 92.0, 352.0, 36.0], BdAAfb4KOD, 5760309]
[paragraph, [227.0, 154.0, 800.0, 36.0], shoonya_2sZKQ0DNRMC8S8, 5760309]
[paragraph, [227.0, 190.0, 800.0, 36.0], shoonya_2sZKQ0DNRMC8S8, 5760309]
[paragraph, [227.0, 226.0, 800.0, 36.0], shoonya_2sZKQ0DNRMC8S8, 5760309]
[paragraph, [227.0, 262.0, 800.0, 36.0], shoonya_2sZKQ0DNRMC8S8, 5760309]
[paragraph, [227.0, 298.0, 800.0, 36.0], shoonya_2sZKQ0DNRMC8S8, 5760309]
[paragraph, [227.0, 334.0, 800.0, 36.0], shoonya_2sZKQ0DNRMC8S8, 5760309]
[paragraph, [227.0, 370.0, 800.0, 36.0], shoonya_2sZKQ0DNRMC8S8, 5760309]
[paragraph, [227.0, 406.0, 800.0, 36.0], shoonya_2sZKQ0DNRMC8S8, 5760309]
[paragraph, [227.0, 442.0, 800.0, 36.0], shoonya_2sZKQ0DNRMC8S8, 5760309]
[paragraph, [289.0, 544.0, 646.0, 36.0], 3VdvZDKJu5, 5760309]
[paragraph, [289.0, 580.0, 646.0, 36.0], 3VdvZDKJu5, 5760309]
[paragraph, [289.0, 616.0, 646.0, 36.0], 3VdvZDKJu5, 5760309]
[paragraph, [289.0, 652.0, 646.0, 36.0], 3VdvZDKJu5, 5760309]
[paragraph, [289.0, 688.0, 646.0, 36.0], 3VdvZDKJu5, 5760309]
[paragraph, [289.0, 724.0, 646.0, 36.0], 3VdvZDKJu5, 5760309]
[paragraph, [289.0, 760.0, 646.0, 36.0], 3VdvZDKJu5, 5760309]
[paragraph, [289.0, 796.0, 646.0, 36.0], 3VdvZDKJu5, 5760309]
[paragraph, [289.0, 832.0, 646.0, 36.0], 3VdvZDKJu5, 5760309]
[paragraph, [289.0, 868.0, 646.0, 36.0], 3VdvZDKJu5, 5760309]
[paragraph, [289.0, 904.0, 646.0, 36.0], 3VdvZDKJu5, 5760309]
[paragraph, [289.0, 940.0, 646.0, 36.0], 3VdvZDKJu5, 5760309]
[paragraph, [289.0, 976.0, 646.0, 36.0], 3VdvZDKJu5, 5760309]
[paragraph, [289.0, 1012.0, 646.0, 36.0], 3VdvZDKJu5, 5760309]
[sidebar, [939.0, 680.0, 54.0, 36.0], qn_U9fe3ZO, 5760309]
[paragraph, [227.0, 1049.0, 802.0, 36.0], shoonya_1sX25AC68Y53JL, 5760309]
[paragraph, [227.0, 1085.0, 802.0, 36.0], shoonya_1sX25AC68Y53JL, 5760309]
[paragraph, [227.0, 1121.0, 802.0, 36.0], shoonya_1sX25AC68Y53JL, 5760309]
[paragraph, [227.0, 1157.0, 802.0, 36.0], shoonya_1sX25AC68Y53JL, 5760309]
[paragraph, [227.0, 1193.0, 802.0, 36.0], shoonya_1sX25AC68Y53JL, 5760309]
[paragraph, [227.0, 1229.0, 802.0, 36.0], shoonya_1sX25AC68Y53JL, 5760309]
[paragraph, [227.0, 1265.0, 802.0, 36.0], shoonya_1sX25AC68Y53JL, 5760309]
[paragraph, [227.0, 1301.0, 802.0, 36.0], shoonya_1sX25AC68Y53JL, 5760309]
[paragraph, [226.0, 1363.0, 805.0, 36.0], shoonya_5sPZN6IIJR6WE1, 5760309]
[paragraph, [226.0, 1399.0, 805.0, 36.0], shoonya_5sPZN6IIJR6WE1, 5760309]
[paragraph, [226.0, 1435.0, 805.0, 36.0], shoonya_5sPZN6IIJR6WE1, 5760309]
[paragraph, [226.0, 1471.0, 805.0, 36.0], shoonya_5sPZN6IIJR6WE1, 5760309]
[paragraph, [226.0, 1507.0, 805.0, 36.0], shoonya_5sPZN6IIJR6WE1, 5760309]
[paragraph, [226.0, 1543.0, 805.0, 36.0], shoonya_5sPZN6IIJR6WE1, 5760309]
[paragraph, [226.0, 1579.0, 805.0, 36.0], shoonya_5sPZN6IIJR6WE1, 5760309]
