[1806, 1262]
[folio, [161.0, 102.0, 504.0, 36.0], cYmahM3Ubs, 5681573]
[paragraph, [96.0, 182.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 218.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 254.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 290.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 326.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 362.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 398.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 434.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 470.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 506.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 542.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 578.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 614.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 650.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 686.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 722.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 758.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 794.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 830.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 866.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 902.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 938.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [96.0, 974.0, 507.0, 36.0], shoonya_0sOHJLHE0USAIN, 5681573]
[paragraph, [694.0, 182.0, 405.0, 36.0], Uo8fn3u8xh, 5681573]
[paragraph, [694.0, 218.0, 405.0, 36.0], Uo8fn3u8xh, 5681573]
[paragraph, [694.0, 254.0, 405.0, 36.0], Uo8fn3u8xh, 5681573]
[paragraph, [694.0, 290.0, 405.0, 36.0], Uo8fn3u8xh, 5681573]
[paragraph, [652.0, 364.0, 510.0, 36.0], CTV42wZWl8, 5681573]
[paragraph, [652.0, 400.0, 510.0, 36.0], CTV42wZWl8, 5681573]
[paragraph, [655.0, 472.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 508.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 544.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 580.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 616.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 652.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 688.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 724.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 760.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 796.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 832.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 868.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 904.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 940.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 976.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 1012.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 1048.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 1084.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 1120.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 1156.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 1192.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 1228.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 1264.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 1300.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 1336.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 1372.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 1408.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [655.0, 1444.0, 507.0, 36.0], K48ki2OOUz, 5681573]
[paragraph, [98.0, 1057.0, 515.0, 36.0], 0MHGaVCp60, 5681573]
[paragraph, [98.0, 1093.0, 515.0, 36.0], 0MHGaVCp60, 5681573]
[paragraph, [93.0, 1173.0, 527.0, 36.0], jRB2vo8IBd, 5681573]
[paragraph, [93.0, 1209.0, 527.0, 36.0], jRB2vo8IBd, 5681573]
[paragraph, [93.0, 1245.0, 527.0, 36.0], jRB2vo8IBd, 5681573]
[paragraph, [93.0, 1281.0, 527.0, 36.0], jRB2vo8IBd, 5681573]
[paragraph, [93.0, 1317.0, 527.0, 36.0], jRB2vo8IBd, 5681573]
[paragraph, [93.0, 1353.0, 527.0, 36.0], jRB2vo8IBd, 5681573]
[paragraph, [93.0, 1389.0, 527.0, 36.0], jRB2vo8IBd, 5681573]
[paragraph, [99.0, 1454.0, 523.0, 36.0], cneL-n2L7z, 5681573]
[paragraph, [99.0, 1490.0, 523.0, 36.0], cneL-n2L7z, 5681573]
[paragraph, [99.0, 1526.0, 523.0, 36.0], cneL-n2L7z, 5681573]
[paragraph, [99.0, 1562.0, 523.0, 36.0], cneL-n2L7z, 5681573]
[paragraph, [99.0, 1598.0, 523.0, 36.0], cneL-n2L7z, 5681573]
[paragraph, [99.0, 1634.0, 523.0, 36.0], cneL-n2L7z, 5681573]
[paragraph, [99.0, 1670.0, 523.0, 36.0], cneL-n2L7z, 5681573]
[paragraph, [658.0, 1522.0, 501.0, 36.0], shoonya_2sG8D2IMYJ3RE4, 5681573]
[paragraph, [658.0, 1558.0, 501.0, 36.0], shoonya_2sG8D2IMYJ3RE4, 5681573]
