[1753, 1240]
[contact-info, [480.0, 77.0, 299.0, 36.0], B2Q4f2s7qf, 6474825]
[contact-info, [480.0, 113.0, 299.0, 36.0], B2Q4f2s7qf, 6474825]
[contact-info, [480.0, 149.0, 299.0, 36.0], B2Q4f2s7qf, 6474825]
[contact-info, [480.0, 185.0, 299.0, 36.0], B2Q4f2s7qf, 6474825]
[contact-info, [480.0, 221.0, 299.0, 36.0], B2Q4f2s7qf, 6474825]
[contact-info, [480.0, 257.0, 299.0, 36.0], B2Q4f2s7qf, 6474825]
[contact-info, [480.0, 293.0, 299.0, 36.0], B2Q4f2s7qf, 6474825]
[contact-info, [937.0, 257.0, 210.0, 36.0], C2rVp-DtjP, 6474825]
[folio, [110.0, 296.0, 120.0, 36.0], qWKc3OdJ-u, 6474825]
[ordered-list, [212.0, 404.0, 941.0, 36.0], shoonya_0sCC5VM3DC47CS, 6474825]
[ordered-list, [212.0, 440.0, 941.0, 36.0], shoonya_0sCC5VM3DC47CS, 6474825]
[ordered-list, [212.0, 476.0, 941.0, 36.0], shoonya_0sCC5VM3DC47CS, 6474825]
[ordered-list, [212.0, 512.0, 941.0, 36.0], shoonya_0sCC5VM3DC47CS, 6474825]
[ordered-list, [212.0, 548.0, 941.0, 36.0], shoonya_0sCC5VM3DC47CS, 6474825]
[ordered-list, [212.0, 584.0, 941.0, 36.0], shoonya_0sCC5VM3DC47CS, 6474825]
[ordered-list, [212.0, 620.0, 941.0, 36.0], shoonya_0sCC5VM3DC47CS, 6474825]
[ordered-list, [212.0, 656.0, 941.0, 36.0], shoonya_0sCC5VM3DC47CS, 6474825]
[ordered-list, [212.0, 692.0, 941.0, 36.0], shoonya_0sCC5VM3DC47CS, 6474825]
[ordered-list, [212.0, 728.0, 941.0, 36.0], shoonya_0sCC5VM3DC47CS, 6474825]
[ordered-list, [212.0, 764.0, 941.0, 36.0], shoonya_0sCC5VM3DC47CS, 6474825]
[ordered-list, [212.0, 800.0, 941.0, 36.0], shoonya_0sCC5VM3DC47CS, 6474825]
[ordered-list, [212.0, 836.0, 941.0, 36.0], shoonya_0sCC5VM3DC47CS, 6474825]
[ordered-list, [216.0, 914.0, 942.0, 36.0], 5pwM0NRD1X, 6474825]
[ordered-list, [216.0, 950.0, 942.0, 36.0], 5pwM0NRD1X, 6474825]
[ordered-list, [216.0, 986.0, 942.0, 36.0], 5pwM0NRD1X, 6474825]
[ordered-list, [216.0, 1022.0, 942.0, 36.0], 5pwM0NRD1X, 6474825]
[ordered-list, [216.0, 1058.0, 942.0, 36.0], 5pwM0NRD1X, 6474825]
[ordered-list, [216.0, 1094.0, 942.0, 36.0], 5pwM0NRD1X, 6474825]
[ordered-list, [216.0, 1130.0, 942.0, 36.0], 5pwM0NRD1X, 6474825]
[ordered-list, [216.0, 1166.0, 942.0, 36.0], 5pwM0NRD1X, 6474825]
[ordered-list, [216.0, 1202.0, 942.0, 36.0], 5pwM0NRD1X, 6474825]
[ordered-list, [216.0, 1238.0, 942.0, 36.0], 5pwM0NRD1X, 6474825]
[ordered-list, [216.0, 1274.0, 942.0, 36.0], 5pwM0NRD1X, 6474825]
[ordered-list, [216.0, 1310.0, 942.0, 36.0], 5pwM0NRD1X, 6474825]
[ordered-list, [216.0, 1346.0, 942.0, 36.0], 5pwM0NRD1X, 6474825]
[ordered-list, [216.0, 1382.0, 942.0, 36.0], 5pwM0NRD1X, 6474825]
[ordered-list, [216.0, 1418.0, 942.0, 36.0], 5pwM0NRD1X, 6474825]
[ordered-list, [216.0, 1454.0, 942.0, 36.0], 5pwM0NRD1X, 6474825]
[ordered-list, [216.0, 1490.0, 942.0, 36.0], 5pwM0NRD1X, 6474825]
[sub-ordered-list, [295.0, 1130.0, 856.0, 36.0], shoonya_2sLV37D98Z19M7, 6474825]
[sub-ordered-list, [295.0, 1166.0, 856.0, 36.0], shoonya_2sLV37D98Z19M7, 6474825]
[sub-ordered-list, [295.0, 1202.0, 856.0, 36.0], shoonya_2sLV37D98Z19M7, 6474825]
[sub-ordered-list, [295.0, 1238.0, 856.0, 36.0], shoonya_2sLV37D98Z19M7, 6474825]
[sub-ordered-list, [295.0, 1274.0, 856.0, 36.0], shoonya_2sLV37D98Z19M7, 6474825]
[sub-ordered-list, [286.0, 1384.0, 866.0, 36.0], aYaU8emZHe, 6474825]
[sub-ordered-list, [286.0, 1420.0, 866.0, 36.0], aYaU8emZHe, 6474825]
[sub-ordered-list, [286.0, 1456.0, 866.0, 36.0], aYaU8emZHe, 6474825]
[sub-ordered-list, [286.0, 1492.0, 866.0, 36.0], aYaU8emZHe, 6474825]
[contact-info, [147.0, 1588.0, 964.0, 36.0], rNtkyNUIal, 6474825]
[contact-info, [147.0, 1624.0, 964.0, 36.0], rNtkyNUIal, 6474825]
[contact-info, [147.0, 1660.0, 964.0, 36.0], rNtkyNUIal, 6474825]
[website-link, [666.0, 1670.0, 243.0, 18.0], shoonya_1sE1QQFOMUZ31F, 6474825]
