[1806, 1262]
[folio, [149.0, 97.0, 506.0, 36.0], shoonya_2s14T69ESHMVHC, 5680899]
[paragraph, [651.0, 178.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 214.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 250.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 286.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 322.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 358.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 394.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 430.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 466.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 502.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 538.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 574.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 610.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 646.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 682.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 718.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 754.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 790.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 826.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 862.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 898.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 934.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 970.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1006.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1042.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1078.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1114.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1150.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1186.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1222.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1258.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1294.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1330.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1366.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1402.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1438.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1474.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1510.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1546.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1582.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1618.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [651.0, 1654.0, 514.0, 36.0], shoonya_1sM3VXS2QB3XU1, 5680899]
[paragraph, [100.0, 222.0, 498.0, 36.0], vtVwwRpWSh, 5680899]
[paragraph, [100.0, 258.0, 498.0, 36.0], vtVwwRpWSh, 5680899]
[paragraph, [96.0, 370.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 406.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 442.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 478.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 514.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 550.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 586.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 622.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 658.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 694.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 730.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 766.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 802.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 838.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 874.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 910.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 946.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 982.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1018.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1054.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1090.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1126.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1162.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1198.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1234.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1270.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1306.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1342.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1378.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1414.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1450.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1486.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1522.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1558.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1594.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1630.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
[paragraph, [96.0, 1666.0, 506.0, 36.0], VRZ4N56XiI, 5680899]
