[2067, 1567]
[folio, [1077.0, 195.0, 295.0, 36.0], 9cIFUD9H5R, 5735460]
[folio, [191.0, 199.0, 142.0, 36.0], D7Ir-bkIhG, 5735460]
[paragraph, [191.0, 249.0, 580.0, 36.0], shoonya_0sA4ZUKPMBFFD2, 5735460]
[paragraph, [191.0, 285.0, 580.0, 36.0], shoonya_0sA4ZUKPMBFFD2, 5735460]
[paragraph, [191.0, 321.0, 580.0, 36.0], shoonya_0sA4ZUKPMBFFD2, 5735460]
[paragraph, [191.0, 357.0, 580.0, 36.0], shoonya_0sA4ZUKPMBFFD2, 5735460]
[paragraph, [191.0, 393.0, 580.0, 36.0], shoonya_0sA4ZUKPMBFFD2, 5735460]
[paragraph, [191.0, 429.0, 580.0, 36.0], shoonya_0sA4ZUKPMBFFD2, 5735460]
[paragraph, [191.0, 465.0, 580.0, 36.0], shoonya_0sA4ZUKPMBFFD2, 5735460]
[paragraph, [792.0, 249.0, 580.0, 36.0], shoonya_3sP9DD0D9681BB, 5735460]
[paragraph, [792.0, 285.0, 580.0, 36.0], shoonya_3sP9DD0D9681BB, 5735460]
[paragraph, [792.0, 321.0, 580.0, 36.0], shoonya_3sP9DD0D9681BB, 5735460]
[paragraph, [792.0, 357.0, 580.0, 36.0], shoonya_3sP9DD0D9681BB, 5735460]
[paragraph, [792.0, 393.0, 580.0, 36.0], shoonya_3sP9DD0D9681BB, 5735460]
[paragraph, [792.0, 429.0, 580.0, 36.0], shoonya_3sP9DD0D9681BB, 5735460]
[paragraph, [792.0, 465.0, 580.0, 36.0], shoonya_3sP9DD0D9681BB, 5735460]
[paragraph, [792.0, 501.0, 580.0, 36.0], shoonya_3sP9DD0D9681BB, 5735460]
[paragraph, [792.0, 537.0, 580.0, 36.0], shoonya_3sP9DD0D9681BB, 5735460]
[paragraph, [190.0, 513.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [190.0, 549.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [190.0, 585.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [190.0, 621.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [190.0, 657.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [190.0, 693.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [190.0, 729.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [190.0, 765.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [190.0, 801.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [190.0, 837.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [190.0, 873.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [190.0, 909.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [190.0, 945.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [190.0, 981.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [190.0, 1017.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [190.0, 1053.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [190.0, 1089.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [190.0, 1125.0, 579.0, 36.0], shoonya_2s7WJ3F8K9JRCP, 5735460]
[paragraph, [791.0, 604.0, 580.0, 36.0], shoonya_5sHDEHAE6WBKND, 5735460]
[paragraph, [791.0, 640.0, 580.0, 36.0], shoonya_5sHDEHAE6WBKND, 5735460]
[paragraph, [791.0, 676.0, 580.0, 36.0], shoonya_5sHDEHAE6WBKND, 5735460]
[paragraph, [791.0, 712.0, 580.0, 36.0], shoonya_5sHDEHAE6WBKND, 5735460]
[paragraph, [791.0, 748.0, 580.0, 36.0], shoonya_5sHDEHAE6WBKND, 5735460]
[paragraph, [791.0, 784.0, 580.0, 36.0], shoonya_5sHDEHAE6WBKND, 5735460]
[paragraph, [791.0, 820.0, 580.0, 36.0], shoonya_5sHDEHAE6WBKND, 5735460]
[paragraph, [791.0, 856.0, 580.0, 36.0], shoonya_5sHDEHAE6WBKND, 5735460]
[paragraph, [791.0, 892.0, 580.0, 36.0], shoonya_5sHDEHAE6WBKND, 5735460]
[paragraph, [791.0, 928.0, 580.0, 36.0], shoonya_5sHDEHAE6WBKND, 5735460]
[paragraph, [791.0, 964.0, 580.0, 36.0], shoonya_5sHDEHAE6WBKND, 5735460]
[paragraph, [789.0, 1010.0, 582.0, 36.0], shoonya_6sZOS0GWX9B4Y9, 5735460]
[paragraph, [789.0, 1046.0, 582.0, 36.0], shoonya_6sZOS0GWX9B4Y9, 5735460]
[paragraph, [789.0, 1082.0, 582.0, 36.0], shoonya_6sZOS0GWX9B4Y9, 5735460]
[paragraph, [789.0, 1118.0, 582.0, 36.0], shoonya_6sZOS0GWX9B4Y9, 5735460]
[paragraph, [789.0, 1154.0, 582.0, 36.0], shoonya_6sZOS0GWX9B4Y9, 5735460]
[paragraph, [789.0, 1190.0, 582.0, 36.0], shoonya_6sZOS0GWX9B4Y9, 5735460]
[paragraph, [789.0, 1226.0, 582.0, 36.0], shoonya_6sZOS0GWX9B4Y9, 5735460]
[paragraph, [789.0, 1262.0, 582.0, 36.0], shoonya_6sZOS0GWX9B4Y9, 5735460]
[paragraph, [789.0, 1298.0, 582.0, 36.0], shoonya_6sZOS0GWX9B4Y9, 5735460]
[paragraph, [789.0, 1334.0, 582.0, 36.0], shoonya_6sZOS0GWX9B4Y9, 5735460]
[paragraph, [789.0, 1370.0, 582.0, 36.0], shoonya_6sZOS0GWX9B4Y9, 5735460]
[paragraph, [789.0, 1406.0, 582.0, 36.0], shoonya_6sZOS0GWX9B4Y9, 5735460]
[paragraph, [789.0, 1442.0, 582.0, 36.0], shoonya_6sZOS0GWX9B4Y9, 5735460]
[paragraph, [183.0, 1187.0, 598.0, 36.0], 7V2pTku4ZM, 5735460]
[paragraph, [183.0, 1223.0, 598.0, 36.0], 7V2pTku4ZM, 5735460]
[paragraph, [183.0, 1259.0, 598.0, 36.0], 7V2pTku4ZM, 5735460]
[paragraph, [183.0, 1295.0, 598.0, 36.0], 7V2pTku4ZM, 5735460]
[paragraph, [183.0, 1331.0, 598.0, 36.0], 7V2pTku4ZM, 5735460]
[paragraph, [183.0, 1367.0, 598.0, 36.0], 7V2pTku4ZM, 5735460]
[paragraph, [183.0, 1403.0, 598.0, 36.0], 7V2pTku4ZM, 5735460]
[paragraph, [183.0, 1439.0, 598.0, 36.0], 7V2pTku4ZM, 5735460]
[paragraph, [183.0, 1475.0, 598.0, 36.0], 7V2pTku4ZM, 5735460]
[paragraph, [183.0, 1511.0, 598.0, 36.0], 7V2pTku4ZM, 5735460]
[paragraph, [183.0, 1547.0, 598.0, 36.0], 7V2pTku4ZM, 5735460]
[paragraph, [183.0, 1583.0, 598.0, 36.0], 7V2pTku4ZM, 5735460]
[paragraph, [183.0, 1619.0, 598.0, 36.0], 7V2pTku4ZM, 5735460]
[paragraph, [183.0, 1655.0, 598.0, 36.0], 7V2pTku4ZM, 5735460]
[paragraph, [183.0, 1691.0, 598.0, 36.0], 7V2pTku4ZM, 5735460]
[sidebar, [1413.0, 1245.0, 130.0, 36.0], shoonya_7sSGD6BGK8LSN1, 5735460]
[paragraph, [791.0, 1495.0, 580.0, 36.0], shoonya_4sV3I4U717PD0K, 5735460]
[paragraph, [791.0, 1531.0, 580.0, 36.0], shoonya_4sV3I4U717PD0K, 5735460]
[paragraph, [791.0, 1567.0, 580.0, 36.0], shoonya_4sV3I4U717PD0K, 5735460]
[paragraph, [791.0, 1603.0, 580.0, 36.0], shoonya_4sV3I4U717PD0K, 5735460]
[paragraph, [791.0, 1639.0, 580.0, 36.0], shoonya_4sV3I4U717PD0K, 5735460]
[paragraph, [791.0, 1675.0, 580.0, 36.0], shoonya_4sV3I4U717PD0K, 5735460]
