[3300, 2550]
[paragraph, [287.0, 275.0, 1997.0, 52.5], shoonya_1sC1RBAO6MQA2Y, 5720234]
[paragraph, [287.0, 327.5, 1997.0, 52.5], shoonya_1sC1RBAO6MQA2Y, 5720234]
[paragraph, [287.0, 380.0, 1997.0, 52.5], shoonya_1sC1RBAO6MQA2Y, 5720234]
[paragraph, [287.0, 432.5, 1997.0, 52.5], shoonya_1sC1RBAO6MQA2Y, 5720234]
[paragraph, [287.0, 485.0, 1997.0, 52.5], shoonya_1sC1RBAO6MQA2Y, 5720234]
[paragraph, [287.0, 537.5, 1997.0, 52.5], shoonya_1sC1RBAO6MQA2Y, 5720234]
[paragraph, [287.0, 590.0, 1997.0, 52.5], shoonya_1sC1RBAO6MQA2Y, 5720234]
[paragraph, [287.0, 642.5, 1997.0, 52.5], shoonya_1sC1RBAO6MQA2Y, 5720234]
[paragraph, [287.0, 695.0, 1997.0, 52.5], shoonya_1sC1RBAO6MQA2Y, 5720234]
[paragraph, [287.0, 747.5, 1997.0, 52.5], shoonya_1sC1RBAO6MQA2Y, 5720234]
[paragraph, [287.0, 800.0, 1997.0, 52.5], shoonya_1sC1RBAO6MQA2Y, 5720234]
[paragraph, [287.0, 852.5, 1997.0, 52.5], shoonya_1sC1RBAO6MQA2Y, 5720234]
[paragraph, [287.0, 905.0, 1997.0, 52.5], shoonya_1sC1RBAO6MQA2Y, 5720234]
[paragraph, [287.0, 957.5, 1997.0, 52.5], shoonya_1sC1RBAO6MQA2Y, 5720234]
[paragraph, [283.0, 1080.0, 1998.0, 52.5], u4Yf3-o2hC, 5720234]
[paragraph, [283.0, 1132.5, 1998.0, 52.5], u4Yf3-o2hC, 5720234]
[paragraph, [283.0, 1185.0, 1998.0, 52.5], u4Yf3-o2hC, 5720234]
[paragraph, [283.0, 1237.5, 1998.0, 52.5], u4Yf3-o2hC, 5720234]
[paragraph, [283.0, 1290.0, 1998.0, 52.5], u4Yf3-o2hC, 5720234]
[paragraph, [283.0, 1342.5, 1998.0, 52.5], u4Yf3-o2hC, 5720234]
[paragraph, [283.0, 1395.0, 1998.0, 52.5], u4Yf3-o2hC, 5720234]
[paragraph, [283.0, 1447.5, 1998.0, 52.5], u4Yf3-o2hC, 5720234]
[paragraph, [283.0, 1500.0, 1998.0, 52.5], u4Yf3-o2hC, 5720234]
[paragraph, [283.0, 1552.5, 1998.0, 52.5], u4Yf3-o2hC, 5720234]
[paragraph, [283.0, 1605.0, 1998.0, 52.5], u4Yf3-o2hC, 5720234]
[paragraph, [283.0, 1657.5, 1998.0, 52.5], u4Yf3-o2hC, 5720234]
[paragraph, [283.0, 1710.0, 1998.0, 52.5], u4Yf3-o2hC, 5720234]
[paragraph, [283.0, 1762.5, 1998.0, 52.5], u4Yf3-o2hC, 5720234]
[paragraph, [280.0, 1877.0, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 1929.5, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 1982.0, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 2034.5, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 2087.0, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 2139.5, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 2192.0, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 2244.5, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 2297.0, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 2349.5, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 2402.0, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 2454.5, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 2507.0, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 2559.5, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 2612.0, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 2664.5, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 2717.0, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 2769.5, 1995.0, 52.5], 2Tafg1K88a, 5720234]
[paragraph, [280.0, 2822.0, 1995.0, 52.5], 2Tafg1K88a, 5720234]
