[2200, 1700]
[paragraph, [346.0, 63.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 99.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 135.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 171.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 207.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 243.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 279.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 315.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 351.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 387.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 423.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 459.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 495.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 531.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 567.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 603.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 639.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 675.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 711.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 747.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 783.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 819.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 855.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 891.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 927.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 963.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 999.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 1035.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 1071.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 1107.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 1143.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 1179.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 1215.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 1251.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 1287.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 1323.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 1359.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 1395.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 1431.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [346.0, 1467.0, 1120.0, 36.0], shoonya_1s2R6FNCR4C30F, 5730837]
[paragraph, [359.0, 1537.0, 1099.0, 36.0], shoonya_0sN7E4FG0DFTDQ, 5730837]
[paragraph, [359.0, 1573.0, 1099.0, 36.0], shoonya_0sN7E4FG0DFTDQ, 5730837]
[paragraph, [359.0, 1609.0, 1099.0, 36.0], shoonya_0sN7E4FG0DFTDQ, 5730837]
[paragraph, [359.0, 1645.0, 1099.0, 36.0], shoonya_0sN7E4FG0DFTDQ, 5730837]
[paragraph, [359.0, 1681.0, 1099.0, 36.0], shoonya_0sN7E4FG0DFTDQ, 5730837]
[paragraph, [359.0, 1717.0, 1099.0, 36.0], shoonya_0sN7E4FG0DFTDQ, 5730837]
[paragraph, [359.0, 1753.0, 1099.0, 36.0], shoonya_0sN7E4FG0DFTDQ, 5730837]
[paragraph, [359.0, 1789.0, 1099.0, 36.0], shoonya_0sN7E4FG0DFTDQ, 5730837]
[paragraph, [359.0, 1825.0, 1099.0, 36.0], shoonya_0sN7E4FG0DFTDQ, 5730837]
[paragraph, [359.0, 1861.0, 1099.0, 36.0], shoonya_0sN7E4FG0DFTDQ, 5730837]
[paragraph, [359.0, 1897.0, 1099.0, 36.0], shoonya_0sN7E4FG0DFTDQ, 5730837]
[folio, [1005.0, 2017.0, 371.0, 36.0], tkglitHemK, 5730837]
