[1983, 2806]
[section-title, [267.0, 126.0, 628.0, 49.5], shoonya_3s5LWDVMJ25JI9, 5699533]
[paragraph, [266.0, 228.0, 892.0, 36.0], shoonya_1s27FK35K199HQ, 5699533]
[paragraph, [266.0, 264.0, 892.0, 36.0], shoonya_1s27FK35K199HQ, 5699533]
[paragraph, [266.0, 300.0, 892.0, 36.0], shoonya_1s27FK35K199HQ, 5699533]
[paragraph, [266.0, 336.0, 892.0, 36.0], shoonya_1s27FK35K199HQ, 5699533]
[paragraph, [266.0, 372.0, 892.0, 36.0], shoonya_1s27FK35K199HQ, 5699533]
[paragraph, [266.0, 408.0, 892.0, 36.0], shoonya_1s27FK35K199HQ, 5699533]
[paragraph, [266.0, 444.0, 892.0, 36.0], shoonya_1s27FK35K199HQ, 5699533]
[paragraph, [266.0, 480.0, 892.0, 36.0], shoonya_1s27FK35K199HQ, 5699533]
[paragraph, [266.0, 516.0, 892.0, 36.0], shoonya_1s27FK35K199HQ, 5699533]
[paragraph, [1595.0, 396.0, 918.0, 36.0], PS1Lt00_r8, 5699533]
[paragraph, [1595.0, 432.0, 918.0, 36.0], PS1Lt00_r8, 5699533]
[paragraph, [1595.0, 468.0, 918.0, 36.0], PS1Lt00_r8, 5699533]
[paragraph, [1595.0, 504.0, 918.0, 36.0], PS1Lt00_r8, 5699533]
[paragraph, [1595.0, 540.0, 918.0, 36.0], PS1Lt00_r8, 5699533]
[paragraph, [1595.0, 576.0, 918.0, 36.0], PS1Lt00_r8, 5699533]
[paragraph, [1595.0, 612.0, 918.0, 36.0], PS1Lt00_r8, 5699533]
[paragraph, [1595.0, 648.0, 918.0, 36.0], PS1Lt00_r8, 5699533]
[paragraph, [1595.0, 684.0, 918.0, 36.0], PS1Lt00_r8, 5699533]
[paragraph, [1595.0, 720.0, 918.0, 36.0], PS1Lt00_r8, 5699533]
[paragraph, [1595.0, 756.0, 918.0, 36.0], PS1Lt00_r8, 5699533]
[paragraph, [1595.0, 792.0, 918.0, 36.0], PS1Lt00_r8, 5699533]
[paragraph, [1595.0, 828.0, 918.0, 36.0], PS1Lt00_r8, 5699533]
[paragraph, [1595.0, 864.0, 918.0, 36.0], PS1Lt00_r8, 5699533]
[paragraph, [1595.0, 900.0, 918.0, 36.0], PS1Lt00_r8, 5699533]
[paragraph, [266.0, 599.0, 920.0, 36.0], shoonya_0sTYMKOMOCGAP6, 5699533]
[paragraph, [266.0, 635.0, 920.0, 36.0], shoonya_0sTYMKOMOCGAP6, 5699533]
[paragraph, [266.0, 671.0, 920.0, 36.0], shoonya_0sTYMKOMOCGAP6, 5699533]
[paragraph, [266.0, 707.0, 920.0, 36.0], shoonya_0sTYMKOMOCGAP6, 5699533]
[paragraph, [266.0, 743.0, 920.0, 36.0], shoonya_0sTYMKOMOCGAP6, 5699533]
[paragraph, [266.0, 779.0, 920.0, 36.0], shoonya_0sTYMKOMOCGAP6, 5699533]
[paragraph, [266.0, 815.0, 920.0, 36.0], shoonya_0sTYMKOMOCGAP6, 5699533]
[paragraph, [266.0, 851.0, 920.0, 36.0], shoonya_0sTYMKOMOCGAP6, 5699533]
[paragraph, [266.0, 887.0, 920.0, 36.0], shoonya_0sTYMKOMOCGAP6, 5699533]
[paragraph, [264.0, 967.0, 920.0, 36.0], shoonya_2sSCTGFE17V3UJ, 5699533]
[paragraph, [264.0, 1003.0, 920.0, 36.0], shoonya_2sSCTGFE17V3UJ, 5699533]
[paragraph, [264.0, 1039.0, 920.0, 36.0], shoonya_2sSCTGFE17V3UJ, 5699533]
[paragraph, [264.0, 1075.0, 920.0, 36.0], shoonya_2sSCTGFE17V3UJ, 5699533]
[paragraph, [264.0, 1111.0, 920.0, 36.0], shoonya_2sSCTGFE17V3UJ, 5699533]
[paragraph, [264.0, 1147.0, 920.0, 36.0], shoonya_2sSCTGFE17V3UJ, 5699533]
[paragraph, [264.0, 1183.0, 920.0, 36.0], shoonya_2sSCTGFE17V3UJ, 5699533]
[paragraph, [264.0, 1219.0, 920.0, 36.0], shoonya_2sSCTGFE17V3UJ, 5699533]
[paragraph, [264.0, 1321.0, 911.0, 36.0], shoonya_5sYA9JXGOXH8Q4, 5699533]
[paragraph, [264.0, 1357.0, 911.0, 36.0], shoonya_5sYA9JXGOXH8Q4, 5699533]
[paragraph, [264.0, 1393.0, 911.0, 36.0], shoonya_5sYA9JXGOXH8Q4, 5699533]
[paragraph, [264.0, 1429.0, 911.0, 36.0], shoonya_5sYA9JXGOXH8Q4, 5699533]
[paragraph, [264.0, 1465.0, 911.0, 36.0], shoonya_5sYA9JXGOXH8Q4, 5699533]
[paragraph, [264.0, 1501.0, 911.0, 36.0], shoonya_5sYA9JXGOXH8Q4, 5699533]
[paragraph, [264.0, 1537.0, 911.0, 36.0], shoonya_5sYA9JXGOXH8Q4, 5699533]
[paragraph, [264.0, 1573.0, 911.0, 36.0], shoonya_5sYA9JXGOXH8Q4, 5699533]
[paragraph, [264.0, 1609.0, 911.0, 36.0], shoonya_5sYA9JXGOXH8Q4, 5699533]
