[1200, 825]
[paragraph, [138.0, 101.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 119.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 137.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 155.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 173.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 191.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 209.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 227.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 245.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 263.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 281.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 299.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 317.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 335.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 353.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 371.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 389.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 407.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 425.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 443.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 461.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 479.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 497.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 515.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 533.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 551.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [138.0, 569.0, 547.0, 18.0], shoonya_1sF9X84XT4HF0R, 5691397]
[paragraph, [136.0, 599.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 617.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 635.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 653.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 671.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 689.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 707.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 725.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 743.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 761.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 779.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 797.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 815.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 833.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 851.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 869.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 887.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 905.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 923.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 941.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 959.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 977.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 995.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 1013.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
[paragraph, [136.0, 1031.0, 549.0, 18.0], shoonya_0sE3J1WK939O05, 5691397]
