[1267, 753]
[folio, [332.0, 76.0, 85.0, 18.0], shoonya_2s0ZB73OUSBHCM, 5699681]
[paragraph, [75.0, 117.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 135.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 153.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 171.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 189.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 207.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 225.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 243.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 261.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 279.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 297.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 315.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 333.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 351.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 369.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 387.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 405.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 423.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 441.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 459.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 477.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 495.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 513.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 531.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 549.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 567.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 585.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 603.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 621.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 639.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 657.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 675.0, 598.0, 18.0], shoonya_1sPEA5S3DFFDQD, 5699681]
[paragraph, [75.0, 707.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 725.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 743.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 761.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 779.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 797.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 815.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 833.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 851.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 869.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 887.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 905.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 923.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 941.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 959.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 977.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 995.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 1013.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 1031.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 1049.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 1067.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 1085.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 1103.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 1121.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 1139.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
[paragraph, [75.0, 1157.0, 599.0, 18.0], shoonya_0sO8TVLC3QTSWW, 5699681]
