[2339, 1653]
[paragraph, [332.0, 165.0, 826.0, 36.0], shoonya_2s0NFPPE370O0J, 5734539]
[paragraph, [325.0, 221.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [325.0, 257.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [325.0, 293.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [325.0, 329.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [325.0, 365.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [325.0, 401.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [325.0, 437.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [325.0, 473.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [325.0, 509.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [325.0, 545.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [325.0, 581.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [325.0, 617.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [325.0, 653.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [325.0, 689.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [325.0, 725.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [325.0, 761.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [325.0, 797.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [325.0, 833.0, 1137.0, 36.0], shoonya_0sNCRCGH1FOAMG, 5734539]
[paragraph, [321.0, 881.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 917.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 953.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 989.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1025.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1061.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1097.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1133.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1169.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1205.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1241.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1277.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1313.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1349.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1385.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1421.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1457.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1493.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1529.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1565.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1601.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1637.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1673.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1709.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1745.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1781.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1817.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1853.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1889.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1925.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1961.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 1997.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 2033.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[paragraph, [321.0, 2069.0, 1140.0, 36.0], shoonya_1sUAJONO4SX4W2, 5734539]
[folio, [805.0, 2164.0, 571.0, 36.0], dmzZ6tGVVz, 5734539]
