[2041, 1460]
[section-title, [291.0, 208.0, 232.0, 52.5], shoonya_5sP0DW218FT576, 5650689]
[paragraph, [290.0, 310.0, 1085.0, 36.0], shoonya_1sATZNOKHVVFR7, 5650689]
[paragraph, [290.0, 346.0, 1085.0, 36.0], shoonya_1sATZNOKHVVFR7, 5650689]
[paragraph, [290.0, 382.0, 1085.0, 36.0], shoonya_1sATZNOKHVVFR7, 5650689]
[paragraph, [290.0, 418.0, 1085.0, 36.0], shoonya_1sATZNOKHVVFR7, 5650689]
[paragraph, [290.0, 454.0, 1085.0, 36.0], shoonya_1sATZNOKHVVFR7, 5650689]
[paragraph, [290.0, 490.0, 1085.0, 36.0], shoonya_1sATZNOKHVVFR7, 5650689]
[paragraph, [290.0, 526.0, 1085.0, 36.0], shoonya_1sATZNOKHVVFR7, 5650689]
[paragraph, [290.0, 562.0, 1085.0, 36.0], shoonya_1sATZNOKHVVFR7, 5650689]
[paragraph, [290.0, 598.0, 1085.0, 36.0], shoonya_1sATZNOKHVVFR7, 5650689]
[paragraph, [290.0, 634.0, 1085.0, 36.0], shoonya_1sATZNOKHVVFR7, 5650689]
[paragraph, [286.0, 837.0, 1086.0, 36.0], shoonya_0sDHTBG1S7TQEU, 5650689]
[paragraph, [286.0, 873.0, 1086.0, 36.0], shoonya_0sDHTBG1S7TQEU, 5650689]
[paragraph, [286.0, 909.0, 1086.0, 36.0], shoonya_0sDHTBG1S7TQEU, 5650689]
[paragraph, [286.0, 945.0, 1086.0, 36.0], shoonya_0sDHTBG1S7TQEU, 5650689]
[paragraph, [286.0, 981.0, 1086.0, 36.0], shoonya_0sDHTBG1S7TQEU, 5650689]
[paragraph, [286.0, 1017.0, 1086.0, 36.0], shoonya_0sDHTBG1S7TQEU, 5650689]
[paragraph, [286.0, 1053.0, 1086.0, 36.0], shoonya_0sDHTBG1S7TQEU, 5650689]
[paragraph, [289.0, 1135.0, 1081.0, 36.0], shoonya_2sWW8DXPYO5MQQ, 5650689]
[paragraph, [289.0, 1171.0, 1081.0, 36.0], shoonya_2sWW8DXPYO5MQQ, 5650689]
[paragraph, [289.0, 1207.0, 1081.0, 36.0], shoonya_2sWW8DXPYO5MQQ, 5650689]
[paragraph, [289.0, 1243.0, 1081.0, 36.0], shoonya_2sWW8DXPYO5MQQ, 5650689]
[paragraph, [289.0, 1279.0, 1081.0, 36.0], shoonya_2sWW8DXPYO5MQQ, 5650689]
[paragraph, [283.0, 1364.0, 1086.0, 36.0], shoonya_4sDQ1HMIQKKAIT, 5650689]
[paragraph, [283.0, 1400.0, 1086.0, 36.0], shoonya_4sDQ1HMIQKKAIT, 5650689]
[paragraph, [283.0, 1436.0, 1086.0, 36.0], shoonya_4sDQ1HMIQKKAIT, 5650689]
[paragraph, [283.0, 1472.0, 1086.0, 36.0], shoonya_4sDQ1HMIQKKAIT, 5650689]
[paragraph, [283.0, 1508.0, 1086.0, 36.0], shoonya_4sDQ1HMIQKKAIT, 5650689]
[footnote, [279.0, 1876.0, 786.0, 36.0], 2CNBIIHA2L, 5650689]
[footnote, [279.0, 1912.0, 786.0, 36.0], 2CNBIIHA2L, 5650689]
