[1806, 1262]
[folio, [1030.0, 94.0, 96.0, 36.0], 7ekJT8ru6Z, 5681646]
[paragraph, [87.0, 174.0, 524.0, 36.0], bXz9bDTQc8, 5681646]
[paragraph, [87.0, 210.0, 524.0, 36.0], bXz9bDTQc8, 5681646]
[paragraph, [87.0, 246.0, 524.0, 36.0], bXz9bDTQc8, 5681646]
[paragraph, [653.0, 177.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 213.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 249.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 285.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 321.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 357.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 393.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 429.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 465.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 501.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 537.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 573.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 609.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 645.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 681.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 717.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 753.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 789.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 825.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 861.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 897.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 933.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 969.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 1005.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 1041.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 1077.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 1113.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 1149.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 1185.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 1221.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 1257.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 1293.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 1329.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 1365.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 1401.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 1437.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 1473.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [653.0, 1509.0, 511.0, 36.0], shoonya_2sMYMHOFONRFTX, 5681646]
[paragraph, [87.0, 287.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 323.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 359.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 395.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 431.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 467.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 503.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 539.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 575.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 611.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 647.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 683.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 719.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 755.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 791.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 827.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 863.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 899.0, 523.0, 36.0], shoonya_1s5HX13O8VUSW9, 5681646]
[paragraph, [87.0, 977.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1013.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1049.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1085.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1121.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1157.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1193.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1229.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1265.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1301.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1337.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1373.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1409.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1445.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1481.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1517.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1553.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1589.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1625.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [87.0, 1661.0, 525.0, 36.0], shoonya_0sYQ57BYOGVBFW, 5681646]
[paragraph, [656.0, 1557.0, 509.0, 36.0], shoonya_3s5QBVRIKQR1SP, 5681646]
[paragraph, [656.0, 1593.0, 509.0, 36.0], shoonya_3s5QBVRIKQR1SP, 5681646]
[paragraph, [656.0, 1629.0, 509.0, 36.0], shoonya_3s5QBVRIKQR1SP, 5681646]
[paragraph, [656.0, 1665.0, 509.0, 36.0], shoonya_3s5QBVRIKQR1SP, 5681646]
