[1823, 1375]
[folio, [628.0, 108.0, 192.0, 36.0], hNFPT4Ksd3, 5684333]
[paragraph, [113.0, 166.0, 568.0, 36.0], shoonya_1sDSREBHJP07JQ, 5684333]
[paragraph, [113.0, 202.0, 568.0, 36.0], shoonya_1sDSREBHJP07JQ, 5684333]
[paragraph, [113.0, 238.0, 568.0, 36.0], shoonya_1sDSREBHJP07JQ, 5684333]
[paragraph, [113.0, 274.0, 568.0, 36.0], shoonya_1sDSREBHJP07JQ, 5684333]
[paragraph, [113.0, 310.0, 568.0, 36.0], shoonya_1sDSREBHJP07JQ, 5684333]
[paragraph, [113.0, 346.0, 568.0, 36.0], shoonya_1sDSREBHJP07JQ, 5684333]
[paragraph, [113.0, 382.0, 568.0, 36.0], shoonya_1sDSREBHJP07JQ, 5684333]
[paragraph, [113.0, 418.0, 568.0, 36.0], shoonya_1sDSREBHJP07JQ, 5684333]
[paragraph, [113.0, 454.0, 568.0, 36.0], shoonya_1sDSREBHJP07JQ, 5684333]
[paragraph, [113.0, 490.0, 568.0, 36.0], shoonya_1sDSREBHJP07JQ, 5684333]
[paragraph, [113.0, 526.0, 568.0, 36.0], shoonya_1sDSREBHJP07JQ, 5684333]
[paragraph, [113.0, 562.0, 568.0, 36.0], shoonya_1sDSREBHJP07JQ, 5684333]
[paragraph, [113.0, 598.0, 568.0, 36.0], shoonya_1sDSREBHJP07JQ, 5684333]
[paragraph, [113.0, 634.0, 568.0, 36.0], shoonya_1sDSREBHJP07JQ, 5684333]
[paragraph, [702.0, 166.0, 574.0, 36.0], shoonya_3sENT9VGPES6XV, 5684333]
[paragraph, [702.0, 202.0, 574.0, 36.0], shoonya_3sENT9VGPES6XV, 5684333]
[paragraph, [702.0, 238.0, 574.0, 36.0], shoonya_3sENT9VGPES6XV, 5684333]
[paragraph, [702.0, 274.0, 574.0, 36.0], shoonya_3sENT9VGPES6XV, 5684333]
[paragraph, [702.0, 310.0, 574.0, 36.0], shoonya_3sENT9VGPES6XV, 5684333]
[paragraph, [702.0, 346.0, 574.0, 36.0], shoonya_3sENT9VGPES6XV, 5684333]
[paragraph, [702.0, 382.0, 574.0, 36.0], shoonya_3sENT9VGPES6XV, 5684333]
[paragraph, [701.0, 434.0, 575.0, 36.0], shoonya_4sXFQK4VX0C8HY, 5684333]
[paragraph, [701.0, 470.0, 575.0, 36.0], shoonya_4sXFQK4VX0C8HY, 5684333]
[paragraph, [701.0, 506.0, 575.0, 36.0], shoonya_4sXFQK4VX0C8HY, 5684333]
[paragraph, [701.0, 542.0, 575.0, 36.0], shoonya_4sXFQK4VX0C8HY, 5684333]
[paragraph, [701.0, 578.0, 575.0, 36.0], shoonya_4sXFQK4VX0C8HY, 5684333]
[paragraph, [699.0, 618.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 654.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 690.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 726.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 762.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 798.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 834.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 870.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 906.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 942.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 978.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 1014.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 1050.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 1086.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 1122.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 1158.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 1194.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 1230.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 1266.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [699.0, 1302.0, 577.0, 36.0], shoonya_6sVNXAGWVJ3V7G, 5684333]
[paragraph, [107.0, 700.0, 576.0, 36.0], shoonya_0s0M9JP252KV7P, 5684333]
[paragraph, [107.0, 736.0, 576.0, 36.0], shoonya_0s0M9JP252KV7P, 5684333]
[paragraph, [107.0, 772.0, 576.0, 36.0], shoonya_0s0M9JP252KV7P, 5684333]
[paragraph, [107.0, 808.0, 576.0, 36.0], shoonya_0s0M9JP252KV7P, 5684333]
[paragraph, [107.0, 844.0, 576.0, 36.0], shoonya_0s0M9JP252KV7P, 5684333]
[paragraph, [107.0, 880.0, 576.0, 36.0], shoonya_0s0M9JP252KV7P, 5684333]
[paragraph, [107.0, 916.0, 576.0, 36.0], shoonya_0s0M9JP252KV7P, 5684333]
[paragraph, [107.0, 952.0, 576.0, 36.0], shoonya_0s0M9JP252KV7P, 5684333]
[paragraph, [107.0, 988.0, 576.0, 36.0], shoonya_0s0M9JP252KV7P, 5684333]
[paragraph, [107.0, 1024.0, 576.0, 36.0], shoonya_0s0M9JP252KV7P, 5684333]
[paragraph, [107.0, 1060.0, 576.0, 36.0], shoonya_0s0M9JP252KV7P, 5684333]
[paragraph, [107.0, 1096.0, 576.0, 36.0], shoonya_0s0M9JP252KV7P, 5684333]
[paragraph, [107.0, 1132.0, 576.0, 36.0], shoonya_0s0M9JP252KV7P, 5684333]
[paragraph, [107.0, 1168.0, 576.0, 36.0], shoonya_0s0M9JP252KV7P, 5684333]
[paragraph, [250.0, 1229.0, 434.0, 36.0], TMYSAs7KSJ, 5684333]
[paragraph, [111.0, 1283.0, 569.0, 36.0], H8KfFec5Ws, 5684333]
[paragraph, [111.0, 1319.0, 569.0, 36.0], H8KfFec5Ws, 5684333]
[paragraph, [111.0, 1355.0, 569.0, 36.0], H8KfFec5Ws, 5684333]
[paragraph, [111.0, 1391.0, 569.0, 36.0], H8KfFec5Ws, 5684333]
[paragraph, [111.0, 1427.0, 569.0, 36.0], H8KfFec5Ws, 5684333]
[paragraph, [111.0, 1463.0, 569.0, 36.0], H8KfFec5Ws, 5684333]
[paragraph, [111.0, 1499.0, 569.0, 36.0], H8KfFec5Ws, 5684333]
[paragraph, [111.0, 1535.0, 569.0, 36.0], H8KfFec5Ws, 5684333]
[paragraph, [111.0, 1571.0, 569.0, 36.0], H8KfFec5Ws, 5684333]
[paragraph, [111.0, 1607.0, 569.0, 36.0], H8KfFec5Ws, 5684333]
[paragraph, [111.0, 1643.0, 569.0, 36.0], H8KfFec5Ws, 5684333]
[paragraph, [111.0, 1679.0, 569.0, 36.0], H8KfFec5Ws, 5684333]
[paragraph, [699.0, 1356.0, 579.0, 36.0], shoonya_5sSHPLH1SITJRX, 5684333]
[paragraph, [699.0, 1392.0, 579.0, 36.0], shoonya_5sSHPLH1SITJRX, 5684333]
[paragraph, [699.0, 1428.0, 579.0, 36.0], shoonya_5sSHPLH1SITJRX, 5684333]
[paragraph, [699.0, 1464.0, 579.0, 36.0], shoonya_5sSHPLH1SITJRX, 5684333]
[paragraph, [699.0, 1500.0, 579.0, 36.0], shoonya_5sSHPLH1SITJRX, 5684333]
[paragraph, [699.0, 1536.0, 579.0, 36.0], shoonya_5sSHPLH1SITJRX, 5684333]
[paragraph, [699.0, 1572.0, 579.0, 36.0], shoonya_5sSHPLH1SITJRX, 5684333]
[paragraph, [699.0, 1608.0, 579.0, 36.0], shoonya_5sSHPLH1SITJRX, 5684333]
[paragraph, [699.0, 1644.0, 579.0, 36.0], shoonya_5sSHPLH1SITJRX, 5684333]
[paragraph, [699.0, 1680.0, 579.0, 36.0], shoonya_5sSHPLH1SITJRX, 5684333]
