[1162, 749]
[folio, [328.0, 76.0, 84.0, 18.0], m3tQj-4SkS, 5700179]
[paragraph, [85.0, 121.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 139.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 157.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 175.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 193.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 211.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 229.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 247.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 265.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 283.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 301.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 319.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 337.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 355.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 373.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 391.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 409.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 427.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 445.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 463.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 481.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 499.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 517.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [85.0, 535.0, 586.0, 18.0], shoonya_0sAFHKESX06SYV, 5700179]
[paragraph, [81.0, 578.0, 588.0, 18.0], shoonya_1sRRSDNW6L73A4, 5700179]
[paragraph, [81.0, 596.0, 588.0, 18.0], shoonya_1sRRSDNW6L73A4, 5700179]
[paragraph, [81.0, 614.0, 588.0, 18.0], shoonya_1sRRSDNW6L73A4, 5700179]
[paragraph, [81.0, 632.0, 588.0, 18.0], shoonya_1sRRSDNW6L73A4, 5700179]
[paragraph, [81.0, 650.0, 588.0, 18.0], shoonya_1sRRSDNW6L73A4, 5700179]
[paragraph, [80.0, 676.0, 590.0, 18.0], wTklfqxNAy, 5700179]
[paragraph, [80.0, 694.0, 590.0, 18.0], wTklfqxNAy, 5700179]
[paragraph, [80.0, 712.0, 590.0, 18.0], wTklfqxNAy, 5700179]
[paragraph, [80.0, 730.0, 590.0, 18.0], wTklfqxNAy, 5700179]
[paragraph, [80.0, 748.0, 590.0, 18.0], wTklfqxNAy, 5700179]
[paragraph, [80.0, 766.0, 590.0, 18.0], wTklfqxNAy, 5700179]
[paragraph, [80.0, 784.0, 590.0, 18.0], wTklfqxNAy, 5700179]
[paragraph, [80.0, 802.0, 590.0, 18.0], wTklfqxNAy, 5700179]
[paragraph, [80.0, 820.0, 590.0, 18.0], wTklfqxNAy, 5700179]
[paragraph, [80.0, 838.0, 590.0, 18.0], wTklfqxNAy, 5700179]
[paragraph, [80.0, 856.0, 590.0, 18.0], wTklfqxNAy, 5700179]
[paragraph, [80.0, 874.0, 590.0, 18.0], wTklfqxNAy, 5700179]
[paragraph, [80.0, 892.0, 590.0, 18.0], wTklfqxNAy, 5700179]
[paragraph, [80.0, 910.0, 590.0, 18.0], wTklfqxNAy, 5700179]
[paragraph, [80.0, 928.0, 590.0, 18.0], wTklfqxNAy, 5700179]
[paragraph, [79.0, 958.0, 591.0, 18.0], 8ZNaUwR1zI, 5700179]
[paragraph, [79.0, 976.0, 591.0, 18.0], 8ZNaUwR1zI, 5700179]
[paragraph, [79.0, 994.0, 591.0, 18.0], 8ZNaUwR1zI, 5700179]
[paragraph, [79.0, 1012.0, 591.0, 18.0], 8ZNaUwR1zI, 5700179]
[paragraph, [79.0, 1030.0, 591.0, 18.0], 8ZNaUwR1zI, 5700179]
[paragraph, [79.0, 1048.0, 591.0, 18.0], 8ZNaUwR1zI, 5700179]
[paragraph, [79.0, 1066.0, 591.0, 18.0], 8ZNaUwR1zI, 5700179]
