[1240, 875]
[paragraph, [51.0, 42.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 60.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 78.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 96.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 114.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 132.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 150.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 168.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 186.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 204.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 222.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 240.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 258.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 276.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 294.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 312.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 330.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 348.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 366.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 384.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 402.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 420.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 438.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 456.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 474.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 492.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 510.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 528.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 546.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 564.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 582.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 600.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 618.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 636.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 654.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 672.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 690.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 708.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 726.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 744.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 762.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 780.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 798.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 816.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 834.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 852.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 870.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 888.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 906.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 924.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 942.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 960.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 978.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 996.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 1014.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 1032.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 1050.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 1068.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 1086.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 1104.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 1122.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 1140.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
[paragraph, [51.0, 1158.0, 773.0, 18.0], 6jyT1T3VTR, 5773947]
