[792, 612]
[folio, [458.0, 61.0, 74.0, 18.0], NBmlENiTYU, 6514473]
[paragraph, [50.0, 87.0, 153.0, 18.0], fqAhBePLsQ, 6514473]
[paragraph, [50.0, 105.0, 153.0, 18.0], fqAhBePLsQ, 6514473]
[paragraph, [50.0, 123.0, 153.0, 18.0], fqAhBePLsQ, 6514473]
[paragraph, [50.0, 141.0, 153.0, 18.0], fqAhBePLsQ, 6514473]
[paragraph, [50.0, 159.0, 153.0, 18.0], fqAhBePLsQ, 6514473]
[paragraph, [50.0, 177.0, 153.0, 18.0], fqAhBePLsQ, 6514473]
[paragraph, [50.0, 195.0, 153.0, 18.0], fqAhBePLsQ, 6514473]
[paragraph, [50.0, 213.0, 153.0, 18.0], fqAhBePLsQ, 6514473]
[paragraph, [50.0, 231.0, 153.0, 18.0], fqAhBePLsQ, 6514473]
[paragraph, [50.0, 249.0, 153.0, 18.0], fqAhBePLsQ, 6514473]
[paragraph, [50.0, 267.0, 153.0, 18.0], fqAhBePLsQ, 6514473]
[paragraph, [227.0, 88.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 106.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 124.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 142.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 160.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 178.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 196.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 214.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 232.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 250.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 268.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 286.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 304.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 322.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 340.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 358.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 376.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 394.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 412.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 430.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 448.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 466.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 484.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [227.0, 502.0, 155.0, 18.0], wci1yq3Bja, 6514473]
[paragraph, [409.0, 89.0, 151.0, 18.0], TBxeab9bjO, 6514473]
[paragraph, [409.0, 107.0, 151.0, 18.0], TBxeab9bjO, 6514473]
[paragraph, [408.0, 125.0, 154.0, 18.0], i08YV1cLlI, 6514473]
[paragraph, [408.0, 143.0, 154.0, 18.0], i08YV1cLlI, 6514473]
[paragraph, [408.0, 161.0, 154.0, 18.0], i08YV1cLlI, 6514473]
[paragraph, [408.0, 179.0, 154.0, 18.0], i08YV1cLlI, 6514473]
[paragraph, [408.0, 197.0, 154.0, 18.0], i08YV1cLlI, 6514473]
[paragraph, [408.0, 215.0, 154.0, 18.0], i08YV1cLlI, 6514473]
[paragraph, [408.0, 233.0, 154.0, 18.0], i08YV1cLlI, 6514473]
[paragraph, [408.0, 251.0, 154.0, 18.0], i08YV1cLlI, 6514473]
[paragraph, [408.0, 269.0, 154.0, 18.0], i08YV1cLlI, 6514473]
[paragraph, [408.0, 287.0, 154.0, 18.0], i08YV1cLlI, 6514473]
[paragraph, [49.0, 294.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 312.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 330.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 348.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 366.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 384.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 402.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 420.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 438.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 456.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 474.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 492.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 510.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 528.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 546.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 564.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 582.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 600.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 618.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 636.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [49.0, 654.0, 152.0, 18.0], jTYNI2sS76, 6514473]
[paragraph, [408.0, 318.0, 152.0, 18.0], 9SFV2MajdS, 6514473]
