[1518, 1075]
[paragraph, [534.0, 173.0, 428.0, 36.0], shoonya_4s83E7VA0NW1KP, 5722288]
[paragraph, [534.0, 209.0, 428.0, 36.0], shoonya_4s83E7VA0NW1KP, 5722288]
[paragraph, [534.0, 245.0, 428.0, 36.0], shoonya_4s83E7VA0NW1KP, 5722288]
[paragraph, [89.0, 206.0, 431.0, 36.0], shoonya_0s5PVPWSP6FIA5, 5722288]
[paragraph, [89.0, 242.0, 431.0, 36.0], shoonya_0s5PVPWSP6FIA5, 5722288]
[paragraph, [89.0, 278.0, 431.0, 36.0], shoonya_0s5PVPWSP6FIA5, 5722288]
[paragraph, [89.0, 314.0, 431.0, 36.0], shoonya_0s5PVPWSP6FIA5, 5722288]
[paragraph, [89.0, 350.0, 431.0, 36.0], shoonya_0s5PVPWSP6FIA5, 5722288]
[paragraph, [89.0, 386.0, 431.0, 36.0], shoonya_0s5PVPWSP6FIA5, 5722288]
[paragraph, [89.0, 422.0, 431.0, 36.0], shoonya_0s5PVPWSP6FIA5, 5722288]
[paragraph, [89.0, 458.0, 431.0, 36.0], shoonya_0s5PVPWSP6FIA5, 5722288]
[paragraph, [89.0, 494.0, 431.0, 36.0], shoonya_0s5PVPWSP6FIA5, 5722288]
[paragraph, [89.0, 530.0, 431.0, 36.0], shoonya_0s5PVPWSP6FIA5, 5722288]
[paragraph, [89.0, 566.0, 431.0, 36.0], shoonya_0s5PVPWSP6FIA5, 5722288]
[paragraph, [89.0, 602.0, 431.0, 36.0], shoonya_0s5PVPWSP6FIA5, 5722288]
[paragraph, [89.0, 638.0, 431.0, 36.0], shoonya_0s5PVPWSP6FIA5, 5722288]
[paragraph, [89.0, 674.0, 431.0, 36.0], shoonya_0s5PVPWSP6FIA5, 5722288]
[paragraph, [531.0, 309.0, 432.0, 36.0], shoonya_2sFVXKDZMW0HW9, 5722288]
[paragraph, [531.0, 345.0, 432.0, 36.0], shoonya_2sFVXKDZMW0HW9, 5722288]
[paragraph, [531.0, 381.0, 432.0, 36.0], shoonya_2sFVXKDZMW0HW9, 5722288]
[paragraph, [531.0, 417.0, 432.0, 36.0], shoonya_2sFVXKDZMW0HW9, 5722288]
[paragraph, [531.0, 453.0, 432.0, 36.0], shoonya_2sFVXKDZMW0HW9, 5722288]
[paragraph, [531.0, 489.0, 432.0, 36.0], shoonya_2sFVXKDZMW0HW9, 5722288]
[paragraph, [531.0, 525.0, 432.0, 36.0], shoonya_2sFVXKDZMW0HW9, 5722288]
[paragraph, [531.0, 561.0, 432.0, 36.0], shoonya_2sFVXKDZMW0HW9, 5722288]
[paragraph, [531.0, 597.0, 432.0, 36.0], shoonya_2sFVXKDZMW0HW9, 5722288]
[paragraph, [531.0, 633.0, 432.0, 36.0], shoonya_2sFVXKDZMW0HW9, 5722288]
[paragraph, [531.0, 669.0, 432.0, 36.0], shoonya_2sFVXKDZMW0HW9, 5722288]
[paragraph, [531.0, 705.0, 432.0, 36.0], shoonya_2sFVXKDZMW0HW9, 5722288]
[paragraph, [531.0, 741.0, 432.0, 36.0], shoonya_2sFVXKDZMW0HW9, 5722288]
[paragraph, [531.0, 777.0, 432.0, 36.0], shoonya_2sFVXKDZMW0HW9, 5722288]
[paragraph, [531.0, 813.0, 432.0, 36.0], shoonya_2sFVXKDZMW0HW9, 5722288]
[paragraph, [90.0, 720.0, 428.0, 36.0], shoonya_1sZFEHZ1075ZC5, 5722288]
[paragraph, [90.0, 756.0, 428.0, 36.0], shoonya_1sZFEHZ1075ZC5, 5722288]
[paragraph, [90.0, 792.0, 428.0, 36.0], shoonya_1sZFEHZ1075ZC5, 5722288]
[paragraph, [90.0, 828.0, 428.0, 36.0], shoonya_1sZFEHZ1075ZC5, 5722288]
[paragraph, [106.0, 918.0, 837.0, 36.0], shoonya_3sQW530QZCV7YU, 5722288]
[paragraph, [106.0, 954.0, 837.0, 36.0], shoonya_3sQW530QZCV7YU, 5722288]
[paragraph, [106.0, 990.0, 837.0, 36.0], shoonya_3sQW530QZCV7YU, 5722288]
[paragraph, [106.0, 1026.0, 837.0, 36.0], shoonya_3sQW530QZCV7YU, 5722288]
[paragraph, [106.0, 1062.0, 837.0, 36.0], shoonya_3sQW530QZCV7YU, 5722288]
[paragraph, [106.0, 1098.0, 837.0, 36.0], shoonya_3sQW530QZCV7YU, 5722288]
[paragraph, [106.0, 1134.0, 837.0, 36.0], shoonya_3sQW530QZCV7YU, 5722288]
[paragraph, [106.0, 1170.0, 837.0, 36.0], shoonya_3sQW530QZCV7YU, 5722288]
[paragraph, [106.0, 1206.0, 837.0, 36.0], shoonya_3sQW530QZCV7YU, 5722288]
[paragraph, [106.0, 1242.0, 837.0, 36.0], shoonya_3sQW530QZCV7YU, 5722288]
[folio, [589.0, 1386.0, 288.0, 36.0], 43OjrhwxZE, 5722288]
