[2339, 1656]
[paragraph, [137.0, 87.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 123.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 159.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 195.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 231.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 267.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 303.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 339.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 375.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 411.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 447.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 483.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 519.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 555.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 591.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 627.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 663.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 699.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 735.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 771.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 807.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 843.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 879.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [137.0, 915.0, 708.0, 36.0], shoonya_0sO9ICL1H4MH1N, 5750138]
[paragraph, [869.0, 89.0, 703.0, 36.0], shoonya_2s0SW8UN8VG37L, 5750138]
[paragraph, [869.0, 125.0, 703.0, 36.0], shoonya_2s0SW8UN8VG37L, 5750138]
[paragraph, [869.0, 161.0, 703.0, 36.0], shoonya_2s0SW8UN8VG37L, 5750138]
[paragraph, [869.0, 197.0, 703.0, 36.0], shoonya_2s0SW8UN8VG37L, 5750138]
[paragraph, [869.0, 233.0, 703.0, 36.0], shoonya_2s0SW8UN8VG37L, 5750138]
[paragraph, [869.0, 269.0, 703.0, 36.0], shoonya_2s0SW8UN8VG37L, 5750138]
[paragraph, [900.0, 306.0, 592.0, 36.0], XEbfYMEsPk, 5750138]
[paragraph, [900.0, 342.0, 592.0, 36.0], XEbfYMEsPk, 5750138]
[paragraph, [867.0, 407.0, 97.0, 36.0], 7AlVDrGn7C, 5750138]
[paragraph, [904.0, 465.0, 515.0, 36.0], eYx9QbllkP, 5750138]
[paragraph, [904.0, 501.0, 515.0, 36.0], eYx9QbllkP, 5750138]
[paragraph, [904.0, 537.0, 515.0, 36.0], eYx9QbllkP, 5750138]
[paragraph, [873.0, 573.0, 703.0, 36.0], _PhWy-qUJE, 5750138]
[paragraph, [873.0, 609.0, 703.0, 36.0], _PhWy-qUJE, 5750138]
[paragraph, [873.0, 645.0, 703.0, 36.0], _PhWy-qUJE, 5750138]
[paragraph, [873.0, 681.0, 703.0, 36.0], _PhWy-qUJE, 5750138]
[paragraph, [873.0, 717.0, 703.0, 36.0], _PhWy-qUJE, 5750138]
[paragraph, [873.0, 753.0, 703.0, 36.0], _PhWy-qUJE, 5750138]
[paragraph, [888.0, 786.0, 666.0, 36.0], 0l7AVL9l-I, 5750138]
[paragraph, [888.0, 822.0, 666.0, 36.0], 0l7AVL9l-I, 5750138]
[paragraph, [879.0, 896.0, 95.0, 36.0], gu3y-uP-lu, 5750138]
[paragraph, [904.0, 945.0, 652.0, 36.0], YTAJk51HMz, 5750138]
[paragraph, [904.0, 981.0, 652.0, 36.0], YTAJk51HMz, 5750138]
[paragraph, [431.0, 949.0, 125.0, 36.0], shoonya_6sPK1PLBY9GFZP, 5750138]
[paragraph, [166.0, 1012.0, 661.0, 36.0], shoonya_3sNCNVB9ZF97FE, 5750138]
[paragraph, [166.0, 1048.0, 661.0, 36.0], shoonya_3sNCNVB9ZF97FE, 5750138]
[paragraph, [166.0, 1084.0, 661.0, 36.0], shoonya_3sNCNVB9ZF97FE, 5750138]
[paragraph, [166.0, 1120.0, 661.0, 36.0], shoonya_3sNCNVB9ZF97FE, 5750138]
[paragraph, [166.0, 1156.0, 661.0, 36.0], shoonya_3sNCNVB9ZF97FE, 5750138]
[paragraph, [166.0, 1192.0, 661.0, 36.0], shoonya_3sNCNVB9ZF97FE, 5750138]
[paragraph, [166.0, 1228.0, 661.0, 36.0], shoonya_3sNCNVB9ZF97FE, 5750138]
[paragraph, [166.0, 1264.0, 661.0, 36.0], shoonya_3sNCNVB9ZF97FE, 5750138]
[paragraph, [881.0, 1049.0, 695.0, 36.0], 3cydWhsdIA, 5750138]
[paragraph, [881.0, 1085.0, 695.0, 36.0], 3cydWhsdIA, 5750138]
[paragraph, [881.0, 1121.0, 695.0, 36.0], 3cydWhsdIA, 5750138]
[paragraph, [881.0, 1157.0, 695.0, 36.0], 3cydWhsdIA, 5750138]
[paragraph, [881.0, 1193.0, 695.0, 36.0], 3cydWhsdIA, 5750138]
[paragraph, [881.0, 1229.0, 695.0, 36.0], 3cydWhsdIA, 5750138]
[paragraph, [881.0, 1279.0, 97.0, 36.0], YC-7yov5_r, 5750138]
[reference, [622.0, 1316.0, 224.0, 36.0], shoonya_4sDNN9HAWYY10W, 5750138]
[paragraph, [904.0, 1324.0, 540.0, 36.0], of8Hxu0w3w, 5750138]
[paragraph, [904.0, 1360.0, 540.0, 36.0], of8Hxu0w3w, 5750138]
[paragraph, [904.0, 1396.0, 540.0, 36.0], of8Hxu0w3w, 5750138]
[paragraph, [143.0, 1371.0, 711.0, 36.0], shoonya_1sAYN2TX3VW4F0, 5750138]
[paragraph, [143.0, 1407.0, 711.0, 36.0], shoonya_1sAYN2TX3VW4F0, 5750138]
[paragraph, [143.0, 1443.0, 711.0, 36.0], shoonya_1sAYN2TX3VW4F0, 5750138]
[paragraph, [143.0, 1479.0, 711.0, 36.0], shoonya_1sAYN2TX3VW4F0, 5750138]
[paragraph, [143.0, 1515.0, 711.0, 36.0], shoonya_1sAYN2TX3VW4F0, 5750138]
[paragraph, [143.0, 1551.0, 711.0, 36.0], shoonya_1sAYN2TX3VW4F0, 5750138]
[paragraph, [143.0, 1587.0, 711.0, 36.0], shoonya_1sAYN2TX3VW4F0, 5750138]
[paragraph, [143.0, 1623.0, 711.0, 36.0], shoonya_1sAYN2TX3VW4F0, 5750138]
[paragraph, [143.0, 1659.0, 711.0, 36.0], shoonya_1sAYN2TX3VW4F0, 5750138]
[paragraph, [143.0, 1695.0, 711.0, 36.0], shoonya_1sAYN2TX3VW4F0, 5750138]
[paragraph, [143.0, 1731.0, 711.0, 36.0], shoonya_1sAYN2TX3VW4F0, 5750138]
[paragraph, [881.0, 1434.0, 103.0, 36.0], rbpXhDUzyN, 5750138]
[paragraph, [908.0, 1482.0, 649.0, 36.0], U6vkFMdA2h, 5750138]
[paragraph, [908.0, 1518.0, 649.0, 36.0], U6vkFMdA2h, 5750138]
[paragraph, [883.0, 1587.0, 699.0, 36.0], 4pzzXBKdTG, 5750138]
[paragraph, [883.0, 1623.0, 699.0, 36.0], 4pzzXBKdTG, 5750138]
[paragraph, [883.0, 1659.0, 699.0, 36.0], 4pzzXBKdTG, 5750138]
[paragraph, [883.0, 1695.0, 699.0, 36.0], 4pzzXBKdTG, 5750138]
[paragraph, [883.0, 1731.0, 699.0, 36.0], 4pzzXBKdTG, 5750138]
[paragraph, [883.0, 1767.0, 699.0, 36.0], 4pzzXBKdTG, 5750138]
[paragraph, [883.0, 1803.0, 699.0, 36.0], 4pzzXBKdTG, 5750138]
[paragraph, [149.0, 1798.0, 705.0, 36.0], gK3wUW90JN, 5750138]
[paragraph, [149.0, 1834.0, 705.0, 36.0], gK3wUW90JN, 5750138]
[paragraph, [149.0, 1870.0, 705.0, 36.0], gK3wUW90JN, 5750138]
[paragraph, [149.0, 1906.0, 705.0, 36.0], gK3wUW90JN, 5750138]
[paragraph, [883.0, 1854.0, 701.0, 36.0], kqj8NxM67q, 5750138]
[paragraph, [883.0, 1890.0, 701.0, 36.0], kqj8NxM67q, 5750138]
[paragraph, [883.0, 1926.0, 701.0, 36.0], kqj8NxM67q, 5750138]
[paragraph, [883.0, 1962.0, 701.0, 36.0], kqj8NxM67q, 5750138]
[paragraph, [883.0, 1998.0, 701.0, 36.0], kqj8NxM67q, 5750138]
[paragraph, [883.0, 2034.0, 701.0, 36.0], kqj8NxM67q, 5750138]
[paragraph, [883.0, 2070.0, 701.0, 36.0], kqj8NxM67q, 5750138]
[paragraph, [221.0, 1969.0, 629.0, 36.0], shoonya_5sPLSBKK13M2YD, 5750138]
[paragraph, [221.0, 2005.0, 629.0, 36.0], shoonya_5sPLSBKK13M2YD, 5750138]
[paragraph, [221.0, 2041.0, 629.0, 36.0], shoonya_5sPLSBKK13M2YD, 5750138]
[paragraph, [221.0, 2077.0, 629.0, 36.0], shoonya_5sPLSBKK13M2YD, 5750138]
