[1754, 1241]
[section-title, [731.0, 250.0, 230.0, 49.5], shoonya_6sZ7L9DL1H4FVZ, 6473071]
[paragraph, [168.0, 262.0, 447.0, 36.0], shoonya_1sBQD51OUAQJGJ, 6473071]
[paragraph, [168.0, 298.0, 447.0, 36.0], shoonya_1sBQD51OUAQJGJ, 6473071]
[paragraph, [168.0, 334.0, 447.0, 36.0], shoonya_1sBQD51OUAQJGJ, 6473071]
[author, [942.0, 317.0, 130.0, 36.0], shoonya_13sCS16SUUBO9K, 6473071]
[paragraph, [169.0, 400.0, 445.0, 36.0], shoonya_8s6RIGRC63UQJO, 6473071]
[paragraph, [169.0, 436.0, 445.0, 36.0], shoonya_8s6RIGRC63UQJO, 6473071]
[paragraph, [169.0, 472.0, 445.0, 36.0], shoonya_8s6RIGRC63UQJO, 6473071]
[paragraph, [169.0, 508.0, 445.0, 36.0], shoonya_8s6RIGRC63UQJO, 6473071]
[paragraph, [169.0, 544.0, 445.0, 36.0], shoonya_8s6RIGRC63UQJO, 6473071]
[paragraph, [169.0, 580.0, 445.0, 36.0], shoonya_8s6RIGRC63UQJO, 6473071]
[paragraph, [165.0, 635.0, 448.0, 36.0], shoonya_12sTMGTVZ89ZCA, 6473071]
[paragraph, [170.0, 700.0, 442.0, 36.0], shoonya_9sPTC7GH2MRSK0, 6473071]
[paragraph, [169.0, 768.0, 449.0, 36.0], shoonya_14sOYZIA9RT41F, 6473071]
[paragraph, [169.0, 804.0, 449.0, 36.0], shoonya_14sOYZIA9RT41F, 6473071]
[paragraph, [167.0, 864.0, 448.0, 36.0], shoonya_3s51IRX2TQWNU9, 6473071]
[paragraph, [167.0, 900.0, 448.0, 36.0], shoonya_3s51IRX2TQWNU9, 6473071]
[paragraph, [167.0, 936.0, 448.0, 36.0], shoonya_3s51IRX2TQWNU9, 6473071]
[paragraph, [167.0, 972.0, 448.0, 36.0], shoonya_3s51IRX2TQWNU9, 6473071]
[paragraph, [167.0, 1008.0, 448.0, 36.0], shoonya_3s51IRX2TQWNU9, 6473071]
[paragraph, [738.0, 899.0, 211.0, 36.0], Ap3g79qYvs, 6473071]
[paragraph, [738.0, 935.0, 211.0, 36.0], Ap3g79qYvs, 6473071]
[paragraph, [738.0, 971.0, 211.0, 36.0], Ap3g79qYvs, 6473071]
[paragraph, [738.0, 1007.0, 211.0, 36.0], Ap3g79qYvs, 6473071]
[paragraph, [740.0, 1059.0, 211.0, 36.0], TU3E6vKEpX, 6473071]
[paragraph, [740.0, 1095.0, 211.0, 36.0], TU3E6vKEpX, 6473071]
[paragraph, [740.0, 1131.0, 211.0, 36.0], TU3E6vKEpX, 6473071]
[paragraph, [168.0, 1067.0, 444.0, 36.0], shoonya_7sNZSVXH9P13IS, 6473071]
[paragraph, [168.0, 1103.0, 444.0, 36.0], shoonya_7sNZSVXH9P13IS, 6473071]
[paragraph, [168.0, 1139.0, 444.0, 36.0], shoonya_7sNZSVXH9P13IS, 6473071]
[paragraph, [168.0, 1175.0, 444.0, 36.0], shoonya_7sNZSVXH9P13IS, 6473071]
[paragraph, [725.0, 1210.0, 237.0, 36.0], 0Aw4eqq0V1, 6473071]
[paragraph, [725.0, 1246.0, 237.0, 36.0], 0Aw4eqq0V1, 6473071]
[paragraph, [725.0, 1282.0, 237.0, 36.0], 0Aw4eqq0V1, 6473071]
[paragraph, [725.0, 1318.0, 237.0, 36.0], 0Aw4eqq0V1, 6473071]
[paragraph, [725.0, 1354.0, 237.0, 36.0], 0Aw4eqq0V1, 6473071]
[paragraph, [725.0, 1390.0, 237.0, 36.0], 0Aw4eqq0V1, 6473071]
[paragraph, [725.0, 1426.0, 237.0, 36.0], 0Aw4eqq0V1, 6473071]
[paragraph, [169.0, 1234.0, 438.0, 36.0], shoonya_2sK0D5XOM1U273, 6473071]
[paragraph, [169.0, 1270.0, 438.0, 36.0], shoonya_2sK0D5XOM1U273, 6473071]
[paragraph, [169.0, 1306.0, 438.0, 36.0], shoonya_2sK0D5XOM1U273, 6473071]
[paragraph, [169.0, 1342.0, 438.0, 36.0], shoonya_2sK0D5XOM1U273, 6473071]
[paragraph, [169.0, 1378.0, 438.0, 36.0], shoonya_2sK0D5XOM1U273, 6473071]
[paragraph, [169.0, 1414.0, 438.0, 36.0], shoonya_2sK0D5XOM1U273, 6473071]
[paragraph, [169.0, 1450.0, 438.0, 36.0], shoonya_2sK0D5XOM1U273, 6473071]
