[1350, 900]
[folio, [190.0, 174.0, 206.0, 18.0], RWB3gYMKO2, 5760034]
[folio, [190.0, 192.0, 206.0, 18.0], RWB3gYMKO2, 5760034]
[paragraph, [167.0, 226.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 244.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 262.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 280.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 298.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 316.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 334.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 352.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 370.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 388.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 406.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 424.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 442.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 460.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 478.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 496.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 514.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 532.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 550.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 568.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 586.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 604.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 622.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 640.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 658.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 676.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 694.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 712.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 730.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 748.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 766.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 784.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 802.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 820.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 838.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 856.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 874.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 892.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 910.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 928.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [167.0, 946.0, 566.0, 18.0], shoonya_0sEDZY201844GE, 5760034]
[paragraph, [169.0, 961.0, 564.0, 18.0], shoonya_2sOFHVAS3M5BFV, 5760034]
[paragraph, [169.0, 979.0, 564.0, 18.0], shoonya_2sOFHVAS3M5BFV, 5760034]
[paragraph, [169.0, 997.0, 564.0, 18.0], shoonya_2sOFHVAS3M5BFV, 5760034]
[paragraph, [169.0, 1015.0, 564.0, 18.0], shoonya_2sOFHVAS3M5BFV, 5760034]
[paragraph, [166.0, 1052.0, 562.0, 18.0], shoonya_1sL060A0CXW35G, 5760034]
[paragraph, [166.0, 1070.0, 562.0, 18.0], shoonya_1sL060A0CXW35G, 5760034]
[paragraph, [166.0, 1088.0, 562.0, 18.0], shoonya_1sL060A0CXW35G, 5760034]
