[792, 612]
[ordered-list, [74.0, 54.0, 468.0, 18.0], Jv8l86ocEN, 5717652]
[ordered-list, [74.0, 72.0, 468.0, 18.0], Jv8l86ocEN, 5717652]
[ordered-list, [74.0, 90.0, 468.0, 18.0], Jv8l86ocEN, 5717652]
[ordered-list, [74.0, 108.0, 468.0, 18.0], Jv8l86ocEN, 5717652]
[ordered-list, [74.0, 126.0, 468.0, 18.0], Jv8l86ocEN, 5717652]
[ordered-list, [70.0, 161.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 179.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 197.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 215.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 233.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 251.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 269.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 287.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 305.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 323.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 341.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 359.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 377.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 395.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 413.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 431.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 449.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 467.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 485.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 503.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 521.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 539.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 557.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 575.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 593.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 611.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 629.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 647.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[ordered-list, [70.0, 665.0, 473.0, 18.0], o3NyPx5xro, 5717652]
[sub-ordered-list, [78.0, 378.0, 458.0, 18.0], Dz8IQnS0-y, 5717652]
[sub-ordered-list, [78.0, 396.0, 458.0, 18.0], Dz8IQnS0-y, 5717652]
[sub-ordered-list, [78.0, 414.0, 458.0, 18.0], Dz8IQnS0-y, 5717652]
[sub-ordered-list, [78.0, 432.0, 458.0, 18.0], Dz8IQnS0-y, 5717652]
[sub-ordered-list, [78.0, 450.0, 458.0, 18.0], Dz8IQnS0-y, 5717652]
[sub-ordered-list, [78.0, 468.0, 458.0, 18.0], Dz8IQnS0-y, 5717652]
[sub-ordered-list, [78.0, 486.0, 458.0, 18.0], Dz8IQnS0-y, 5717652]
[sub-ordered-list, [78.0, 504.0, 458.0, 18.0], Dz8IQnS0-y, 5717652]
[sub-ordered-list, [78.0, 522.0, 458.0, 18.0], Dz8IQnS0-y, 5717652]
[sub-ordered-list, [78.0, 540.0, 458.0, 18.0], Dz8IQnS0-y, 5717652]
[sub-ordered-list, [78.0, 558.0, 458.0, 18.0], Dz8IQnS0-y, 5717652]
[sub-ordered-list, [78.0, 576.0, 458.0, 18.0], Dz8IQnS0-y, 5717652]
