[1571, 1128]
[folio, [118.0, 85.0, 291.0, 36.0], 4sOBn3x176, 6472944]
[headline, [509.0, 202.0, 345.0, 37.5], vJSorkvH2J, 6472944]
[headline, [509.0, 239.5, 345.0, 37.5], vJSorkvH2J, 6472944]
[headline, [509.0, 277.0, 345.0, 37.5], vJSorkvH2J, 6472944]
[headline, [509.0, 314.5, 345.0, 37.5], vJSorkvH2J, 6472944]
[headline, [509.0, 352.0, 345.0, 37.5], vJSorkvH2J, 6472944]
[headline, [509.0, 389.5, 345.0, 37.5], vJSorkvH2J, 6472944]
[headline, [509.0, 427.0, 345.0, 37.5], vJSorkvH2J, 6472944]
[headline, [509.0, 464.5, 345.0, 37.5], vJSorkvH2J, 6472944]
[headline, [509.0, 502.0, 345.0, 37.5], vJSorkvH2J, 6472944]
[paragraph, [650.0, 572.0, 378.0, 36.0], RF1BYwc7mi, 6472944]
[paragraph, [650.0, 608.0, 378.0, 36.0], RF1BYwc7mi, 6472944]
[paragraph, [256.0, 573.0, 383.0, 36.0], gQ7OL9Xr3L, 6472944]
[paragraph, [256.0, 609.0, 383.0, 36.0], gQ7OL9Xr3L, 6472944]
[paragraph, [256.0, 645.0, 383.0, 36.0], gQ7OL9Xr3L, 6472944]
[paragraph, [256.0, 681.0, 383.0, 36.0], gQ7OL9Xr3L, 6472944]
[paragraph, [256.0, 717.0, 383.0, 36.0], gQ7OL9Xr3L, 6472944]
[paragraph, [652.0, 679.0, 378.0, 36.0], shoonya_0sFA04XF3IGDCD, 6472944]
[paragraph, [652.0, 715.0, 378.0, 36.0], shoonya_0sFA04XF3IGDCD, 6472944]
[paragraph, [652.0, 751.0, 378.0, 36.0], shoonya_0sFA04XF3IGDCD, 6472944]
[paragraph, [652.0, 787.0, 378.0, 36.0], shoonya_0sFA04XF3IGDCD, 6472944]
[paragraph, [652.0, 823.0, 378.0, 36.0], shoonya_0sFA04XF3IGDCD, 6472944]
[paragraph, [652.0, 859.0, 378.0, 36.0], shoonya_0sFA04XF3IGDCD, 6472944]
[paragraph, [652.0, 895.0, 378.0, 36.0], shoonya_0sFA04XF3IGDCD, 6472944]
[paragraph, [652.0, 931.0, 378.0, 36.0], shoonya_0sFA04XF3IGDCD, 6472944]
[paragraph, [652.0, 967.0, 378.0, 36.0], shoonya_0sFA04XF3IGDCD, 6472944]
[paragraph, [652.0, 1003.0, 378.0, 36.0], shoonya_0sFA04XF3IGDCD, 6472944]
[paragraph, [652.0, 1039.0, 378.0, 36.0], shoonya_0sFA04XF3IGDCD, 6472944]
[paragraph, [652.0, 1075.0, 378.0, 36.0], shoonya_0sFA04XF3IGDCD, 6472944]
[paragraph, [652.0, 1111.0, 378.0, 36.0], shoonya_0sFA04XF3IGDCD, 6472944]
[paragraph, [256.0, 779.0, 380.0, 36.0], 0haHCT6BMV, 6472944]
[paragraph, [256.0, 815.0, 380.0, 36.0], 0haHCT6BMV, 6472944]
[paragraph, [256.0, 851.0, 380.0, 36.0], 0haHCT6BMV, 6472944]
[paragraph, [256.0, 887.0, 380.0, 36.0], 0haHCT6BMV, 6472944]
[paragraph, [256.0, 923.0, 380.0, 36.0], 0haHCT6BMV, 6472944]
[paragraph, [256.0, 959.0, 380.0, 36.0], 0haHCT6BMV, 6472944]
[paragraph, [256.0, 995.0, 380.0, 36.0], 0haHCT6BMV, 6472944]
[paragraph, [256.0, 1031.0, 380.0, 36.0], 0haHCT6BMV, 6472944]
[paragraph, [256.0, 1067.0, 380.0, 36.0], 0haHCT6BMV, 6472944]
[paragraph, [256.0, 1103.0, 380.0, 36.0], 0haHCT6BMV, 6472944]
[paragraph, [256.0, 1139.0, 380.0, 36.0], 0haHCT6BMV, 6472944]
[paragraph, [650.0, 1153.0, 383.0, 36.0], aQtVD_rYYG, 6472944]
[paragraph, [650.0, 1189.0, 383.0, 36.0], aQtVD_rYYG, 6472944]
[paragraph, [650.0, 1225.0, 383.0, 36.0], aQtVD_rYYG, 6472944]
[paragraph, [650.0, 1261.0, 383.0, 36.0], aQtVD_rYYG, 6472944]
[paragraph, [650.0, 1297.0, 383.0, 36.0], aQtVD_rYYG, 6472944]
[paragraph, [650.0, 1333.0, 383.0, 36.0], aQtVD_rYYG, 6472944]
[paragraph, [650.0, 1369.0, 383.0, 36.0], aQtVD_rYYG, 6472944]
[paragraph, [253.0, 1203.0, 383.0, 36.0], hIbMmV_Qxg, 6472944]
[sidebar, [119.0, 1280.0, 518.0, 36.0], jaT_Ctza-q, 6472944]
[sidebar, [119.0, 1316.0, 518.0, 36.0], jaT_Ctza-q, 6472944]
[sidebar, [119.0, 1352.0, 518.0, 36.0], jaT_Ctza-q, 6472944]
[sidebar, [119.0, 1388.0, 518.0, 36.0], jaT_Ctza-q, 6472944]
