[1004, 650]
[paragraph, [58.0, 110.0, 523.0, 18.0], 2Dv381iTiE, 5740916]
[paragraph, [58.0, 128.0, 523.0, 18.0], 2Dv381iTiE, 5740916]
[paragraph, [58.0, 146.0, 523.0, 18.0], 2Dv381iTiE, 5740916]
[paragraph, [58.0, 164.0, 523.0, 18.0], 2Dv381iTiE, 5740916]
[paragraph, [58.0, 182.0, 523.0, 18.0], 2Dv381iTiE, 5740916]
[paragraph, [58.0, 200.0, 523.0, 18.0], 2Dv381iTiE, 5740916]
[paragraph, [58.0, 218.0, 523.0, 18.0], 2Dv381iTiE, 5740916]
[paragraph, [58.0, 236.0, 523.0, 18.0], 2Dv381iTiE, 5740916]
[paragraph, [58.0, 254.0, 523.0, 18.0], 2Dv381iTiE, 5740916]
[paragraph, [58.0, 272.0, 523.0, 18.0], 2Dv381iTiE, 5740916]
[paragraph, [56.0, 311.0, 526.0, 18.0], cw0e6NRB1k, 5740916]
[paragraph, [56.0, 329.0, 526.0, 18.0], cw0e6NRB1k, 5740916]
[paragraph, [56.0, 347.0, 526.0, 18.0], cw0e6NRB1k, 5740916]
[paragraph, [56.0, 365.0, 526.0, 18.0], cw0e6NRB1k, 5740916]
[paragraph, [56.0, 383.0, 526.0, 18.0], cw0e6NRB1k, 5740916]
[paragraph, [56.0, 401.0, 526.0, 18.0], cw0e6NRB1k, 5740916]
[paragraph, [56.0, 419.0, 526.0, 18.0], cw0e6NRB1k, 5740916]
[paragraph, [56.0, 437.0, 526.0, 18.0], cw0e6NRB1k, 5740916]
[paragraph, [56.0, 455.0, 526.0, 18.0], cw0e6NRB1k, 5740916]
[paragraph, [57.0, 480.0, 520.0, 18.0], S0y59befkJ, 5740916]
[paragraph, [57.0, 498.0, 520.0, 18.0], S0y59befkJ, 5740916]
[paragraph, [57.0, 516.0, 520.0, 18.0], S0y59befkJ, 5740916]
[paragraph, [57.0, 534.0, 520.0, 18.0], S0y59befkJ, 5740916]
[paragraph, [57.0, 552.0, 520.0, 18.0], S0y59befkJ, 5740916]
[paragraph, [57.0, 570.0, 520.0, 18.0], S0y59befkJ, 5740916]
[paragraph, [57.0, 588.0, 520.0, 18.0], S0y59befkJ, 5740916]
[paragraph, [57.0, 606.0, 520.0, 18.0], S0y59befkJ, 5740916]
[paragraph, [57.0, 624.0, 520.0, 18.0], S0y59befkJ, 5740916]
[paragraph, [63.0, 647.0, 521.0, 18.0], IoRIgjuqKm, 5740916]
[paragraph, [63.0, 665.0, 521.0, 18.0], IoRIgjuqKm, 5740916]
[paragraph, [63.0, 683.0, 521.0, 18.0], IoRIgjuqKm, 5740916]
[paragraph, [63.0, 701.0, 521.0, 18.0], IoRIgjuqKm, 5740916]
[paragraph, [63.0, 719.0, 521.0, 18.0], IoRIgjuqKm, 5740916]
[paragraph, [59.0, 750.0, 531.0, 18.0], kslZs-r09_, 5740916]
[paragraph, [59.0, 768.0, 531.0, 18.0], kslZs-r09_, 5740916]
[paragraph, [59.0, 786.0, 531.0, 18.0], kslZs-r09_, 5740916]
[paragraph, [59.0, 804.0, 531.0, 18.0], kslZs-r09_, 5740916]
[paragraph, [59.0, 822.0, 531.0, 18.0], kslZs-r09_, 5740916]
[paragraph, [59.0, 840.0, 531.0, 18.0], kslZs-r09_, 5740916]
[paragraph, [59.0, 858.0, 531.0, 18.0], kslZs-r09_, 5740916]
[paragraph, [59.0, 876.0, 531.0, 18.0], kslZs-r09_, 5740916]
[paragraph, [59.0, 894.0, 531.0, 18.0], kslZs-r09_, 5740916]
[paragraph, [59.0, 912.0, 531.0, 18.0], kslZs-r09_, 5740916]
[paragraph, [59.0, 930.0, 531.0, 18.0], kslZs-r09_, 5740916]
[footnote, [352.0, 966.0, 237.0, 18.0], SqT3c5u_GE, 5740916]
