[595, 454]
[section-title, [269.0, 18.0, 103.0, 30.0], Xd14TsuCOS, 6459899]
[sub-section-title, [321.0, 58.0, 73.0, 25.5], OEP65vjY1S, 6459899]
[paragraph, [272.0, 86.0, 162.0, 18.0], cC0_i6AS6A, 6459899]
[paragraph, [272.0, 104.0, 162.0, 18.0], cC0_i6AS6A, 6459899]
[paragraph, [272.0, 122.0, 162.0, 18.0], cC0_i6AS6A, 6459899]
[paragraph, [272.0, 140.0, 162.0, 18.0], cC0_i6AS6A, 6459899]
[paragraph, [22.0, 254.0, 163.0, 18.0], BkAm4gaXDe, 6459899]
[paragraph, [22.0, 272.0, 163.0, 18.0], BkAm4gaXDe, 6459899]
[paragraph, [22.0, 290.0, 163.0, 18.0], BkAm4gaXDe, 6459899]
[paragraph, [22.0, 308.0, 163.0, 18.0], BkAm4gaXDe, 6459899]
[paragraph, [22.0, 326.0, 163.0, 18.0], BkAm4gaXDe, 6459899]
[paragraph, [272.0, 419.0, 162.0, 18.0], y7NQev6ZyC, 6459899]
[paragraph, [272.0, 437.0, 162.0, 18.0], y7NQev6ZyC, 6459899]
[paragraph, [272.0, 455.0, 162.0, 18.0], y7NQev6ZyC, 6459899]
[paragraph, [272.0, 473.0, 162.0, 18.0], y7NQev6ZyC, 6459899]
[paragraph, [272.0, 491.0, 162.0, 18.0], y7NQev6ZyC, 6459899]
[paragraph, [272.0, 509.0, 162.0, 18.0], y7NQev6ZyC, 6459899]
[paragraph, [272.0, 527.0, 162.0, 18.0], y7NQev6ZyC, 6459899]
[paragraph, [272.0, 545.0, 162.0, 18.0], y7NQev6ZyC, 6459899]
