[2200, 1700]
[paragraph, [276.0, 213.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 249.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 285.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 321.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 357.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 393.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 429.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 465.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 501.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 537.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 573.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 609.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 645.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 681.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 717.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 753.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 789.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 825.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 861.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 897.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 933.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 969.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 1005.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 1041.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 1077.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 1113.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 1149.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 1185.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 1221.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 1257.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 1293.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [276.0, 1329.0, 1139.0, 36.0], shoonya_1sCKFMD3085RC7, 5686755]
[paragraph, [279.0, 1414.0, 1143.0, 36.0], shoonya_0sRR4ZI42U35I9, 5686755]
[paragraph, [279.0, 1450.0, 1143.0, 36.0], shoonya_0sRR4ZI42U35I9, 5686755]
[paragraph, [279.0, 1486.0, 1143.0, 36.0], shoonya_0sRR4ZI42U35I9, 5686755]
[paragraph, [279.0, 1522.0, 1143.0, 36.0], shoonya_0sRR4ZI42U35I9, 5686755]
[paragraph, [279.0, 1558.0, 1143.0, 36.0], shoonya_0sRR4ZI42U35I9, 5686755]
[paragraph, [279.0, 1594.0, 1143.0, 36.0], shoonya_0sRR4ZI42U35I9, 5686755]
[paragraph, [279.0, 1630.0, 1143.0, 36.0], shoonya_0sRR4ZI42U35I9, 5686755]
[paragraph, [279.0, 1666.0, 1143.0, 36.0], shoonya_0sRR4ZI42U35I9, 5686755]
[paragraph, [279.0, 1702.0, 1143.0, 36.0], shoonya_0sRR4ZI42U35I9, 5686755]
[paragraph, [279.0, 1738.0, 1143.0, 36.0], shoonya_0sRR4ZI42U35I9, 5686755]
[paragraph, [279.0, 1774.0, 1143.0, 36.0], shoonya_0sRR4ZI42U35I9, 5686755]
[paragraph, [279.0, 1810.0, 1143.0, 36.0], shoonya_0sRR4ZI42U35I9, 5686755]
[paragraph, [279.0, 1846.0, 1143.0, 36.0], shoonya_0sRR4ZI42U35I9, 5686755]
[paragraph, [279.0, 1882.0, 1143.0, 36.0], shoonya_0sRR4ZI42U35I9, 5686755]
