[1447, 1063]
[folio, [432.0, 58.0, 193.0, 18.0], plzKvb7mp-, 5762407]
[ordered-list, [86.0, 87.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 105.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 123.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 141.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 159.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 177.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 195.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 213.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 231.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 249.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 267.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 285.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 303.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 321.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 339.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 357.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 375.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 393.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 411.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 429.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 447.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 465.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 483.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 501.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 519.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 537.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 555.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 573.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 591.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 609.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 627.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 645.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 663.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 681.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 699.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 717.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 735.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 753.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 771.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 789.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 807.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 825.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 843.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 861.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 879.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 897.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 915.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 933.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 951.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 969.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 987.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 1005.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 1023.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 1041.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 1059.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 1077.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 1095.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 1113.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 1131.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 1149.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 1167.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 1185.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 1203.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 1221.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 1239.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 1257.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
[ordered-list, [86.0, 1275.0, 446.0, 18.0], shoonya_0sN57HZENKG0PS, 5762407]
