[2342, 1656]
[chapter-title, [104.0, 127.0, 791.0, 70.5], HXHaIWCL-w, 5656199]
[chapter-title, [104.0, 197.5, 791.0, 70.5], HXHaIWCL-w, 5656199]
[figure-caption, [361.0, 428.0, 829.0, 36.0], h9zk6fUoVT, 5656199]
[figure-caption, [361.0, 464.0, 829.0, 36.0], h9zk6fUoVT, 5656199]
[figure-caption, [361.0, 500.0, 829.0, 36.0], h9zk6fUoVT, 5656199]
[figure-caption, [361.0, 536.0, 829.0, 36.0], h9zk6fUoVT, 5656199]
[figure-caption, [386.0, 639.0, 1133.0, 36.0], Rt2B8wfnEP, 5656199]
[figure-caption, [386.0, 675.0, 1133.0, 36.0], Rt2B8wfnEP, 5656199]
[figure-caption, [386.0, 711.0, 1133.0, 36.0], Rt2B8wfnEP, 5656199]
[figure-caption, [386.0, 747.0, 1133.0, 36.0], Rt2B8wfnEP, 5656199]
[figure-caption, [386.0, 783.0, 1133.0, 36.0], Rt2B8wfnEP, 5656199]
[figure-caption, [390.0, 892.0, 753.0, 36.0], Tv8JzgS7lE, 5656199]
[figure-caption, [390.0, 928.0, 753.0, 36.0], Tv8JzgS7lE, 5656199]
[figure-caption, [390.0, 964.0, 753.0, 36.0], Tv8JzgS7lE, 5656199]
[figure-caption, [367.0, 1050.0, 1136.0, 36.0], zzBetEXc1C, 5656199]
[figure-caption, [367.0, 1086.0, 1136.0, 36.0], zzBetEXc1C, 5656199]
[figure-caption, [367.0, 1122.0, 1136.0, 36.0], zzBetEXc1C, 5656199]
[figure-caption, [367.0, 1158.0, 1136.0, 36.0], zzBetEXc1C, 5656199]
[figure-caption, [373.0, 1238.0, 989.0, 36.0], 1QVfLX0JYj, 5656199]
[figure-caption, [373.0, 1274.0, 989.0, 36.0], 1QVfLX0JYj, 5656199]
[figure-caption, [373.0, 1310.0, 989.0, 36.0], 1QVfLX0JYj, 5656199]
[figure-caption, [363.0, 1410.0, 1150.0, 36.0], gv_29_1Usp, 5656199]
[figure-caption, [363.0, 1446.0, 1150.0, 36.0], gv_29_1Usp, 5656199]
[figure-caption, [363.0, 1482.0, 1150.0, 36.0], gv_29_1Usp, 5656199]
[figure-caption, [363.0, 1518.0, 1150.0, 36.0], gv_29_1Usp, 5656199]
[figure-caption, [363.0, 1554.0, 1150.0, 36.0], gv_29_1Usp, 5656199]
[figure-caption, [377.0, 1654.0, 1179.0, 36.0], su_wUFEec4, 5656199]
[figure-caption, [377.0, 1690.0, 1179.0, 36.0], su_wUFEec4, 5656199]
[figure-caption, [377.0, 1726.0, 1179.0, 36.0], su_wUFEec4, 5656199]
[figure-caption, [377.0, 1762.0, 1179.0, 36.0], su_wUFEec4, 5656199]
