[6000, 4167]
[folio, [1375.0, 619.0, 1526.0, 52.5], ECDjLXuJq2, 5720943]
[folio, [1375.0, 671.5, 1526.0, 52.5], ECDjLXuJq2, 5720943]
[paragraph, [581.0, 897.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 949.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1002.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1054.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1107.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1159.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1212.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1264.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1317.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1369.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1422.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1474.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1527.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1579.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1632.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1684.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1737.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1789.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1842.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1894.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1947.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 1999.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2052.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2104.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2157.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2209.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2262.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2314.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2367.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2419.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2472.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2524.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2577.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2629.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2682.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2734.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2787.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2839.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2892.0, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [581.0, 2944.5, 2993.0, 52.5], shoonya_0sXHGHDH2ACT7Z, 5720943]
[paragraph, [609.0, 3161.0, 2948.0, 52.5], whImQvl9iY, 5720943]
[paragraph, [609.0, 3213.5, 2948.0, 52.5], whImQvl9iY, 5720943]
[paragraph, [609.0, 3266.0, 2948.0, 52.5], whImQvl9iY, 5720943]
[paragraph, [609.0, 3318.5, 2948.0, 52.5], whImQvl9iY, 5720943]
[paragraph, [609.0, 3371.0, 2948.0, 52.5], whImQvl9iY, 5720943]
[paragraph, [609.0, 3423.5, 2948.0, 52.5], whImQvl9iY, 5720943]
[paragraph, [609.0, 3476.0, 2948.0, 52.5], whImQvl9iY, 5720943]
[paragraph, [609.0, 3528.5, 2948.0, 52.5], whImQvl9iY, 5720943]
[paragraph, [609.0, 3581.0, 2948.0, 52.5], whImQvl9iY, 5720943]
[paragraph, [609.0, 3633.5, 2948.0, 52.5], whImQvl9iY, 5720943]
[paragraph, [609.0, 3686.0, 2948.0, 52.5], whImQvl9iY, 5720943]
[paragraph, [583.0, 3860.0, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 3912.5, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 3965.0, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4017.5, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4070.0, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4122.5, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4175.0, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4227.5, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4280.0, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4332.5, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4385.0, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4437.5, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4490.0, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4542.5, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4595.0, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4647.5, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4700.0, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4752.5, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4805.0, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4857.5, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4910.0, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 4962.5, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 5015.0, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
[paragraph, [583.0, 5067.5, 3015.0, 52.5], shoonya_1sYXOXMMLG5JNC, 5720943]
