[1625, 1211]
[headline, [127.0, 87.0, 601.0, 37.5], shoonya_1s83X2JHT6BZLH, 5743004]
[paragraph, [788.0, 95.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 131.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 167.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 203.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 239.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 275.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 311.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 347.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 383.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 419.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 455.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 491.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 527.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 563.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 599.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 635.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 671.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 707.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 743.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 779.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 815.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 851.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 887.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 923.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 959.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 995.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 1031.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 1067.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 1103.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 1139.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 1175.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 1211.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 1247.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 1283.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 1319.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 1355.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 1391.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [788.0, 1427.0, 351.0, 36.0], HR25winsOw, 5743004]
[paragraph, [74.0, 222.0, 341.0, 36.0], 40iIPbTe55, 5743004]
[paragraph, [74.0, 258.0, 341.0, 36.0], 40iIPbTe55, 5743004]
[paragraph, [74.0, 294.0, 341.0, 36.0], 40iIPbTe55, 5743004]
[paragraph, [74.0, 330.0, 341.0, 36.0], 40iIPbTe55, 5743004]
[paragraph, [74.0, 366.0, 341.0, 36.0], 40iIPbTe55, 5743004]
[paragraph, [74.0, 402.0, 341.0, 36.0], 40iIPbTe55, 5743004]
[paragraph, [74.0, 438.0, 341.0, 36.0], 40iIPbTe55, 5743004]
[paragraph, [74.0, 474.0, 341.0, 36.0], 40iIPbTe55, 5743004]
[paragraph, [74.0, 510.0, 341.0, 36.0], 40iIPbTe55, 5743004]
[paragraph, [74.0, 546.0, 341.0, 36.0], 40iIPbTe55, 5743004]
[paragraph, [74.0, 582.0, 341.0, 36.0], 40iIPbTe55, 5743004]
[paragraph, [74.0, 618.0, 341.0, 36.0], 40iIPbTe55, 5743004]
[paragraph, [74.0, 654.0, 341.0, 36.0], 40iIPbTe55, 5743004]
[paragraph, [74.0, 690.0, 341.0, 36.0], 40iIPbTe55, 5743004]
[paragraph, [430.0, 225.0, 337.0, 36.0], U-kN6lwYB8, 5743004]
[paragraph, [430.0, 261.0, 337.0, 36.0], U-kN6lwYB8, 5743004]
[paragraph, [430.0, 297.0, 337.0, 36.0], U-kN6lwYB8, 5743004]
[paragraph, [430.0, 333.0, 337.0, 36.0], U-kN6lwYB8, 5743004]
[paragraph, [430.0, 369.0, 337.0, 36.0], U-kN6lwYB8, 5743004]
[paragraph, [430.0, 405.0, 337.0, 36.0], U-kN6lwYB8, 5743004]
[paragraph, [430.0, 441.0, 337.0, 36.0], U-kN6lwYB8, 5743004]
[paragraph, [430.0, 477.0, 337.0, 36.0], U-kN6lwYB8, 5743004]
[paragraph, [430.0, 513.0, 337.0, 36.0], U-kN6lwYB8, 5743004]
[paragraph, [430.0, 549.0, 337.0, 36.0], U-kN6lwYB8, 5743004]
[paragraph, [428.0, 603.0, 341.0, 36.0], UHRz3edwIa, 5743004]
[paragraph, [428.0, 639.0, 341.0, 36.0], UHRz3edwIa, 5743004]
[paragraph, [428.0, 675.0, 341.0, 36.0], UHRz3edwIa, 5743004]
[author, [187.0, 756.0, 447.0, 36.0], _cSKEfQgrx, 5743004]
[paragraph, [430.0, 814.0, 337.0, 36.0], sx6xBtmyh8, 5743004]
[paragraph, [430.0, 850.0, 337.0, 36.0], sx6xBtmyh8, 5743004]
[paragraph, [72.0, 820.0, 334.0, 36.0], e9CphQNrCF, 5743004]
[paragraph, [72.0, 856.0, 334.0, 36.0], e9CphQNrCF, 5743004]
[paragraph, [72.0, 892.0, 334.0, 36.0], e9CphQNrCF, 5743004]
[paragraph, [72.0, 928.0, 334.0, 36.0], e9CphQNrCF, 5743004]
[paragraph, [72.0, 964.0, 334.0, 36.0], e9CphQNrCF, 5743004]
[paragraph, [72.0, 1000.0, 334.0, 36.0], e9CphQNrCF, 5743004]
[paragraph, [72.0, 1036.0, 334.0, 36.0], e9CphQNrCF, 5743004]
[paragraph, [72.0, 1072.0, 334.0, 36.0], e9CphQNrCF, 5743004]
[paragraph, [425.0, 903.0, 350.0, 36.0], PzF7VoBfpD, 5743004]
[paragraph, [425.0, 939.0, 350.0, 36.0], PzF7VoBfpD, 5743004]
[paragraph, [425.0, 975.0, 350.0, 36.0], PzF7VoBfpD, 5743004]
[paragraph, [425.0, 1011.0, 350.0, 36.0], PzF7VoBfpD, 5743004]
[paragraph, [425.0, 1047.0, 350.0, 36.0], PzF7VoBfpD, 5743004]
[paragraph, [425.0, 1083.0, 350.0, 36.0], PzF7VoBfpD, 5743004]
[paragraph, [425.0, 1119.0, 350.0, 36.0], PzF7VoBfpD, 5743004]
[paragraph, [425.0, 1155.0, 350.0, 36.0], PzF7VoBfpD, 5743004]
[paragraph, [425.0, 1191.0, 350.0, 36.0], PzF7VoBfpD, 5743004]
[paragraph, [425.0, 1227.0, 350.0, 36.0], PzF7VoBfpD, 5743004]
[paragraph, [425.0, 1263.0, 350.0, 36.0], PzF7VoBfpD, 5743004]
[paragraph, [425.0, 1299.0, 350.0, 36.0], PzF7VoBfpD, 5743004]
[paragraph, [425.0, 1335.0, 350.0, 36.0], PzF7VoBfpD, 5743004]
[paragraph, [425.0, 1371.0, 350.0, 36.0], PzF7VoBfpD, 5743004]
[paragraph, [425.0, 1407.0, 350.0, 36.0], PzF7VoBfpD, 5743004]
[paragraph, [425.0, 1443.0, 350.0, 36.0], PzF7VoBfpD, 5743004]
[paragraph, [74.0, 1147.0, 337.0, 36.0], i5tDEkIkFg, 5743004]
[paragraph, [74.0, 1183.0, 337.0, 36.0], i5tDEkIkFg, 5743004]
[paragraph, [74.0, 1219.0, 337.0, 36.0], i5tDEkIkFg, 5743004]
[paragraph, [74.0, 1255.0, 337.0, 36.0], i5tDEkIkFg, 5743004]
[paragraph, [74.0, 1291.0, 337.0, 36.0], i5tDEkIkFg, 5743004]
[paragraph, [74.0, 1327.0, 337.0, 36.0], i5tDEkIkFg, 5743004]
[paragraph, [74.0, 1363.0, 337.0, 36.0], i5tDEkIkFg, 5743004]
[paragraph, [74.0, 1399.0, 337.0, 36.0], i5tDEkIkFg, 5743004]
[paragraph, [74.0, 1435.0, 337.0, 36.0], i5tDEkIkFg, 5743004]
[folio, [95.0, 1499.0, 92.0, 36.0], di9u8CWdHp, 5743004]
[folio, [428.0, 1499.0, 97.0, 36.0], gppBHpy-P7, 5743004]
