[2084, 1528]
[folio, [146.0, 33.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 69.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 105.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 141.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 177.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 213.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 249.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 285.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 321.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 357.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 393.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 429.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 465.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 501.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 537.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 573.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 609.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 645.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 681.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 717.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 753.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[folio, [146.0, 789.0, 678.0, 36.0], FwcgdbSgAd, 5712711]
[paragraph, [809.0, 99.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 135.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 171.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 207.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 243.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 279.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 315.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 351.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 387.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 423.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 459.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 495.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 531.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 567.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 603.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 639.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 675.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 711.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 747.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 783.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 819.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 855.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 891.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 927.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 963.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[paragraph, [809.0, 999.0, 663.0, 36.0], shoonya_1sD1M42IFNL7XE, 5712711]
[headline, [181.0, 194.0, 319.0, 67.5], _6tvP9lz4v, 5712711]
[author, [520.0, 256.0, 238.0, 36.0], SSdRm9zkyb, 5712711]
[folio, [449.0, 351.0, 295.0, 36.0], shoonya_5sEUEI5EK3AAEX, 5712711]
[paragraph, [130.0, 867.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 903.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 939.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 975.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1011.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
[paragraph, [130.0, 1047.0, 652.0, 36.0], shoonya_0sJNTK85GNZCRH, 5712711]
