[1806, 1262]
[folio, [329.0, 102.0, 755.0, 36.0], shoonya_5sESWTAO7M5VH0, 5680564]
[paragraph, [98.0, 178.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 214.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 250.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 286.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 322.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 358.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 394.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 430.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 466.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 502.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 538.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 574.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 610.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 646.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 682.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 718.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 754.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 790.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 826.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 862.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [98.0, 898.0, 501.0, 36.0], shoonya_1sSS2OQ35F82EW, 5680564]
[paragraph, [654.0, 181.0, 505.0, 36.0], shoonya_3s7GEOEKSQFUDZ, 5680564]
[paragraph, [654.0, 217.0, 505.0, 36.0], shoonya_3s7GEOEKSQFUDZ, 5680564]
[paragraph, [654.0, 253.0, 505.0, 36.0], shoonya_3s7GEOEKSQFUDZ, 5680564]
[paragraph, [654.0, 289.0, 505.0, 36.0], shoonya_3s7GEOEKSQFUDZ, 5680564]
[paragraph, [654.0, 325.0, 505.0, 36.0], shoonya_3s7GEOEKSQFUDZ, 5680564]
[paragraph, [654.0, 361.0, 505.0, 36.0], shoonya_3s7GEOEKSQFUDZ, 5680564]
[paragraph, [654.0, 397.0, 505.0, 36.0], shoonya_3s7GEOEKSQFUDZ, 5680564]
[paragraph, [654.0, 433.0, 505.0, 36.0], shoonya_3s7GEOEKSQFUDZ, 5680564]
[paragraph, [654.0, 469.0, 505.0, 36.0], shoonya_3s7GEOEKSQFUDZ, 5680564]
[paragraph, [654.0, 505.0, 505.0, 36.0], shoonya_3s7GEOEKSQFUDZ, 5680564]
[paragraph, [654.0, 541.0, 505.0, 36.0], shoonya_3s7GEOEKSQFUDZ, 5680564]
[paragraph, [656.0, 586.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 622.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 658.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 694.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 730.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 766.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 802.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 838.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 874.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 910.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 946.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 982.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 1018.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 1054.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 1090.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 1126.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 1162.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 1198.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 1234.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [656.0, 1270.0, 503.0, 36.0], yt1VgYojbQ, 5680564]
[paragraph, [99.0, 979.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1015.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1051.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1087.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1123.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1159.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1195.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1231.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1267.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1303.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1339.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1375.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1411.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1447.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1483.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1519.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1555.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1591.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1627.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [99.0, 1663.0, 510.0, 36.0], shoonya_0s7WIAVOJQI5EO, 5680564]
[paragraph, [653.0, 1342.0, 506.0, 36.0], shoonya_2sEFOV8OCCALWC, 5680564]
[paragraph, [653.0, 1378.0, 506.0, 36.0], shoonya_2sEFOV8OCCALWC, 5680564]
[paragraph, [653.0, 1414.0, 506.0, 36.0], shoonya_2sEFOV8OCCALWC, 5680564]
[paragraph, [653.0, 1450.0, 506.0, 36.0], shoonya_2sEFOV8OCCALWC, 5680564]
[paragraph, [653.0, 1486.0, 506.0, 36.0], shoonya_2sEFOV8OCCALWC, 5680564]
[paragraph, [653.0, 1522.0, 506.0, 36.0], shoonya_2sEFOV8OCCALWC, 5680564]
[paragraph, [653.0, 1558.0, 506.0, 36.0], shoonya_2sEFOV8OCCALWC, 5680564]
[paragraph, [653.0, 1594.0, 506.0, 36.0], shoonya_2sEFOV8OCCALWC, 5680564]
[paragraph, [653.0, 1630.0, 506.0, 36.0], shoonya_2sEFOV8OCCALWC, 5680564]
[paragraph, [653.0, 1666.0, 506.0, 36.0], shoonya_2sEFOV8OCCALWC, 5680564]
