[1008, 612]
[paragraph, [37.0, 66.0, 513.0, 18.0], shoonya_2s6RR60QZMTOYQ, 5717703]
[paragraph, [37.0, 84.0, 513.0, 18.0], shoonya_2s6RR60QZMTOYQ, 5717703]
[paragraph, [37.0, 102.0, 513.0, 18.0], shoonya_2s6RR60QZMTOYQ, 5717703]
[paragraph, [37.0, 120.0, 513.0, 18.0], shoonya_2s6RR60QZMTOYQ, 5717703]
[ordered-list, [46.0, 161.0, 508.0, 18.0], shoonya_3sD0M3BRHKCES6, 5717703]
[ordered-list, [46.0, 179.0, 508.0, 18.0], shoonya_3sD0M3BRHKCES6, 5717703]
[ordered-list, [46.0, 197.0, 508.0, 18.0], shoonya_3sD0M3BRHKCES6, 5717703]
[ordered-list, [46.0, 215.0, 508.0, 18.0], shoonya_3sD0M3BRHKCES6, 5717703]
[ordered-list, [46.0, 233.0, 508.0, 18.0], shoonya_3sD0M3BRHKCES6, 5717703]
[ordered-list, [46.0, 251.0, 508.0, 18.0], shoonya_3sD0M3BRHKCES6, 5717703]
[ordered-list, [46.0, 269.0, 508.0, 18.0], shoonya_3sD0M3BRHKCES6, 5717703]
[ordered-list, [46.0, 287.0, 508.0, 18.0], shoonya_3sD0M3BRHKCES6, 5717703]
[ordered-list, [46.0, 305.0, 508.0, 18.0], shoonya_3sD0M3BRHKCES6, 5717703]
[ordered-list, [46.0, 323.0, 508.0, 18.0], shoonya_3sD0M3BRHKCES6, 5717703]
[ordered-list, [46.0, 341.0, 508.0, 18.0], shoonya_3sD0M3BRHKCES6, 5717703]
[ordered-list, [46.0, 359.0, 508.0, 18.0], shoonya_3sD0M3BRHKCES6, 5717703]
[ordered-list, [46.0, 377.0, 508.0, 18.0], shoonya_3sD0M3BRHKCES6, 5717703]
[ordered-list, [46.0, 395.0, 508.0, 18.0], shoonya_3sD0M3BRHKCES6, 5717703]
[ordered-list, [46.0, 413.0, 508.0, 18.0], shoonya_3sD0M3BRHKCES6, 5717703]
[ordered-list, [57.0, 480.0, 514.0, 18.0], rSrf_KBgtb, 5717703]
[ordered-list, [57.0, 498.0, 514.0, 18.0], rSrf_KBgtb, 5717703]
[ordered-list, [57.0, 516.0, 514.0, 18.0], rSrf_KBgtb, 5717703]
[ordered-list, [57.0, 534.0, 514.0, 18.0], rSrf_KBgtb, 5717703]
[ordered-list, [57.0, 552.0, 514.0, 18.0], rSrf_KBgtb, 5717703]
[ordered-list, [57.0, 570.0, 514.0, 18.0], rSrf_KBgtb, 5717703]
[ordered-list, [57.0, 588.0, 514.0, 18.0], rSrf_KBgtb, 5717703]
[ordered-list, [57.0, 606.0, 514.0, 18.0], rSrf_KBgtb, 5717703]
[ordered-list, [57.0, 624.0, 514.0, 18.0], rSrf_KBgtb, 5717703]
[ordered-list, [57.0, 642.0, 514.0, 18.0], rSrf_KBgtb, 5717703]
[ordered-list, [57.0, 660.0, 514.0, 18.0], rSrf_KBgtb, 5717703]
[ordered-list, [57.0, 678.0, 514.0, 18.0], rSrf_KBgtb, 5717703]
[ordered-list, [57.0, 696.0, 514.0, 18.0], rSrf_KBgtb, 5717703]
[ordered-list, [57.0, 714.0, 514.0, 18.0], rSrf_KBgtb, 5717703]
[ordered-list, [57.0, 732.0, 514.0, 18.0], rSrf_KBgtb, 5717703]
[ordered-list, [57.0, 750.0, 514.0, 18.0], rSrf_KBgtb, 5717703]
[ordered-list, [57.0, 768.0, 514.0, 18.0], rSrf_KBgtb, 5717703]
[sub-ordered-list, [63.0, 611.0, 505.0, 18.0], UoxNzPGNry, 5717703]
[sub-ordered-list, [63.0, 629.0, 505.0, 18.0], UoxNzPGNry, 5717703]
[sub-ordered-list, [63.0, 647.0, 505.0, 18.0], UoxNzPGNry, 5717703]
[sub-ordered-list, [63.0, 665.0, 505.0, 18.0], UoxNzPGNry, 5717703]
[sub-ordered-list, [63.0, 683.0, 505.0, 18.0], UoxNzPGNry, 5717703]
[sub-ordered-list, [63.0, 701.0, 505.0, 18.0], UoxNzPGNry, 5717703]
[sub-ordered-list, [63.0, 719.0, 505.0, 18.0], UoxNzPGNry, 5717703]
[sub-ordered-list, [63.0, 737.0, 505.0, 18.0], UoxNzPGNry, 5717703]
[sub-ordered-list, [63.0, 755.0, 505.0, 18.0], UoxNzPGNry, 5717703]
[sub-ordered-list, [63.0, 773.0, 505.0, 18.0], UoxNzPGNry, 5717703]
[subsub-ordered-list, [86.0, 645.0, 468.0, 18.0], t98OjPi81h, 5717703]
[subsub-ordered-list, [86.0, 663.0, 468.0, 18.0], t98OjPi81h, 5717703]
[subsub-ordered-list, [86.0, 681.0, 468.0, 18.0], t98OjPi81h, 5717703]
[subsub-ordered-list, [86.0, 699.0, 468.0, 18.0], t98OjPi81h, 5717703]
[subsub-ordered-list, [86.0, 717.0, 468.0, 18.0], t98OjPi81h, 5717703]
[subsub-ordered-list, [86.0, 735.0, 468.0, 18.0], t98OjPi81h, 5717703]
[subsub-ordered-list, [86.0, 753.0, 468.0, 18.0], t98OjPi81h, 5717703]
[subsub-ordered-list, [86.0, 771.0, 468.0, 18.0], t98OjPi81h, 5717703]
