[1536, 1123]
[headline, [289.0, 70.0, 752.0, 37.5], gwQf1M3wf-, 5722681]
[headline, [289.0, 107.5, 752.0, 37.5], gwQf1M3wf-, 5722681]
[sub-headline, [440.0, 160.0, 432.0, 36.0], atDrlek9ey, 5722681]
[contact-info, [286.0, 197.0, 588.0, 36.0], e_bJ0oYy-0, 5722681]
[contact-info, [286.0, 233.0, 588.0, 36.0], e_bJ0oYy-0, 5722681]
[sub-headline, [328.0, 322.0, 466.0, 36.0], 4Yyxpv7d3z, 5722681]
[contact-info, [836.0, 445.0, 218.0, 36.0], bh-P4PxzfB, 5722681]
[contact-info, [836.0, 481.0, 218.0, 36.0], bh-P4PxzfB, 5722681]
[contact-info, [836.0, 517.0, 218.0, 36.0], bh-P4PxzfB, 5722681]
[contact-info, [836.0, 553.0, 218.0, 36.0], bh-P4PxzfB, 5722681]
[contact-info, [836.0, 589.0, 218.0, 36.0], bh-P4PxzfB, 5722681]
[contact-info, [575.0, 446.0, 252.0, 36.0], Ifewz5OgOf, 5722681]
[contact-info, [575.0, 482.0, 252.0, 36.0], Ifewz5OgOf, 5722681]
[contact-info, [575.0, 518.0, 252.0, 36.0], Ifewz5OgOf, 5722681]
[contact-info, [575.0, 554.0, 252.0, 36.0], Ifewz5OgOf, 5722681]
[contact-info, [575.0, 590.0, 252.0, 36.0], Ifewz5OgOf, 5722681]
[contact-info, [82.0, 450.0, 238.0, 36.0], aDXiEujhhM, 5722681]
[contact-info, [82.0, 486.0, 238.0, 36.0], aDXiEujhhM, 5722681]
[contact-info, [82.0, 522.0, 238.0, 36.0], aDXiEujhhM, 5722681]
[contact-info, [82.0, 558.0, 238.0, 36.0], aDXiEujhhM, 5722681]
[contact-info, [82.0, 594.0, 238.0, 36.0], aDXiEujhhM, 5722681]
[contact-info, [82.0, 630.0, 238.0, 36.0], aDXiEujhhM, 5722681]
[contact-info, [82.0, 666.0, 238.0, 36.0], aDXiEujhhM, 5722681]
[contact-info, [82.0, 702.0, 238.0, 36.0], aDXiEujhhM, 5722681]
[contact-info, [329.0, 452.0, 240.0, 36.0], 7N7YW_oHsB, 5722681]
[contact-info, [329.0, 488.0, 240.0, 36.0], 7N7YW_oHsB, 5722681]
[contact-info, [329.0, 524.0, 240.0, 36.0], 7N7YW_oHsB, 5722681]
[contact-info, [329.0, 560.0, 240.0, 36.0], 7N7YW_oHsB, 5722681]
[contact-info, [329.0, 596.0, 240.0, 36.0], 7N7YW_oHsB, 5722681]
[contact-info, [329.0, 632.0, 240.0, 36.0], 7N7YW_oHsB, 5722681]
[contact-info, [329.0, 668.0, 240.0, 36.0], 7N7YW_oHsB, 5722681]
[contact-info, [329.0, 704.0, 240.0, 36.0], 7N7YW_oHsB, 5722681]
[website-link, [589.0, 686.0, 468.0, 18.0], H1yWWDhP5B, 5722681]
[website-link, [589.0, 704.0, 468.0, 18.0], H1yWWDhP5B, 5722681]
[website-link, [589.0, 722.0, 468.0, 18.0], H1yWWDhP5B, 5722681]
[contact-info, [787.0, 819.0, 265.0, 36.0], Dbt71Jd_qU, 5722681]
[contact-info, [787.0, 855.0, 265.0, 36.0], Dbt71Jd_qU, 5722681]
[contact-info, [787.0, 891.0, 265.0, 36.0], Dbt71Jd_qU, 5722681]
[contact-info, [787.0, 927.0, 265.0, 36.0], Dbt71Jd_qU, 5722681]
[contact-info, [787.0, 963.0, 265.0, 36.0], Dbt71Jd_qU, 5722681]
[contact-info, [787.0, 999.0, 265.0, 36.0], Dbt71Jd_qU, 5722681]
[contact-info, [787.0, 1035.0, 265.0, 36.0], Dbt71Jd_qU, 5722681]
[contact-info, [787.0, 1071.0, 265.0, 36.0], Dbt71Jd_qU, 5722681]
[contact-info, [787.0, 1107.0, 265.0, 36.0], Dbt71Jd_qU, 5722681]
[contact-info, [787.0, 1143.0, 265.0, 36.0], Dbt71Jd_qU, 5722681]
[contact-info, [787.0, 1179.0, 265.0, 36.0], Dbt71Jd_qU, 5722681]
[contact-info, [787.0, 1215.0, 265.0, 36.0], Dbt71Jd_qU, 5722681]
[contact-info, [72.0, 826.0, 268.0, 36.0], qd-IppCMVx, 5722681]
[contact-info, [72.0, 862.0, 268.0, 36.0], qd-IppCMVx, 5722681]
[contact-info, [72.0, 898.0, 268.0, 36.0], qd-IppCMVx, 5722681]
[contact-info, [72.0, 934.0, 268.0, 36.0], qd-IppCMVx, 5722681]
[contact-info, [72.0, 970.0, 268.0, 36.0], qd-IppCMVx, 5722681]
[contact-info, [72.0, 1006.0, 268.0, 36.0], qd-IppCMVx, 5722681]
[contact-info, [72.0, 1042.0, 268.0, 36.0], qd-IppCMVx, 5722681]
[contact-info, [72.0, 1078.0, 268.0, 36.0], qd-IppCMVx, 5722681]
[contact-info, [72.0, 1114.0, 268.0, 36.0], qd-IppCMVx, 5722681]
[contact-info, [72.0, 1150.0, 268.0, 36.0], qd-IppCMVx, 5722681]
[contact-info, [72.0, 1186.0, 268.0, 36.0], qd-IppCMVx, 5722681]
[contact-info, [72.0, 1222.0, 268.0, 36.0], qd-IppCMVx, 5722681]
[contact-info, [405.0, 831.0, 325.0, 36.0], 8VNhxQRfIQ, 5722681]
[contact-info, [405.0, 867.0, 325.0, 36.0], 8VNhxQRfIQ, 5722681]
[contact-info, [405.0, 903.0, 325.0, 36.0], 8VNhxQRfIQ, 5722681]
[contact-info, [405.0, 939.0, 325.0, 36.0], 8VNhxQRfIQ, 5722681]
[contact-info, [405.0, 975.0, 325.0, 36.0], 8VNhxQRfIQ, 5722681]
[contact-info, [405.0, 1011.0, 325.0, 36.0], 8VNhxQRfIQ, 5722681]
[contact-info, [405.0, 1047.0, 325.0, 36.0], 8VNhxQRfIQ, 5722681]
[contact-info, [405.0, 1083.0, 325.0, 36.0], 8VNhxQRfIQ, 5722681]
[contact-info, [405.0, 1119.0, 325.0, 36.0], 8VNhxQRfIQ, 5722681]
[contact-info, [405.0, 1155.0, 325.0, 36.0], 8VNhxQRfIQ, 5722681]
[contact-info, [405.0, 1191.0, 325.0, 36.0], 8VNhxQRfIQ, 5722681]
[contact-info, [405.0, 1227.0, 325.0, 36.0], 8VNhxQRfIQ, 5722681]
[folio, [320.0, 1279.0, 482.0, 36.0], QtlTAw3d36, 5722681]
[contact-info, [80.0, 1325.0, 409.0, 36.0], Ar3mrUt1XL, 5722681]
[contact-info, [80.0, 1361.0, 409.0, 36.0], Ar3mrUt1XL, 5722681]
[footnote, [600.0, 1326.0, 168.0, 36.0], qv0wqH3fwA, 5722681]
[footnote, [600.0, 1362.0, 168.0, 36.0], qv0wqH3fwA, 5722681]
[footnote, [944.0, 1328.0, 109.0, 36.0], ZIjl4snOKd, 5722681]
[footnote, [944.0, 1364.0, 109.0, 36.0], ZIjl4snOKd, 5722681]
[footnote, [794.0, 1329.0, 129.0, 36.0], pGs-YXjiLS, 5722681]
[footnote, [794.0, 1365.0, 129.0, 36.0], pGs-YXjiLS, 5722681]
[contact-info, [77.0, 1409.0, 402.0, 36.0], JKESB6_ZUq, 5722681]
[contact-info, [77.0, 1445.0, 402.0, 36.0], JKESB6_ZUq, 5722681]
[website-link, [760.0, 1422.0, 280.0, 18.0], 45BhnlwWJi, 5722681]
[website-link, [760.0, 1440.0, 280.0, 18.0], 45BhnlwWJi, 5722681]
