[1365, 834]
[folio, [614.0, 70.0, 114.0, 18.0], gL8xd-ZLA8, 5781715]
[folio, [614.0, 88.0, 114.0, 18.0], gL8xd-ZLA8, 5781715]
[folio, [373.0, 128.0, 75.0, 18.0], shoonya_1sL5X9FJSMLU11, 5781715]
[ordered-list, [81.0, 161.0, 658.0, 18.0], 5e0MWO8mvO, 5781715]
[ordered-list, [81.0, 179.0, 658.0, 18.0], 5e0MWO8mvO, 5781715]
[ordered-list, [81.0, 197.0, 658.0, 18.0], 5e0MWO8mvO, 5781715]
[ordered-list, [81.0, 215.0, 658.0, 18.0], 5e0MWO8mvO, 5781715]
[ordered-list, [81.0, 233.0, 658.0, 18.0], 5e0MWO8mvO, 5781715]
[ordered-list, [81.0, 251.0, 658.0, 18.0], 5e0MWO8mvO, 5781715]
[ordered-list, [81.0, 269.0, 658.0, 18.0], 5e0MWO8mvO, 5781715]
[ordered-list, [81.0, 287.0, 658.0, 18.0], 5e0MWO8mvO, 5781715]
[ordered-list, [81.0, 305.0, 658.0, 18.0], 5e0MWO8mvO, 5781715]
[ordered-list, [81.0, 323.0, 658.0, 18.0], 5e0MWO8mvO, 5781715]
[ordered-list, [81.0, 341.0, 658.0, 18.0], 5e0MWO8mvO, 5781715]
[ordered-list, [81.0, 359.0, 658.0, 18.0], 5e0MWO8mvO, 5781715]
[ordered-list, [81.0, 377.0, 658.0, 18.0], 5e0MWO8mvO, 5781715]
[ordered-list, [81.0, 395.0, 658.0, 18.0], 5e0MWO8mvO, 5781715]
[ordered-list, [81.0, 413.0, 658.0, 18.0], 5e0MWO8mvO, 5781715]
[ordered-list, [81.0, 431.0, 658.0, 18.0], 5e0MWO8mvO, 5781715]
[ordered-list, [81.0, 449.0, 658.0, 18.0], 5e0MWO8mvO, 5781715]
[sub-ordered-list, [91.0, 187.0, 640.0, 18.0], shoonya_0sHXKXP7036SRA, 5781715]
[sub-ordered-list, [91.0, 205.0, 640.0, 18.0], shoonya_0sHXKXP7036SRA, 5781715]
[sub-ordered-list, [91.0, 223.0, 640.0, 18.0], shoonya_0sHXKXP7036SRA, 5781715]
[sub-ordered-list, [91.0, 241.0, 640.0, 18.0], shoonya_0sHXKXP7036SRA, 5781715]
[sub-ordered-list, [91.0, 259.0, 640.0, 18.0], shoonya_0sHXKXP7036SRA, 5781715]
[sub-ordered-list, [91.0, 277.0, 640.0, 18.0], shoonya_0sHXKXP7036SRA, 5781715]
[sub-ordered-list, [91.0, 295.0, 640.0, 18.0], shoonya_0sHXKXP7036SRA, 5781715]
[sub-ordered-list, [91.0, 313.0, 640.0, 18.0], shoonya_0sHXKXP7036SRA, 5781715]
[sub-ordered-list, [91.0, 331.0, 640.0, 18.0], shoonya_0sHXKXP7036SRA, 5781715]
[sub-ordered-list, [91.0, 349.0, 640.0, 18.0], shoonya_0sHXKXP7036SRA, 5781715]
[sub-ordered-list, [91.0, 367.0, 640.0, 18.0], shoonya_0sHXKXP7036SRA, 5781715]
[sub-ordered-list, [91.0, 385.0, 640.0, 18.0], shoonya_0sHXKXP7036SRA, 5781715]
[sub-ordered-list, [91.0, 403.0, 640.0, 18.0], shoonya_0sHXKXP7036SRA, 5781715]
[sub-ordered-list, [91.0, 421.0, 640.0, 18.0], shoonya_0sHXKXP7036SRA, 5781715]
[sub-ordered-list, [91.0, 439.0, 640.0, 18.0], shoonya_0sHXKXP7036SRA, 5781715]
[ordered-list, [71.0, 483.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 501.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 519.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 537.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 555.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 573.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 591.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 609.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 627.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 645.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 663.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 681.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 699.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 717.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 735.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 753.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 771.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 789.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 807.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 825.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 843.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 861.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 879.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 897.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 915.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 933.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 951.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 969.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 987.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 1005.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 1023.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 1041.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 1059.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 1077.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 1095.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 1113.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 1131.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 1149.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 1167.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 1185.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 1203.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[ordered-list, [71.0, 1221.0, 677.0, 18.0], DyMYltt8ty, 5781715]
[sub-ordered-list, [83.0, 515.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 533.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 551.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 569.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 587.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 605.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 623.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 641.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 659.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 677.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 695.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 713.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 731.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 749.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 767.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 785.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 803.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 821.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 839.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 857.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 875.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 893.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 911.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 929.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 947.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 965.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 983.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 1001.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 1019.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 1037.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 1055.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 1073.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[sub-ordered-list, [83.0, 1091.0, 658.0, 18.0], -c6R9Mmzc-, 5781715]
[subsub-ordered-list, [89.0, 626.0, 644.0, 18.0], IdLRvo5tSY, 5781715]
[subsub-ordered-list, [89.0, 644.0, 644.0, 18.0], IdLRvo5tSY, 5781715]
[subsub-ordered-list, [89.0, 662.0, 644.0, 18.0], IdLRvo5tSY, 5781715]
[subsub-ordered-list, [89.0, 680.0, 644.0, 18.0], IdLRvo5tSY, 5781715]
[subsub-ordered-list, [89.0, 698.0, 644.0, 18.0], IdLRvo5tSY, 5781715]
[subsub-ordered-list, [89.0, 716.0, 644.0, 18.0], IdLRvo5tSY, 5781715]
[subsub-ordered-list, [89.0, 734.0, 644.0, 18.0], IdLRvo5tSY, 5781715]
[subsub-ordered-list, [89.0, 752.0, 644.0, 18.0], IdLRvo5tSY, 5781715]
[subsub-ordered-list, [97.0, 798.0, 636.0, 18.0], Vn2Cp57vWD, 5781715]
[subsub-ordered-list, [97.0, 816.0, 636.0, 18.0], Vn2Cp57vWD, 5781715]
[subsub-ordered-list, [97.0, 834.0, 636.0, 18.0], Vn2Cp57vWD, 5781715]
[subsub-ordered-list, [97.0, 852.0, 636.0, 18.0], Vn2Cp57vWD, 5781715]
[subsub-ordered-list, [97.0, 870.0, 636.0, 18.0], Vn2Cp57vWD, 5781715]
[subsub-ordered-list, [97.0, 888.0, 636.0, 18.0], Vn2Cp57vWD, 5781715]
[subsub-ordered-list, [97.0, 906.0, 636.0, 18.0], Vn2Cp57vWD, 5781715]
[subsub-ordered-list, [96.0, 989.0, 635.0, 18.0], ALw3JSpkAl, 5781715]
[subsub-ordered-list, [96.0, 1007.0, 635.0, 18.0], ALw3JSpkAl, 5781715]
[subsub-ordered-list, [96.0, 1025.0, 635.0, 18.0], ALw3JSpkAl, 5781715]
[subsub-ordered-list, [96.0, 1043.0, 635.0, 18.0], ALw3JSpkAl, 5781715]
[subsub-ordered-list, [96.0, 1061.0, 635.0, 18.0], ALw3JSpkAl, 5781715]
[subsub-ordered-list, [96.0, 1079.0, 635.0, 18.0], ALw3JSpkAl, 5781715]
[subsub-ordered-list, [96.0, 1097.0, 635.0, 18.0], ALw3JSpkAl, 5781715]
[sub-ordered-list, [97.0, 1170.0, 639.0, 18.0], shoonya_3sFT13Q6ZZYENG, 5781715]
[sub-ordered-list, [97.0, 1188.0, 639.0, 18.0], shoonya_3sFT13Q6ZZYENG, 5781715]
[sub-ordered-list, [97.0, 1206.0, 639.0, 18.0], shoonya_3sFT13Q6ZZYENG, 5781715]
