[1755, 1241]
[reference, [110.0, 90.0, 1036.0, 36.0], shoonya_1sAPICRPNVBEGX, 5781188]
[reference, [110.0, 126.0, 1036.0, 36.0], shoonya_1sAPICRPNVBEGX, 5781188]
[reference, [110.0, 162.0, 1036.0, 36.0], shoonya_1sAPICRPNVBEGX, 5781188]
[reference, [110.0, 198.0, 1036.0, 36.0], shoonya_1sAPICRPNVBEGX, 5781188]
[reference, [110.0, 234.0, 1036.0, 36.0], shoonya_1sAPICRPNVBEGX, 5781188]
[reference, [110.0, 270.0, 1036.0, 36.0], shoonya_1sAPICRPNVBEGX, 5781188]
[reference, [110.0, 306.0, 1036.0, 36.0], shoonya_1sAPICRPNVBEGX, 5781188]
[reference, [110.0, 342.0, 1036.0, 36.0], shoonya_1sAPICRPNVBEGX, 5781188]
[reference, [110.0, 378.0, 1036.0, 36.0], shoonya_1sAPICRPNVBEGX, 5781188]
[reference, [110.0, 414.0, 1036.0, 36.0], shoonya_1sAPICRPNVBEGX, 5781188]
[reference, [110.0, 450.0, 1036.0, 36.0], shoonya_1sAPICRPNVBEGX, 5781188]
[reference, [110.0, 486.0, 1036.0, 36.0], shoonya_1sAPICRPNVBEGX, 5781188]
[reference, [110.0, 522.0, 1036.0, 36.0], shoonya_1sAPICRPNVBEGX, 5781188]
[reference, [110.0, 558.0, 1036.0, 36.0], shoonya_1sAPICRPNVBEGX, 5781188]
[reference, [107.0, 609.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 645.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 681.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 717.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 753.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 789.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 825.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 861.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 897.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 933.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 969.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 1005.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 1041.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 1077.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 1113.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 1149.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 1185.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 1221.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 1257.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 1293.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 1329.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 1365.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 1401.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 1437.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 1473.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 1509.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
[reference, [107.0, 1545.0, 1028.0, 36.0], cc1Xk4rxiy, 5781188]
