[1578, 1028]
[chapter-title, [333.0, 148.0, 449.0, 58.5], shoonya_3s029D0W0SU8B7, 5750060]
[paragraph, [115.0, 233.0, 872.0, 36.0], shoonya_0sE3CG2UPEUWJ1, 5750060]
[paragraph, [115.0, 269.0, 872.0, 36.0], shoonya_0sE3CG2UPEUWJ1, 5750060]
[paragraph, [115.0, 305.0, 872.0, 36.0], shoonya_0sE3CG2UPEUWJ1, 5750060]
[paragraph, [115.0, 341.0, 872.0, 36.0], shoonya_0sE3CG2UPEUWJ1, 5750060]
[paragraph, [115.0, 377.0, 872.0, 36.0], shoonya_0sE3CG2UPEUWJ1, 5750060]
[paragraph, [115.0, 413.0, 872.0, 36.0], shoonya_0sE3CG2UPEUWJ1, 5750060]
[paragraph, [115.0, 449.0, 872.0, 36.0], shoonya_0sE3CG2UPEUWJ1, 5750060]
[paragraph, [116.0, 499.0, 869.0, 36.0], shoonya_2s0RX0ZPVRZX0H, 5750060]
[paragraph, [116.0, 535.0, 869.0, 36.0], shoonya_2s0RX0ZPVRZX0H, 5750060]
[paragraph, [116.0, 571.0, 869.0, 36.0], shoonya_2s0RX0ZPVRZX0H, 5750060]
[paragraph, [116.0, 607.0, 869.0, 36.0], shoonya_2s0RX0ZPVRZX0H, 5750060]
[paragraph, [116.0, 643.0, 869.0, 36.0], shoonya_2s0RX0ZPVRZX0H, 5750060]
[paragraph, [116.0, 679.0, 869.0, 36.0], shoonya_2s0RX0ZPVRZX0H, 5750060]
[paragraph, [111.0, 716.0, 873.0, 36.0], shoonya_1sU9CUC9YSL5T5, 5750060]
[paragraph, [111.0, 752.0, 873.0, 36.0], shoonya_1sU9CUC9YSL5T5, 5750060]
[paragraph, [111.0, 788.0, 873.0, 36.0], shoonya_1sU9CUC9YSL5T5, 5750060]
[paragraph, [111.0, 824.0, 873.0, 36.0], shoonya_1sU9CUC9YSL5T5, 5750060]
[paragraph, [111.0, 860.0, 873.0, 36.0], shoonya_1sU9CUC9YSL5T5, 5750060]
[paragraph, [111.0, 896.0, 873.0, 36.0], shoonya_1sU9CUC9YSL5T5, 5750060]
[paragraph, [111.0, 932.0, 873.0, 36.0], shoonya_1sU9CUC9YSL5T5, 5750060]
[paragraph, [111.0, 968.0, 873.0, 36.0], shoonya_1sU9CUC9YSL5T5, 5750060]
[paragraph, [111.0, 1004.0, 873.0, 36.0], shoonya_1sU9CUC9YSL5T5, 5750060]
[paragraph, [111.0, 1040.0, 873.0, 36.0], shoonya_1sU9CUC9YSL5T5, 5750060]
[paragraph, [111.0, 1076.0, 873.0, 36.0], shoonya_1sU9CUC9YSL5T5, 5750060]
[paragraph, [111.0, 1112.0, 873.0, 36.0], shoonya_1sU9CUC9YSL5T5, 5750060]
[paragraph, [111.0, 1148.0, 873.0, 36.0], shoonya_1sU9CUC9YSL5T5, 5750060]
[paragraph, [111.0, 1184.0, 873.0, 36.0], shoonya_1sU9CUC9YSL5T5, 5750060]
[paragraph, [111.0, 1220.0, 873.0, 36.0], shoonya_1sU9CUC9YSL5T5, 5750060]
[paragraph, [111.0, 1256.0, 873.0, 36.0], shoonya_1sU9CUC9YSL5T5, 5750060]
[paragraph, [111.0, 1292.0, 873.0, 36.0], shoonya_1sU9CUC9YSL5T5, 5750060]
[unordered-list, [105.0, 1377.0, 301.0, 36.0], PUEHMtHT0X, 5750060]
