[2784, 1977]
[contact-info, [822.0, 242.0, 427.0, 46.5], l9Zlq8JKWp, 5697605]
[contact-info, [822.0, 288.5, 427.0, 46.5], l9Zlq8JKWp, 5697605]
[contact-info, [822.0, 335.0, 427.0, 46.5], l9Zlq8JKWp, 5697605]
[contact-info, [822.0, 381.5, 427.0, 46.5], l9Zlq8JKWp, 5697605]
[website-link, [863.0, 451.0, 343.0, 18.0], shoonya_0sGTA4SYG4ATOT, 5697605]
[website-link, [863.0, 469.0, 343.0, 18.0], shoonya_0sGTA4SYG4ATOT, 5697605]
[dateline, [1299.0, 592.0, 467.0, 64.5], 97XWRKBFqZ, 5697605]
[folio, [282.0, 617.0, 722.0, 46.5], _dwugBbGUt, 5697605]
[paragraph, [289.0, 787.0, 1482.0, 46.5], sr2nwcU9eU, 5697605]
[paragraph, [289.0, 833.5, 1482.0, 46.5], sr2nwcU9eU, 5697605]
[paragraph, [282.0, 914.0, 1337.0, 46.5], noxUUfcmIC, 5697605]
[paragraph, [289.0, 1027.0, 1454.0, 46.5], Yu-PYSqbSY, 5697605]
[paragraph, [289.0, 1073.5, 1454.0, 46.5], Yu-PYSqbSY, 5697605]
[paragraph, [289.0, 1120.0, 1454.0, 46.5], Yu-PYSqbSY, 5697605]
[contact-info, [1189.0, 1303.0, 574.0, 46.5], bVMBxPiAN_, 5697605]
[contact-info, [1189.0, 1349.5, 574.0, 46.5], bVMBxPiAN_, 5697605]
[contact-info, [1189.0, 1396.0, 574.0, 46.5], bVMBxPiAN_, 5697605]
[contact-info, [1189.0, 1442.5, 574.0, 46.5], bVMBxPiAN_, 5697605]
[contact-info, [1189.0, 1489.0, 574.0, 46.5], bVMBxPiAN_, 5697605]
[contact-info, [273.0, 1496.0, 453.0, 46.5], shoonya_2sQODMLQNS3VE1, 5697605]
[contact-info, [273.0, 1542.5, 453.0, 46.5], shoonya_2sQODMLQNS3VE1, 5697605]
[contact-info, [273.0, 1589.0, 453.0, 46.5], shoonya_2sQODMLQNS3VE1, 5697605]
[paragraph, [287.0, 1699.0, 994.0, 46.5], M2sbbqVK8I, 5697605]
[ordered-list, [278.0, 1792.0, 1200.0, 46.5], shoonya_1sPT2H97HGTRWG, 5697605]
[ordered-list, [278.0, 1838.5, 1200.0, 46.5], shoonya_1sPT2H97HGTRWG, 5697605]
[ordered-list, [278.0, 1885.0, 1200.0, 46.5], shoonya_1sPT2H97HGTRWG, 5697605]
[ordered-list, [278.0, 1931.5, 1200.0, 46.5], shoonya_1sPT2H97HGTRWG, 5697605]
[ordered-list, [278.0, 1978.0, 1200.0, 46.5], shoonya_1sPT2H97HGTRWG, 5697605]
[ordered-list, [278.0, 2024.5, 1200.0, 46.5], shoonya_1sPT2H97HGTRWG, 5697605]
[ordered-list, [278.0, 2071.0, 1200.0, 46.5], shoonya_1sPT2H97HGTRWG, 5697605]
[ordered-list, [278.0, 2117.5, 1200.0, 46.5], shoonya_1sPT2H97HGTRWG, 5697605]
