[1725, 1313]
[paragraph, [659.0, 135.0, 540.0, 36.0], shoonya_4sFE3XESPW63HV, 5772151]
[paragraph, [659.0, 171.0, 540.0, 36.0], shoonya_4sFE3XESPW63HV, 5772151]
[paragraph, [115.0, 142.0, 532.0, 36.0], shoonya_6sD84UOUHVFNQQ, 5772151]
[paragraph, [115.0, 213.0, 532.0, 36.0], shoonya_0sKXZXDMZM0WKU, 5772151]
[paragraph, [115.0, 249.0, 532.0, 36.0], shoonya_0sKXZXDMZM0WKU, 5772151]
[paragraph, [115.0, 285.0, 532.0, 36.0], shoonya_0sKXZXDMZM0WKU, 5772151]
[paragraph, [115.0, 321.0, 532.0, 36.0], shoonya_0sKXZXDMZM0WKU, 5772151]
[paragraph, [115.0, 357.0, 532.0, 36.0], shoonya_0sKXZXDMZM0WKU, 5772151]
[paragraph, [115.0, 393.0, 532.0, 36.0], shoonya_0sKXZXDMZM0WKU, 5772151]
[paragraph, [115.0, 429.0, 532.0, 36.0], shoonya_0sKXZXDMZM0WKU, 5772151]
[paragraph, [115.0, 465.0, 532.0, 36.0], shoonya_0sKXZXDMZM0WKU, 5772151]
[paragraph, [115.0, 501.0, 532.0, 36.0], shoonya_0sKXZXDMZM0WKU, 5772151]
[paragraph, [115.0, 537.0, 532.0, 36.0], shoonya_0sKXZXDMZM0WKU, 5772151]
[paragraph, [115.0, 573.0, 532.0, 36.0], shoonya_0sKXZXDMZM0WKU, 5772151]
[paragraph, [115.0, 609.0, 532.0, 36.0], shoonya_0sKXZXDMZM0WKU, 5772151]
[paragraph, [662.0, 246.0, 539.0, 36.0], shoonya_1s8Y8036G9HBS8, 5772151]
[paragraph, [662.0, 282.0, 539.0, 36.0], shoonya_1s8Y8036G9HBS8, 5772151]
[paragraph, [662.0, 318.0, 539.0, 36.0], shoonya_1s8Y8036G9HBS8, 5772151]
[paragraph, [662.0, 354.0, 539.0, 36.0], shoonya_1s8Y8036G9HBS8, 5772151]
[paragraph, [662.0, 390.0, 539.0, 36.0], shoonya_1s8Y8036G9HBS8, 5772151]
[paragraph, [662.0, 426.0, 539.0, 36.0], shoonya_1s8Y8036G9HBS8, 5772151]
[paragraph, [662.0, 462.0, 539.0, 36.0], shoonya_1s8Y8036G9HBS8, 5772151]
[paragraph, [662.0, 498.0, 539.0, 36.0], shoonya_1s8Y8036G9HBS8, 5772151]
[paragraph, [662.0, 534.0, 539.0, 36.0], shoonya_1s8Y8036G9HBS8, 5772151]
[paragraph, [654.0, 608.0, 549.0, 36.0], shoonya_7s7LWSPFKGN5A8, 5772151]
[paragraph, [654.0, 644.0, 549.0, 36.0], shoonya_7s7LWSPFKGN5A8, 5772151]
[paragraph, [654.0, 680.0, 549.0, 36.0], shoonya_7s7LWSPFKGN5A8, 5772151]
[paragraph, [654.0, 716.0, 549.0, 36.0], shoonya_7s7LWSPFKGN5A8, 5772151]
[paragraph, [654.0, 752.0, 549.0, 36.0], shoonya_7s7LWSPFKGN5A8, 5772151]
[paragraph, [654.0, 788.0, 549.0, 36.0], shoonya_7s7LWSPFKGN5A8, 5772151]
[paragraph, [654.0, 824.0, 549.0, 36.0], shoonya_7s7LWSPFKGN5A8, 5772151]
[paragraph, [654.0, 860.0, 549.0, 36.0], shoonya_7s7LWSPFKGN5A8, 5772151]
[paragraph, [654.0, 896.0, 549.0, 36.0], shoonya_7s7LWSPFKGN5A8, 5772151]
[paragraph, [654.0, 932.0, 549.0, 36.0], shoonya_7s7LWSPFKGN5A8, 5772151]
[paragraph, [654.0, 968.0, 549.0, 36.0], shoonya_7s7LWSPFKGN5A8, 5772151]
[paragraph, [654.0, 1004.0, 549.0, 36.0], shoonya_7s7LWSPFKGN5A8, 5772151]
[paragraph, [654.0, 1040.0, 549.0, 36.0], shoonya_7s7LWSPFKGN5A8, 5772151]
[paragraph, [654.0, 1076.0, 549.0, 36.0], shoonya_7s7LWSPFKGN5A8, 5772151]
[paragraph, [654.0, 1112.0, 549.0, 36.0], shoonya_7s7LWSPFKGN5A8, 5772151]
[paragraph, [118.0, 667.0, 528.0, 36.0], shoonya_8s0FEA454BE46U, 5772151]
[paragraph, [118.0, 703.0, 528.0, 36.0], shoonya_8s0FEA454BE46U, 5772151]
[paragraph, [118.0, 739.0, 528.0, 36.0], shoonya_8s0FEA454BE46U, 5772151]
[paragraph, [121.0, 799.0, 525.0, 36.0], shoonya_3s9OBP7WW5KNP4, 5772151]
[paragraph, [121.0, 835.0, 525.0, 36.0], shoonya_3s9OBP7WW5KNP4, 5772151]
[paragraph, [121.0, 871.0, 525.0, 36.0], shoonya_3s9OBP7WW5KNP4, 5772151]
[paragraph, [121.0, 907.0, 525.0, 36.0], shoonya_3s9OBP7WW5KNP4, 5772151]
[paragraph, [121.0, 943.0, 525.0, 36.0], shoonya_3s9OBP7WW5KNP4, 5772151]
[paragraph, [121.0, 979.0, 525.0, 36.0], shoonya_3s9OBP7WW5KNP4, 5772151]
[paragraph, [121.0, 1015.0, 525.0, 36.0], shoonya_3s9OBP7WW5KNP4, 5772151]
[paragraph, [121.0, 1051.0, 525.0, 36.0], shoonya_3s9OBP7WW5KNP4, 5772151]
[paragraph, [121.0, 1087.0, 525.0, 36.0], shoonya_3s9OBP7WW5KNP4, 5772151]
[paragraph, [121.0, 1123.0, 525.0, 36.0], shoonya_3s9OBP7WW5KNP4, 5772151]
[paragraph, [121.0, 1159.0, 525.0, 36.0], shoonya_3s9OBP7WW5KNP4, 5772151]
[paragraph, [656.0, 1169.0, 540.0, 36.0], shoonya_2sGQD8HLFO8AWV, 5772151]
[paragraph, [656.0, 1205.0, 540.0, 36.0], shoonya_2sGQD8HLFO8AWV, 5772151]
[paragraph, [656.0, 1241.0, 540.0, 36.0], shoonya_2sGQD8HLFO8AWV, 5772151]
[paragraph, [656.0, 1277.0, 540.0, 36.0], shoonya_2sGQD8HLFO8AWV, 5772151]
[paragraph, [656.0, 1313.0, 540.0, 36.0], shoonya_2sGQD8HLFO8AWV, 5772151]
[paragraph, [656.0, 1349.0, 540.0, 36.0], shoonya_2sGQD8HLFO8AWV, 5772151]
[paragraph, [656.0, 1385.0, 540.0, 36.0], shoonya_2sGQD8HLFO8AWV, 5772151]
[paragraph, [656.0, 1421.0, 540.0, 36.0], shoonya_2sGQD8HLFO8AWV, 5772151]
[quote, [428.0, 1226.0, 183.0, 36.0], SVlnunFOB4, 5772151]
[quote, [428.0, 1262.0, 183.0, 36.0], SVlnunFOB4, 5772151]
[quote, [428.0, 1298.0, 183.0, 36.0], SVlnunFOB4, 5772151]
[quote, [198.0, 1237.0, 229.0, 36.0], WGzQ_YWWZl, 5772151]
[quote, [198.0, 1273.0, 229.0, 36.0], WGzQ_YWWZl, 5772151]
[author, [887.0, 1486.0, 302.0, 36.0], shoonya_11s3FYL0WNKU7I, 5772151]
