[792, 612]
[folio, [128.0, 65.0, 92.0, 18.0], 6ZZHduBfOV, 6492235]
[chapter-title, [254.0, 131.0, 85.0, 30.0], Y-Kkb9uFrP, 6492235]
[paragraph, [97.0, 180.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 198.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 216.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 234.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 252.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 270.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 288.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 306.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 324.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 342.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 360.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 378.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 396.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 414.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 432.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 450.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 468.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 486.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 504.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 522.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 540.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 558.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 576.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [97.0, 594.0, 408.0, 18.0], shoonya_0sR1SEWTB4I659, 6492235]
[paragraph, [96.0, 625.0, 404.0, 18.0], JacYxyU1jT, 6492235]
[paragraph, [96.0, 643.0, 404.0, 18.0], JacYxyU1jT, 6492235]
[paragraph, [96.0, 661.0, 404.0, 18.0], JacYxyU1jT, 6492235]
[paragraph, [96.0, 679.0, 404.0, 18.0], JacYxyU1jT, 6492235]
[paragraph, [96.0, 697.0, 404.0, 18.0], JacYxyU1jT, 6492235]
[paragraph, [96.0, 715.0, 404.0, 18.0], JacYxyU1jT, 6492235]
