[2200, 1700]
[paragraph, [369.0, 114.0, 1135.0, 36.0], shoonya_3sCIDYYJIZBA2Z, 5733770]
[paragraph, [369.0, 150.0, 1135.0, 36.0], shoonya_3sCIDYYJIZBA2Z, 5733770]
[paragraph, [369.0, 186.0, 1135.0, 36.0], shoonya_3sCIDYYJIZBA2Z, 5733770]
[paragraph, [369.0, 222.0, 1135.0, 36.0], shoonya_3sCIDYYJIZBA2Z, 5733770]
[paragraph, [369.0, 258.0, 1135.0, 36.0], shoonya_3sCIDYYJIZBA2Z, 5733770]
[paragraph, [369.0, 294.0, 1135.0, 36.0], shoonya_3sCIDYYJIZBA2Z, 5733770]
[paragraph, [370.0, 359.0, 1138.0, 36.0], shoonya_1sA2BJEFJQLVYF, 5733770]
[paragraph, [370.0, 395.0, 1138.0, 36.0], shoonya_1sA2BJEFJQLVYF, 5733770]
[paragraph, [370.0, 431.0, 1138.0, 36.0], shoonya_1sA2BJEFJQLVYF, 5733770]
[paragraph, [370.0, 467.0, 1138.0, 36.0], shoonya_1sA2BJEFJQLVYF, 5733770]
[paragraph, [370.0, 503.0, 1138.0, 36.0], shoonya_1sA2BJEFJQLVYF, 5733770]
[paragraph, [370.0, 539.0, 1138.0, 36.0], shoonya_1sA2BJEFJQLVYF, 5733770]
[paragraph, [370.0, 575.0, 1138.0, 36.0], shoonya_1sA2BJEFJQLVYF, 5733770]
[paragraph, [370.0, 611.0, 1138.0, 36.0], shoonya_1sA2BJEFJQLVYF, 5733770]
[paragraph, [370.0, 647.0, 1138.0, 36.0], shoonya_1sA2BJEFJQLVYF, 5733770]
[paragraph, [370.0, 683.0, 1138.0, 36.0], shoonya_1sA2BJEFJQLVYF, 5733770]
[paragraph, [370.0, 719.0, 1138.0, 36.0], shoonya_1sA2BJEFJQLVYF, 5733770]
[paragraph, [370.0, 755.0, 1138.0, 36.0], shoonya_1sA2BJEFJQLVYF, 5733770]
[paragraph, [370.0, 791.0, 1138.0, 36.0], shoonya_1sA2BJEFJQLVYF, 5733770]
[paragraph, [370.0, 827.0, 1138.0, 36.0], shoonya_1sA2BJEFJQLVYF, 5733770]
[paragraph, [370.0, 863.0, 1138.0, 36.0], shoonya_1sA2BJEFJQLVYF, 5733770]
[paragraph, [372.0, 937.0, 1135.0, 36.0], shoonya_2sGU0Y3I3E05XI, 5733770]
[paragraph, [372.0, 973.0, 1135.0, 36.0], shoonya_2sGU0Y3I3E05XI, 5733770]
[paragraph, [372.0, 1009.0, 1135.0, 36.0], shoonya_2sGU0Y3I3E05XI, 5733770]
[paragraph, [372.0, 1045.0, 1135.0, 36.0], shoonya_2sGU0Y3I3E05XI, 5733770]
[paragraph, [372.0, 1081.0, 1135.0, 36.0], shoonya_2sGU0Y3I3E05XI, 5733770]
[paragraph, [372.0, 1117.0, 1135.0, 36.0], shoonya_2sGU0Y3I3E05XI, 5733770]
[paragraph, [372.0, 1153.0, 1135.0, 36.0], shoonya_2sGU0Y3I3E05XI, 5733770]
[paragraph, [372.0, 1189.0, 1135.0, 36.0], shoonya_2sGU0Y3I3E05XI, 5733770]
[paragraph, [372.0, 1225.0, 1135.0, 36.0], shoonya_2sGU0Y3I3E05XI, 5733770]
[paragraph, [372.0, 1261.0, 1135.0, 36.0], shoonya_2sGU0Y3I3E05XI, 5733770]
[paragraph, [372.0, 1297.0, 1135.0, 36.0], shoonya_2sGU0Y3I3E05XI, 5733770]
[paragraph, [372.0, 1333.0, 1135.0, 36.0], shoonya_2sGU0Y3I3E05XI, 5733770]
[paragraph, [372.0, 1369.0, 1135.0, 36.0], shoonya_2sGU0Y3I3E05XI, 5733770]
[paragraph, [373.0, 1456.0, 1134.0, 36.0], shoonya_0sZWNZX032KC32, 5733770]
[paragraph, [373.0, 1492.0, 1134.0, 36.0], shoonya_0sZWNZX032KC32, 5733770]
[paragraph, [373.0, 1528.0, 1134.0, 36.0], shoonya_0sZWNZX032KC32, 5733770]
[paragraph, [373.0, 1564.0, 1134.0, 36.0], shoonya_0sZWNZX032KC32, 5733770]
[paragraph, [373.0, 1600.0, 1134.0, 36.0], shoonya_0sZWNZX032KC32, 5733770]
[paragraph, [373.0, 1636.0, 1134.0, 36.0], shoonya_0sZWNZX032KC32, 5733770]
[paragraph, [373.0, 1672.0, 1134.0, 36.0], shoonya_0sZWNZX032KC32, 5733770]
[paragraph, [373.0, 1708.0, 1134.0, 36.0], shoonya_0sZWNZX032KC32, 5733770]
[paragraph, [373.0, 1744.0, 1134.0, 36.0], shoonya_0sZWNZX032KC32, 5733770]
[paragraph, [373.0, 1780.0, 1134.0, 36.0], shoonya_0sZWNZX032KC32, 5733770]
[paragraph, [373.0, 1816.0, 1134.0, 36.0], shoonya_0sZWNZX032KC32, 5733770]
[paragraph, [373.0, 1852.0, 1134.0, 36.0], shoonya_0sZWNZX032KC32, 5733770]
[paragraph, [373.0, 1888.0, 1134.0, 36.0], shoonya_0sZWNZX032KC32, 5733770]
[paragraph, [373.0, 1924.0, 1134.0, 36.0], shoonya_0sZWNZX032KC32, 5733770]
[paragraph, [373.0, 1960.0, 1134.0, 36.0], shoonya_0sZWNZX032KC32, 5733770]
[paragraph, [373.0, 1996.0, 1134.0, 36.0], shoonya_0sZWNZX032KC32, 5733770]
