[1754, 1241]
[headline, [104.0, 119.0, 682.0, 37.5], csOrfL-4Ul, 5715537]
[headline, [104.0, 156.5, 682.0, 37.5], csOrfL-4Ul, 5715537]
[headline, [104.0, 194.0, 682.0, 37.5], csOrfL-4Ul, 5715537]
[headline, [104.0, 231.5, 682.0, 37.5], csOrfL-4Ul, 5715537]
[headline, [104.0, 269.0, 682.0, 37.5], csOrfL-4Ul, 5715537]
[headline, [104.0, 306.5, 682.0, 37.5], csOrfL-4Ul, 5715537]
[section-title, [164.0, 388.0, 369.0, 49.5], xkf7ySJiDs, 5715537]
[section-title, [164.0, 437.5, 369.0, 49.5], xkf7ySJiDs, 5715537]
[ordered-list, [103.0, 532.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 568.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 604.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 640.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 676.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 712.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 748.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 784.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 820.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 856.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 892.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 928.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 964.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1000.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1036.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1072.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1108.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1144.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1180.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1216.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1252.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1288.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1324.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1360.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1396.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1432.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1468.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1504.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1540.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1576.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1612.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[ordered-list, [103.0, 1648.0, 1094.0, 36.0], p2P9rK4ofv, 5715537]
[paragraph, [13958.0, 133347.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 133383.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 133419.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 133455.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 133491.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 133527.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
[paragraph, [13958.0, 133563.0, 97730.0, 36.0], shoonya_0sRJCB4CXECVZU, 5715537]
