[1754, 1241]
[section-title, [127.0, 158.0, 977.0, 49.5], xbuczPr9PT, 5747019]
[paragraph, [131.0, 240.0, 971.0, 36.0], lrIbok3Sv4, 5747019]
[paragraph, [131.0, 276.0, 971.0, 36.0], lrIbok3Sv4, 5747019]
[paragraph, [131.0, 312.0, 971.0, 36.0], lrIbok3Sv4, 5747019]
[paragraph, [131.0, 348.0, 971.0, 36.0], lrIbok3Sv4, 5747019]
[paragraph, [131.0, 384.0, 971.0, 36.0], lrIbok3Sv4, 5747019]
[paragraph, [131.0, 420.0, 971.0, 36.0], lrIbok3Sv4, 5747019]
[paragraph, [131.0, 456.0, 971.0, 36.0], lrIbok3Sv4, 5747019]
[ordered-list, [169.0, 502.0, 935.0, 36.0], yW9mz1EtL2, 5747019]
[ordered-list, [169.0, 538.0, 935.0, 36.0], yW9mz1EtL2, 5747019]
[ordered-list, [169.0, 574.0, 935.0, 36.0], yW9mz1EtL2, 5747019]
[ordered-list, [169.0, 610.0, 935.0, 36.0], yW9mz1EtL2, 5747019]
[ordered-list, [169.0, 646.0, 935.0, 36.0], yW9mz1EtL2, 5747019]
[ordered-list, [169.0, 682.0, 935.0, 36.0], yW9mz1EtL2, 5747019]
[ordered-list, [169.0, 718.0, 935.0, 36.0], yW9mz1EtL2, 5747019]
[section-title, [138.0, 772.0, 963.0, 49.5], bzppUW-c_X, 5747019]
[sub-section-title, [138.0, 839.0, 958.0, 36.0], 8Z6HuQ60Rm, 5747019]
[paragraph, [133.0, 908.0, 960.0, 36.0], AGt5yow33N, 5747019]
[paragraph, [133.0, 944.0, 960.0, 36.0], AGt5yow33N, 5747019]
[paragraph, [133.0, 980.0, 960.0, 36.0], AGt5yow33N, 5747019]
[unordered-list, [169.0, 1049.0, 713.0, 36.0], Gx1HzpkbUt, 5747019]
[unordered-list, [169.0, 1085.0, 713.0, 36.0], Gx1HzpkbUt, 5747019]
[unordered-list, [169.0, 1121.0, 713.0, 36.0], Gx1HzpkbUt, 5747019]
[unordered-list, [169.0, 1157.0, 713.0, 36.0], Gx1HzpkbUt, 5747019]
[unordered-list, [169.0, 1193.0, 713.0, 36.0], Gx1HzpkbUt, 5747019]
[unordered-list, [169.0, 1229.0, 713.0, 36.0], Gx1HzpkbUt, 5747019]
[ordered-list, [181.0, 1291.0, 792.0, 36.0], 1eMydBgsLU, 5747019]
[ordered-list, [181.0, 1327.0, 792.0, 36.0], 1eMydBgsLU, 5747019]
[ordered-list, [181.0, 1363.0, 792.0, 36.0], 1eMydBgsLU, 5747019]
[ordered-list, [181.0, 1399.0, 792.0, 36.0], 1eMydBgsLU, 5747019]
[ordered-list, [181.0, 1435.0, 792.0, 36.0], 1eMydBgsLU, 5747019]
[ordered-list, [181.0, 1471.0, 792.0, 36.0], 1eMydBgsLU, 5747019]
