[1613, 1275]
[paragraph, [655.0, 104.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 140.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 176.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 212.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 248.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 284.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 320.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 356.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 392.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 428.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 464.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 500.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 536.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 572.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 608.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 644.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 680.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 716.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 752.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 788.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 824.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 860.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 896.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 932.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 968.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 1004.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 1040.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 1076.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 1112.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[paragraph, [655.0, 1148.0, 529.0, 36.0], shoonya_2s7OIME4GZBNZJ, 5758637]
[section-title, [116.0, 111.0, 500.0, 49.5], svTXMqmbCm, 5758637]
[paragraph, [101.0, 187.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 223.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 259.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 295.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 331.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 367.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 403.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 439.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 475.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 511.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 547.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 583.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 619.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 655.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 691.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 727.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 763.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 799.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 835.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 871.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 907.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 943.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 979.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 1015.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 1051.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 1087.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 1123.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 1159.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 1195.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 1231.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 1267.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 1303.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 1339.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 1375.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 1411.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[paragraph, [101.0, 1447.0, 535.0, 36.0], shoonya_0s98FNTO079HQO, 5758637]
[section-title, [661.0, 1203.0, 503.0, 49.5], O4zbvivxhJ, 5758637]
[unordered-list, [667.0, 1262.0, 500.0, 36.0], yeKNRNcSAD, 5758637]
[unordered-list, [667.0, 1298.0, 500.0, 36.0], yeKNRNcSAD, 5758637]
[unordered-list, [667.0, 1334.0, 500.0, 36.0], yeKNRNcSAD, 5758637]
[unordered-list, [667.0, 1370.0, 500.0, 36.0], yeKNRNcSAD, 5758637]
[unordered-list, [667.0, 1406.0, 500.0, 36.0], yeKNRNcSAD, 5758637]
[folio, [981.0, 1523.0, 191.0, 36.0], CLoeTxZgFK, 5758637]
