[1320, 1176]
[folio, [949.0, 60.0, 157.0, 18.0], uJdg0BWRiN, 5694224]
[folio, [949.0, 78.0, 157.0, 18.0], uJdg0BWRiN, 5694224]
[folio, [949.0, 96.0, 157.0, 18.0], uJdg0BWRiN, 5694224]
[folio, [949.0, 114.0, 157.0, 18.0], uJdg0BWRiN, 5694224]
[folio, [949.0, 132.0, 157.0, 18.0], uJdg0BWRiN, 5694224]
[paragraph, [105.0, 192.0, 320.0, 18.0], L0glazoSpe, 5694224]
[paragraph, [105.0, 210.0, 320.0, 18.0], L0glazoSpe, 5694224]
[paragraph, [105.0, 228.0, 320.0, 18.0], L0glazoSpe, 5694224]
[paragraph, [105.0, 246.0, 320.0, 18.0], L0glazoSpe, 5694224]
[paragraph, [105.0, 264.0, 320.0, 18.0], L0glazoSpe, 5694224]
[paragraph, [105.0, 282.0, 320.0, 18.0], L0glazoSpe, 5694224]
[paragraph, [105.0, 300.0, 320.0, 18.0], L0glazoSpe, 5694224]
[paragraph, [105.0, 318.0, 320.0, 18.0], L0glazoSpe, 5694224]
[paragraph, [105.0, 336.0, 320.0, 18.0], L0glazoSpe, 5694224]
[paragraph, [105.0, 354.0, 320.0, 18.0], L0glazoSpe, 5694224]
[paragraph, [105.0, 372.0, 320.0, 18.0], L0glazoSpe, 5694224]
[paragraph, [105.0, 390.0, 320.0, 18.0], L0glazoSpe, 5694224]
[paragraph, [105.0, 408.0, 320.0, 18.0], L0glazoSpe, 5694224]
[paragraph, [105.0, 426.0, 320.0, 18.0], L0glazoSpe, 5694224]
[paragraph, [105.0, 444.0, 320.0, 18.0], L0glazoSpe, 5694224]
[paragraph, [105.0, 462.0, 320.0, 18.0], L0glazoSpe, 5694224]
[section-title, [463.0, 202.0, 631.0, 30.0], m9TgezXf9N, 5694224]
[section-title, [463.0, 232.0, 631.0, 30.0], m9TgezXf9N, 5694224]
[section-title, [463.0, 262.0, 631.0, 30.0], m9TgezXf9N, 5694224]
[section-title, [463.0, 292.0, 631.0, 30.0], m9TgezXf9N, 5694224]
[author, [750.0, 365.0, 77.0, 18.0], _BWUW2U6o-, 5694224]
[paragraph, [778.0, 388.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 406.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 424.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 442.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 460.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 478.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 496.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 514.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 532.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 550.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 568.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 586.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 604.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 622.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 640.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 658.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 676.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 694.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 712.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [778.0, 730.0, 329.0, 18.0], TSI0e0i29E, 5694224]
[paragraph, [440.0, 453.0, 327.0, 18.0], rpj30Cxgkg, 5694224]
[paragraph, [440.0, 471.0, 327.0, 18.0], rpj30Cxgkg, 5694224]
[paragraph, [440.0, 489.0, 327.0, 18.0], rpj30Cxgkg, 5694224]
[paragraph, [440.0, 507.0, 327.0, 18.0], rpj30Cxgkg, 5694224]
[paragraph, [440.0, 525.0, 327.0, 18.0], rpj30Cxgkg, 5694224]
[paragraph, [440.0, 543.0, 327.0, 18.0], rpj30Cxgkg, 5694224]
[paragraph, [440.0, 561.0, 327.0, 18.0], rpj30Cxgkg, 5694224]
[paragraph, [440.0, 579.0, 327.0, 18.0], rpj30Cxgkg, 5694224]
[paragraph, [440.0, 597.0, 327.0, 18.0], rpj30Cxgkg, 5694224]
[paragraph, [102.0, 496.0, 318.0, 18.0], Vn107NyksJ, 5694224]
[paragraph, [102.0, 514.0, 318.0, 18.0], Vn107NyksJ, 5694224]
[paragraph, [102.0, 532.0, 318.0, 18.0], Vn107NyksJ, 5694224]
[paragraph, [102.0, 550.0, 318.0, 18.0], Vn107NyksJ, 5694224]
[paragraph, [102.0, 568.0, 318.0, 18.0], Vn107NyksJ, 5694224]
[paragraph, [102.0, 586.0, 318.0, 18.0], Vn107NyksJ, 5694224]
[paragraph, [102.0, 604.0, 318.0, 18.0], Vn107NyksJ, 5694224]
[paragraph, [102.0, 622.0, 318.0, 18.0], Vn107NyksJ, 5694224]
[paragraph, [102.0, 640.0, 318.0, 18.0], Vn107NyksJ, 5694224]
[paragraph, [102.0, 658.0, 318.0, 18.0], Vn107NyksJ, 5694224]
[paragraph, [102.0, 676.0, 318.0, 18.0], Vn107NyksJ, 5694224]
[paragraph, [102.0, 694.0, 318.0, 18.0], Vn107NyksJ, 5694224]
[paragraph, [102.0, 712.0, 318.0, 18.0], Vn107NyksJ, 5694224]
[paragraph, [439.0, 624.0, 321.0, 18.0], LC1VrXiXQ3, 5694224]
[paragraph, [439.0, 642.0, 321.0, 18.0], LC1VrXiXQ3, 5694224]
[paragraph, [439.0, 660.0, 321.0, 18.0], LC1VrXiXQ3, 5694224]
[paragraph, [439.0, 678.0, 321.0, 18.0], LC1VrXiXQ3, 5694224]
[paragraph, [439.0, 696.0, 321.0, 18.0], LC1VrXiXQ3, 5694224]
[paragraph, [439.0, 714.0, 321.0, 18.0], LC1VrXiXQ3, 5694224]
[paragraph, [439.0, 732.0, 321.0, 18.0], LC1VrXiXQ3, 5694224]
[paragraph, [439.0, 750.0, 321.0, 18.0], LC1VrXiXQ3, 5694224]
[paragraph, [439.0, 768.0, 321.0, 18.0], LC1VrXiXQ3, 5694224]
[paragraph, [439.0, 786.0, 321.0, 18.0], LC1VrXiXQ3, 5694224]
[paragraph, [439.0, 804.0, 321.0, 18.0], LC1VrXiXQ3, 5694224]
[paragraph, [439.0, 822.0, 321.0, 18.0], LC1VrXiXQ3, 5694224]
[paragraph, [439.0, 840.0, 321.0, 18.0], LC1VrXiXQ3, 5694224]
[paragraph, [101.0, 756.0, 320.0, 18.0], Y66l2pzFMO, 5694224]
[paragraph, [101.0, 774.0, 320.0, 18.0], Y66l2pzFMO, 5694224]
[paragraph, [101.0, 792.0, 320.0, 18.0], Y66l2pzFMO, 5694224]
[paragraph, [781.0, 769.0, 320.0, 18.0], cMLtC4jxtW, 5694224]
[paragraph, [781.0, 787.0, 320.0, 18.0], cMLtC4jxtW, 5694224]
[paragraph, [781.0, 805.0, 320.0, 18.0], cMLtC4jxtW, 5694224]
[paragraph, [781.0, 823.0, 320.0, 18.0], cMLtC4jxtW, 5694224]
[paragraph, [781.0, 841.0, 320.0, 18.0], cMLtC4jxtW, 5694224]
[paragraph, [781.0, 859.0, 320.0, 18.0], cMLtC4jxtW, 5694224]
[paragraph, [781.0, 877.0, 320.0, 18.0], cMLtC4jxtW, 5694224]
[paragraph, [781.0, 895.0, 320.0, 18.0], cMLtC4jxtW, 5694224]
[paragraph, [781.0, 913.0, 320.0, 18.0], cMLtC4jxtW, 5694224]
[paragraph, [781.0, 931.0, 320.0, 18.0], cMLtC4jxtW, 5694224]
[paragraph, [781.0, 949.0, 320.0, 18.0], cMLtC4jxtW, 5694224]
[author, [314.0, 822.0, 98.0, 18.0], CUKi0kixAo, 5694224]
[paragraph, [776.0, 993.0, 338.0, 18.0], KLvAPoApb5, 5694224]
[paragraph, [776.0, 1011.0, 338.0, 18.0], KLvAPoApb5, 5694224]
[paragraph, [776.0, 1029.0, 338.0, 18.0], KLvAPoApb5, 5694224]
[paragraph, [776.0, 1047.0, 338.0, 18.0], KLvAPoApb5, 5694224]
[paragraph, [776.0, 1065.0, 338.0, 18.0], KLvAPoApb5, 5694224]
[paragraph, [776.0, 1083.0, 338.0, 18.0], KLvAPoApb5, 5694224]
[paragraph, [776.0, 1101.0, 338.0, 18.0], KLvAPoApb5, 5694224]
[paragraph, [776.0, 1119.0, 338.0, 18.0], KLvAPoApb5, 5694224]
[paragraph, [776.0, 1137.0, 338.0, 18.0], KLvAPoApb5, 5694224]
[paragraph, [776.0, 1155.0, 338.0, 18.0], KLvAPoApb5, 5694224]
[paragraph, [776.0, 1173.0, 338.0, 18.0], KLvAPoApb5, 5694224]
[paragraph, [776.0, 1191.0, 338.0, 18.0], KLvAPoApb5, 5694224]
[paragraph, [776.0, 1209.0, 338.0, 18.0], KLvAPoApb5, 5694224]
[paragraph, [776.0, 1227.0, 338.0, 18.0], KLvAPoApb5, 5694224]
