[872, 605]
[folio, [424.0, 32.0, 132.0, 18.0], CjTqSW146F, 6456683]
[folio, [424.0, 50.0, 132.0, 18.0], CjTqSW146F, 6456683]
[section-title, [271.0, 34.0, 73.0, 30.0], omfmDfMPap, 6456683]
[paragraph, [303.0, 72.0, 248.0, 18.0], qS2gEpcag1, 6456683]
[paragraph, [303.0, 90.0, 248.0, 18.0], qS2gEpcag1, 6456683]
[paragraph, [303.0, 108.0, 248.0, 18.0], qS2gEpcag1, 6456683]
[paragraph, [303.0, 126.0, 248.0, 18.0], qS2gEpcag1, 6456683]
[paragraph, [303.0, 144.0, 248.0, 18.0], qS2gEpcag1, 6456683]
[paragraph, [303.0, 162.0, 248.0, 18.0], qS2gEpcag1, 6456683]
[paragraph, [303.0, 180.0, 248.0, 18.0], qS2gEpcag1, 6456683]
[paragraph, [303.0, 198.0, 248.0, 18.0], qS2gEpcag1, 6456683]
[paragraph, [303.0, 216.0, 248.0, 18.0], qS2gEpcag1, 6456683]
[paragraph, [303.0, 234.0, 248.0, 18.0], qS2gEpcag1, 6456683]
[paragraph, [55.0, 73.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 91.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 109.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 127.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 145.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 163.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 181.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 199.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 217.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 235.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 253.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 271.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 289.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 307.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 325.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 343.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 361.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 379.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 397.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 415.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 433.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 451.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 469.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 487.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 505.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 523.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 541.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 559.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
[paragraph, [55.0, 577.0, 247.0, 18.0], shoonya_0sN1L9CFDK2A5H, 6456683]
