[1625, 1211]
[headline, [66.0, 154.0, 1063.0, 37.5], meJf6Ta0wf, 5742361]
[paragraph, [792.0, 263.0, 342.0, 36.0], 57YlKsxDV7, 5742361]
[paragraph, [792.0, 299.0, 342.0, 36.0], 57YlKsxDV7, 5742361]
[paragraph, [792.0, 335.0, 342.0, 36.0], 57YlKsxDV7, 5742361]
[paragraph, [67.0, 264.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 300.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 336.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 372.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 408.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 444.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 480.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 516.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 552.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 588.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 624.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 660.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 696.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 732.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 768.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 804.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 840.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 876.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 912.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 948.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 984.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 1020.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 1056.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 1092.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 1128.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 1164.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 1200.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 1236.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 1272.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 1308.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 1344.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 1380.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [67.0, 1416.0, 352.0, 36.0], shoonya_0sE3IH22RLWJON, 5742361]
[paragraph, [430.0, 265.0, 336.0, 36.0], wYEsZcgX9I, 5742361]
[paragraph, [430.0, 301.0, 336.0, 36.0], wYEsZcgX9I, 5742361]
[paragraph, [430.0, 337.0, 336.0, 36.0], wYEsZcgX9I, 5742361]
[paragraph, [895.0, 403.0, 133.0, 36.0], WjVHSMMqgq, 5742361]
[paragraph, [431.0, 416.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 452.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 488.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 524.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 560.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 596.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 632.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 668.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 704.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 740.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 776.0, 345.0, 36.0], -tL3kQizgv, 5742361]
[paragraph, [431.0, 812.0, 345.0, 36.0], -tL3kQizgv, 5742361]
