[2200, 1700]
[section-title, [78.0, 157.0, 219.0, 52.5], SLWuBwWP9a, 5753150]
[section-title, [78.0, 209.5, 219.0, 52.5], SLWuBwWP9a, 5753150]
[paragraph, [867.0, 161.0, 368.0, 36.0], EDp1mCGDsk, 5753150]
[paragraph, [867.0, 197.0, 368.0, 36.0], EDp1mCGDsk, 5753150]
[paragraph, [867.0, 233.0, 368.0, 36.0], EDp1mCGDsk, 5753150]
[paragraph, [867.0, 269.0, 368.0, 36.0], EDp1mCGDsk, 5753150]
[paragraph, [867.0, 305.0, 368.0, 36.0], EDp1mCGDsk, 5753150]
[paragraph, [867.0, 341.0, 368.0, 36.0], EDp1mCGDsk, 5753150]
[paragraph, [867.0, 377.0, 368.0, 36.0], EDp1mCGDsk, 5753150]
[paragraph, [867.0, 413.0, 368.0, 36.0], EDp1mCGDsk, 5753150]
[paragraph, [867.0, 449.0, 368.0, 36.0], EDp1mCGDsk, 5753150]
[paragraph, [867.0, 485.0, 368.0, 36.0], EDp1mCGDsk, 5753150]
[paragraph, [867.0, 521.0, 368.0, 36.0], EDp1mCGDsk, 5753150]
[paragraph, [867.0, 557.0, 368.0, 36.0], EDp1mCGDsk, 5753150]
[paragraph, [867.0, 593.0, 368.0, 36.0], EDp1mCGDsk, 5753150]
[paragraph, [867.0, 629.0, 368.0, 36.0], EDp1mCGDsk, 5753150]
[paragraph, [867.0, 665.0, 368.0, 36.0], EDp1mCGDsk, 5753150]
[paragraph, [867.0, 701.0, 368.0, 36.0], EDp1mCGDsk, 5753150]
[paragraph, [867.0, 737.0, 368.0, 36.0], EDp1mCGDsk, 5753150]
[author, [91.0, 288.0, 268.0, 36.0], R7bWapua0s, 5753150]
[paragraph, [72.0, 347.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 383.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 419.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 455.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 491.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 527.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 563.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 599.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 635.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 671.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 707.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 743.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 779.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 815.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 851.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 887.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 923.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 959.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 995.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 1031.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 1067.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 1103.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
[paragraph, [72.0, 1139.0, 345.0, 36.0], 8gWl3H_G8I, 5753150]
