[2339, 1609]
[folio, [835.0, 92.0, 564.0, 36.0], w0j6vmwtOj, 5656806]
[folio, [835.0, 128.0, 564.0, 36.0], w0j6vmwtOj, 5656806]
[folio, [204.0, 96.0, 403.0, 36.0], XPWzenut55, 5656806]
[section-title, [453.0, 184.0, 707.0, 52.5], CHLDrhEW10, 5656806]
[author, [646.0, 319.0, 321.0, 36.0], CajWyboTBG, 5656806]
[contact-info, [397.0, 385.0, 903.0, 36.0], YZd5JONgGq, 5656806]
[contact-info, [397.0, 421.0, 903.0, 36.0], YZd5JONgGq, 5656806]
[contact-info, [397.0, 457.0, 903.0, 36.0], YZd5JONgGq, 5656806]
[contact-info, [397.0, 493.0, 903.0, 36.0], YZd5JONgGq, 5656806]
[contact-info, [397.0, 529.0, 903.0, 36.0], YZd5JONgGq, 5656806]
[paragraph, [127.0, 658.0, 1382.0, 36.0], shoonya_2sGW2Y3VXWHTUI, 5656806]
[paragraph, [127.0, 694.0, 1382.0, 36.0], shoonya_2sGW2Y3VXWHTUI, 5656806]
[paragraph, [127.0, 730.0, 1382.0, 36.0], shoonya_2sGW2Y3VXWHTUI, 5656806]
[paragraph, [127.0, 766.0, 1382.0, 36.0], shoonya_2sGW2Y3VXWHTUI, 5656806]
[paragraph, [127.0, 802.0, 1382.0, 36.0], shoonya_2sGW2Y3VXWHTUI, 5656806]
[paragraph, [127.0, 838.0, 1382.0, 36.0], shoonya_2sGW2Y3VXWHTUI, 5656806]
[paragraph, [127.0, 874.0, 1382.0, 36.0], shoonya_2sGW2Y3VXWHTUI, 5656806]
[paragraph, [127.0, 910.0, 1382.0, 36.0], shoonya_2sGW2Y3VXWHTUI, 5656806]
[paragraph, [127.0, 946.0, 1382.0, 36.0], shoonya_2sGW2Y3VXWHTUI, 5656806]
[paragraph, [127.0, 982.0, 1382.0, 36.0], shoonya_2sGW2Y3VXWHTUI, 5656806]
[paragraph, [127.0, 1018.0, 1382.0, 36.0], shoonya_2sGW2Y3VXWHTUI, 5656806]
[paragraph, [127.0, 1054.0, 1382.0, 36.0], shoonya_2sGW2Y3VXWHTUI, 5656806]
[paragraph, [127.0, 1090.0, 1382.0, 36.0], shoonya_2sGW2Y3VXWHTUI, 5656806]
[paragraph, [80.0, 1146.0, 1428.0, 36.0], shoonya_1sAXBPG9NVIXIX, 5656806]
[paragraph, [80.0, 1182.0, 1428.0, 36.0], shoonya_1sAXBPG9NVIXIX, 5656806]
[paragraph, [80.0, 1218.0, 1428.0, 36.0], shoonya_1sAXBPG9NVIXIX, 5656806]
[paragraph, [80.0, 1254.0, 1428.0, 36.0], shoonya_1sAXBPG9NVIXIX, 5656806]
[paragraph, [80.0, 1290.0, 1428.0, 36.0], shoonya_1sAXBPG9NVIXIX, 5656806]
[paragraph, [80.0, 1326.0, 1428.0, 36.0], shoonya_1sAXBPG9NVIXIX, 5656806]
[paragraph, [80.0, 1362.0, 1428.0, 36.0], shoonya_1sAXBPG9NVIXIX, 5656806]
[paragraph, [80.0, 1398.0, 1428.0, 36.0], shoonya_1sAXBPG9NVIXIX, 5656806]
[paragraph, [80.0, 1434.0, 1428.0, 36.0], shoonya_1sAXBPG9NVIXIX, 5656806]
[paragraph, [80.0, 1470.0, 1428.0, 36.0], shoonya_1sAXBPG9NVIXIX, 5656806]
[paragraph, [80.0, 1506.0, 1428.0, 36.0], shoonya_1sAXBPG9NVIXIX, 5656806]
[paragraph, [80.0, 1542.0, 1428.0, 36.0], shoonya_1sAXBPG9NVIXIX, 5656806]
[paragraph, [80.0, 1578.0, 1428.0, 36.0], shoonya_1sAXBPG9NVIXIX, 5656806]
[paragraph, [80.0, 1614.0, 1428.0, 36.0], shoonya_1sAXBPG9NVIXIX, 5656806]
[paragraph, [80.0, 1650.0, 1428.0, 36.0], shoonya_1sAXBPG9NVIXIX, 5656806]
[paragraph, [102.0, 1709.0, 1383.0, 36.0], shoonya_0sA46BXBBG0G1Q, 5656806]
[paragraph, [102.0, 1745.0, 1383.0, 36.0], shoonya_0sA46BXBBG0G1Q, 5656806]
[paragraph, [102.0, 1781.0, 1383.0, 36.0], shoonya_0sA46BXBBG0G1Q, 5656806]
[paragraph, [102.0, 1817.0, 1383.0, 36.0], shoonya_0sA46BXBBG0G1Q, 5656806]
[paragraph, [102.0, 1853.0, 1383.0, 36.0], shoonya_0sA46BXBBG0G1Q, 5656806]
[paragraph, [102.0, 1889.0, 1383.0, 36.0], shoonya_0sA46BXBBG0G1Q, 5656806]
[paragraph, [102.0, 1925.0, 1383.0, 36.0], shoonya_0sA46BXBBG0G1Q, 5656806]
[paragraph, [102.0, 1961.0, 1383.0, 36.0], shoonya_0sA46BXBBG0G1Q, 5656806]
[paragraph, [102.0, 1997.0, 1383.0, 36.0], shoonya_0sA46BXBBG0G1Q, 5656806]
[paragraph, [102.0, 2033.0, 1383.0, 36.0], shoonya_0sA46BXBBG0G1Q, 5656806]
[folio, [899.0, 2162.0, 600.0, 36.0], FSa-C6GFuj, 5656806]
[folio, [899.0, 2198.0, 600.0, 36.0], FSa-C6GFuj, 5656806]
[folio, [124.0, 2174.0, 584.0, 36.0], QAnv4GvFAR, 5656806]
