[1468, 909]
[headline, [326.0, 76.0, 262.0, 25.5], DM8hfWJ6OK, 5769855]
[headline, [326.0, 101.5, 262.0, 25.5], DM8hfWJ6OK, 5769855]
[paragraph, [77.0, 145.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 163.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 181.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 199.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 217.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 235.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 253.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 271.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 289.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 307.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 325.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 343.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 361.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 379.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 397.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 415.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 433.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 451.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 469.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 487.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 505.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 523.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 541.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 559.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 577.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 595.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 613.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 631.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 649.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 667.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 685.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
[paragraph, [77.0, 703.0, 377.0, 18.0], shoonya_0s8STQUU7SXEDM, 5769855]
