[1238, 769]
[paragraph, [62.0, 64.0, 627.0, 18.0], 9JQq9qEbdY, 6469035]
[paragraph, [62.0, 82.0, 627.0, 18.0], 9JQq9qEbdY, 6469035]
[paragraph, [62.0, 100.0, 627.0, 18.0], 9JQq9qEbdY, 6469035]
[paragraph, [62.0, 118.0, 627.0, 18.0], 9JQq9qEbdY, 6469035]
[paragraph, [62.0, 136.0, 627.0, 18.0], 9JQq9qEbdY, 6469035]
[paragraph, [109.0, 155.0, 569.0, 18.0], HXy-M5ycG7, 6469035]
[paragraph, [110.0, 187.0, 464.0, 18.0], ms0Xii4xkJ, 6469035]
[paragraph, [111.0, 216.0, 526.0, 18.0], DFiGRc9qkJ, 6469035]
[paragraph, [64.0, 246.0, 621.0, 18.0], on4An36-9r, 6469035]
[paragraph, [64.0, 264.0, 621.0, 18.0], on4An36-9r, 6469035]
[paragraph, [64.0, 282.0, 621.0, 18.0], on4An36-9r, 6469035]
[paragraph, [62.0, 308.0, 624.0, 18.0], JmmPw5e-CA, 6469035]
[paragraph, [62.0, 326.0, 624.0, 18.0], JmmPw5e-CA, 6469035]
[paragraph, [62.0, 344.0, 624.0, 18.0], JmmPw5e-CA, 6469035]
[paragraph, [62.0, 362.0, 624.0, 18.0], JmmPw5e-CA, 6469035]
[paragraph, [62.0, 398.0, 623.0, 18.0], EXQzdmZoG4, 6469035]
[paragraph, [62.0, 416.0, 623.0, 18.0], EXQzdmZoG4, 6469035]
[paragraph, [62.0, 434.0, 623.0, 18.0], EXQzdmZoG4, 6469035]
[paragraph, [64.0, 457.0, 622.0, 18.0], SImyZS1ki6, 6469035]
[paragraph, [64.0, 475.0, 622.0, 18.0], SImyZS1ki6, 6469035]
[paragraph, [64.0, 493.0, 622.0, 18.0], SImyZS1ki6, 6469035]
[paragraph, [62.0, 517.0, 624.0, 18.0], E2y7WtmszO, 6469035]
[paragraph, [62.0, 535.0, 624.0, 18.0], E2y7WtmszO, 6469035]
[paragraph, [62.0, 553.0, 624.0, 18.0], E2y7WtmszO, 6469035]
[paragraph, [62.0, 571.0, 624.0, 18.0], E2y7WtmszO, 6469035]
[paragraph, [62.0, 589.0, 624.0, 18.0], E2y7WtmszO, 6469035]
[paragraph, [62.0, 607.0, 624.0, 18.0], E2y7WtmszO, 6469035]
[paragraph, [62.0, 625.0, 624.0, 18.0], E2y7WtmszO, 6469035]
[paragraph, [62.0, 643.0, 624.0, 18.0], E2y7WtmszO, 6469035]
[paragraph, [62.0, 667.0, 623.0, 18.0], 7S1XnwCsBp, 6469035]
[paragraph, [62.0, 685.0, 623.0, 18.0], 7S1XnwCsBp, 6469035]
[paragraph, [62.0, 703.0, 623.0, 18.0], 7S1XnwCsBp, 6469035]
[paragraph, [62.0, 721.0, 623.0, 18.0], 7S1XnwCsBp, 6469035]
[paragraph, [62.0, 739.0, 623.0, 18.0], 7S1XnwCsBp, 6469035]
[paragraph, [62.0, 757.0, 623.0, 18.0], 7S1XnwCsBp, 6469035]
[paragraph, [61.0, 786.0, 625.0, 18.0], 34yJHQqg_G, 6469035]
[paragraph, [61.0, 804.0, 625.0, 18.0], 34yJHQqg_G, 6469035]
[paragraph, [61.0, 822.0, 625.0, 18.0], 34yJHQqg_G, 6469035]
[paragraph, [60.0, 846.0, 625.0, 18.0], xdHQheFWhO, 6469035]
[paragraph, [60.0, 864.0, 625.0, 18.0], xdHQheFWhO, 6469035]
[paragraph, [60.0, 882.0, 625.0, 18.0], xdHQheFWhO, 6469035]
[paragraph, [60.0, 900.0, 625.0, 18.0], xdHQheFWhO, 6469035]
[paragraph, [60.0, 918.0, 625.0, 18.0], xdHQheFWhO, 6469035]
[paragraph, [60.0, 936.0, 625.0, 18.0], xdHQheFWhO, 6469035]
[paragraph, [60.0, 954.0, 625.0, 18.0], xdHQheFWhO, 6469035]
[paragraph, [60.0, 972.0, 625.0, 18.0], xdHQheFWhO, 6469035]
[paragraph, [60.0, 990.0, 625.0, 18.0], xdHQheFWhO, 6469035]
[paragraph, [60.0, 1008.0, 625.0, 18.0], xdHQheFWhO, 6469035]
[paragraph, [60.0, 1026.0, 625.0, 18.0], xdHQheFWhO, 6469035]
[paragraph, [60.0, 1044.0, 625.0, 18.0], xdHQheFWhO, 6469035]
[paragraph, [60.0, 1062.0, 625.0, 18.0], xdHQheFWhO, 6469035]
[folio, [577.0, 1094.0, 71.0, 18.0], AA4-ljTQ4X, 6469035]
